Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/159847,Северсталь вводит очное обучение по охране труда для подрядчиков,"«Северсталь» переходит на очное обучение по охране труда и промышленной безопасности для подрядчиков с присвоением квалификации, предусмотренной законодательством РФ.
По словам начальника управления по охране труда, промышленной безопасности и экологии дивизиона «Северсталь Российская сталь» Василия Виноградова, компания вводит очное обучение по охране труда на основе практической составляющей, с отработкой кейсовых заданий из реального производства. Обучающий модуль рассчитан на два дня и включает в себя комплекс знаний и навыков не только по традиционным темам, таким как организация и проведение работ повышенной опасности, но и в целом по системе охраны труда компании и роли подрядных организаций в ней, элементам корпоративной культуры.
«Участники обучения, а это более 1600 специалистов, являются организаторами и производителями работ повышенной опасности на территории Череповецкого металлургического комбината. Данное обучение не только продемонстрирует безопасные методы и приемы организации работ, но и будет хорошей площадкой для обмена мнениями и возможностью задать насущные вопросы экспертам функции охраны труда и промбезопасности, - отметил Василий Виноградов. - Наставниками в процессе выступают специалисты по безопасности компании «Северсталь», а не привлеченные специалисты, что делает обучение максимально эффективным».
Обучение проводится бесплатно, с итоговой проверкой. С целью мотивации работники считаются не только прошедшими корпоративное обучение, предусмотренное внутренними требованиями, но также им присваивается квалификация по охране труда, предусмотренная законодательством РФ.",Северсталь;охрана труда,2024-04-09T11:36,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159845,СГОК обновляет парк большегрузных автосамосвалов для работы в карьере (видео),"На Стойленский ГОК (входит в Группу НЛМК) поступили три новых 240-тонных автосамосвала, которые будут задействованы на перевозке руды в карьере. Новые автосамосвалы заменят 136-тонные машины. Первый 240-тонник уже приступил к работе в карьере, остальные выйдут на линию до конца апреля.
Для удобства водителя просторная кабина оборудована жидкокристаллической приборной панелью, системой фильтрации поступающего воздуха, двумя комфортными сиденьями и тонированным округленным лобовым стеклом для более полного обзора. Она оснащена конструкциями защиты при опрокидывании и защиты от падающих объектов, что обеспечивает безопасность водителя при движении и загрузке.
Новые автосамосвалы позволят уменьшить трафик техники на дорогах карьера и повысить производительность труда. Всего в карьере Стойленского ГОКа задействованы 39 автосамосвалов, одиннадцать из них грузоподъемностью 220-240 тонн.
",Стойленский ГОК;Группа НЛМК,2024-04-09T11:21,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159842,ММК расширяет социальный пакет для работников,"Коллективный договор Магнитогорского металлургического комбината на 2024–2026 годы включает в себя ряд социальных направлений: от индексации заработной платы до увеличения субсидий на приобретение жилья.
В соответствии с документом предусмотрено:
«Новая редакция Коллективного договора, подписанного руководством предприятия и профсоюзным комитетом, обеспечивает согласование интересов работников и работодателей, стимулируя мотивацию социального партнёрства, – подчеркнул генеральный директор ММК Павел Шиляев. – Социальная защита и рост заработной платы работников Группы ММК находятся на постоянном контроле руководства компании».
",ММК;кадры;коллективный договор;устойчивое развитие,2024-04-09T09:58,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159805,Презентационный фильм СТЗ,"В это сложно поверить, но Северский трубный завод, входящий в Трубную Металлургическую Компанию (ТМК), в 2024 году отмечает 285-летие! Да-да, история предприятия началась в далеком 1739 г., когда на берегу реки Северной, притоке Чусовой, было выпущено кричное железо на фабрике, превратившейся к настоящему времени в один из самых высокотехнологичных трубных заводов в мире.
Смотрите презентационный фильм о современном дне предприятия, расположенного в городе Полевском Свердловской области.
",ТМК;стальные трубы;Северский ТЗ,2024-04-09T09:13,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159835,Идеи молодых специалистов ЕВРАЗ ЗСМК внедрят в производство,"НаЕВРАЗ ЗСМКстартовала 62-я научно-техническая конференция «Путь к новым технологиям». Ее цель – выявить перспективных молодых сотрудников, сформировать у них основы знаний по экономике, методам быстрых улучшений, вовлечь их в решение задач предприятия.
В НТК принимают участие более 90 человек. Это не только молодые сотрудники комбината, но и студенты базовых образовательных учреждений ЕВРАЗ ЗСМК – Сибирского государственного индустриального университета и Кузнецкого индустриального техникума.
Конференция проходит в два этапа. В первом туре команды будут генерировать идеи по охране труда и промбезопасности. А затем представят их экспертам. В финал пройдут 6 лучших команд.
На втором этапе к специалистам комбината присоединятся студенты. Участники разработают актуальные для предприятия проекты. И летом защитят их перед директорами ЕВРАЗ ЗСМК. Три команды-победительницы получат денежное вознаграждение и поедут презентовать свои предложения руководству компании в Сколково. Лучшие идеи внедрят в производство.
«Многие руководители комбината, будучи молодыми специалистами, тоже участвовали в НТК. Конференция дает шанс участникам поверить в себя, научиться решать производственные задачи. Сотрудники приобретают опыт работы в команде, совершенствуют коммуникационные навыки, изучают лучшие практики, основы экономики, занимаются оформлением паспортов инициатив и другим. Победители НТК стажируются в разных службах комбината. Мы активно привлекаем к участию в конференции студентов наших базовых образовательных учреждений, чтобы развивать систему преемственности, показать, какие возможности дает предприятие начинающим сотрудникам», – подчеркнул начальник управления планирования и развития персонала дивизиона «Сибирь» ЕВРАЗа Алексей Домнышев.
На ЕВРАЗ ЗСМК всесторонне развивают молодых специалистов. Они могут стать участниками Инженерного клуба и под руководством профессионалов работать над проектами. Ежегодно металлурги участвуют в корпоративных и всероссийских чемпионатах и конкурсах профессионального мастерства. Работники комбината неоднократно становились победителями международного чемпионата высокотехнологичных профессий «Хайтек», показывали достойные результаты на отраслевом чемпионате профмастерства AtomSkills.",ЕВРАЗ ЗСМК;кадры,2024-04-09T08:24,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159804,На Яковлевском ГОКе стартовала замена барабана скиповой подъёмной установки (видео),"Главный проект инвестиционной программы этого года – замена барабана скиповой подъёмной установки.
17 лет оборудование поднимало полезное сырьё на поверхность, но для амбициозных целей техника нужна куда серьёзнее.
Подробнее смотрите в видеосюжете.
",Яковлевский ГОК;ЖРС,2024-04-09T08:05,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159828,ОМК существенно нарастила объём отгрузок стальных труб в марте,"Отгрузкистальных трубпредприятиями Объединенной металлургической компании (ОМК) в марте 2024 года составили 138 тыс. тонн, что на 28% выше уровня февраля 2024 года, следует из данных железнодорожной статистики.
Согласно данным Metals & Mining Intelligence, по итогам I квартала 2024 года отгрузки ОМК составили 354,1 тыс. тонн, что на 6% ниже уровня 2023 года.
Основными потребителями трубной продукции ОМК в 1 квартале 2024 года были предприятия нефтегазового комплекса: Газпром, Сургутнефтегаз, Газпром нефть, Лукойл и Роснефть. Совокупная доля в общем объёме поставок у этих компаний в январе 2024 года составила 63%. Ключевыми регионами потребления для ОМК традиционно являются Иркутская область, ХМАО и ЯНАО. Совокупно на эти регионы приходится 37% всех отгрузок компании.
Экспортные поставки трубной продукции ОМК в 1 квартале 2024 года возросли в 3,2 раза до 20,7 тыс. тонн, относительно 2023 года. Более 60% экспортных поставок осуществлялось в Азербайджан. Объём поставок в эту страну составил 12,7 тыс. т.",ОМК;стальные трубы;Железнодорожный транспорт;грузовые перевозки,2024-04-09T07:09,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159806,Повышение производительности цехов и улучшение качества продукции (видео),"В мае состоится финал 59 научно-технической конференции Уральской Стали. Сегодня ее участники – молодые специалисты предприятия –работают над своими проектами и решают задачи по сокращению издержек, повышению производительности цехов и улучшению качества продукции.
Подробности смотрите в сюжете.",Уральская сталь,2024-04-09T06:17,09 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159819,Генеральный директор УК «Уральская Сталь» Денис Сафин прокомментировал ЧС в Оренбургской области (видео),"На комбинате Уральская сталь 24/7 работает штаб по помощи жителям городов Орск и Новотроицк. Комбинат направил свои ресурсы на борьбу с наводнением и активно участвует в противопаводковых мероприятиях в Новотроицке, а также оказывает помощь жителям Орска, которых коснулась беда. Для предотвращения подтопления жилых районов Новотроицка, Уральская Сталь выделила спецтехнику и направила специалистов предприятия на отсыпку дамбы в районе озера Сазанье. Компания также передала городу дизельную насосную установку и погружной насос для устранения последствий наводнения.
Комбинат подготовил пункт временного размещения в хостеле комбината. Вместимость хостела – около 100 человек. Пункты временного размещения для пострадавших также открыты в МИСиС и НПК. Генеральный директор УК «Уральская Сталь» Денис Сафин поручил применять специальный порядок закупочных процедур и, ориентируясь на обстановку, расширять виды помощи. Приводим целиком его заявление, опубликованное сегодня:
""Дорогие друзья, мы столкнулись с самым большим паводком в истории. Новотроицк и Орск - это дом наших сотрудников. Мы помогаем. На комбинате создан специальный штаб, который координирует наши действия. Наша техника и специалисты возводят дамбы, мы уже передали десятки тонн воды, кровати для пунктов временного размещения. Загорский трубный завод также уже отправил в Орск машины питьевой воды, продуктов и вещей первой необходимости. Отдельно Уральская Сталь также оказывает всевозможную помощь городу Орску и Новотроицку.
Фонд «Технология чуда» адресно помогает семьям и взял под опеку перинатальный центр в Орске. И, конечно, мы поддержим наших сотрудников: все наши коллеги чьи дома оказались затоплены, получат материальную помощь, к этому вопросу прошу подключится коллег из профсоюза Уральской Стали. И ещё раз, пожалуйста, будьте особенно аккуратны в эти дни. Безопасности не бывает много"".",Оренбургская область;Уральская сталь,2024-04-08T17:06,08 апреля 2024 г.
https://www.metalinfo.ru/ru/news/159811,На СЗФ в ЛНР после 10-летнего перерыва запустили цех электродной массы,"Стахановский завод ферросплавов (СЗФ), действующий в Луганской Народной Республике, после 10 лет простоя запустил цех электродной массы. Об этом сообщается вTelegram-каналеЮжного горно-металлургического комплекса, в состав которого входит завод.
""На Стахановском заводе ферросплавов запущен цех электродной массы. Оборудование цеха находилось в режиме простоя почти 10 лет и сейчас снова введено в строй"", - говорится в сообщении.
В компании уточнили, что электродная масса - это смесь материалов, предназначенная для получения непрерывных самообжигающихся электродов, электродуговых плавильных печей, используемых в производстве ферросплавов.
Стахановский завод ферросплавов был запущен в 1962 году и в советское время выпускал значительную часть всего ферросилиция в СССР. Ферросилиций - это сплав железа и кремния, он улучшает качество стали, поэтому его часто применяют при изготовлении пружинно-рессорных материалов. В 2014 году из-за обстрелов завод был аварийно остановлен, его территория сильно пострадала. В 2022 году после нескольких лет простоя были запущены одна за другой две печи, сейчас завод работает, поставляет свою продукцию другим металлургическим предприятиям.",Новые территории;Стахановский завод ферросплавов,2024-04-08T14:30,08 апреля 2024 г.
