Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/155247,ОСПАЗ продолжает обновление производственного оборудования,"Орловский сталепрокатный завод (входит в Северсталь-метиз, метизную группу Северстали) активно наращивает свои производственные мощности. Журнал «Металлоснабжение и сбыт» побеседовал с директором предприятия Алексеем Швецовым, который рассказал, как сейчас развивается предприятие.
В частности, он рассказал: ""На сегодняшний день благодаря целенаправленным и регулярным инвестициям ОСПАЗ обновляет парк оборудования, вводит в эксплуатацию новые высокотехнологичные линии. Пусть до 2022 г. это было европейское оборудование, а сейчас больше от производителей из азиатских стран, но оно позволяет делать те же продукты, с той же добавленной стоимостью, которая востребована на рынке и отвечает всем требованиям к качеству со стороны потребителей.
Стратегия развития ориентирована на формирование адекватного ответа вызовам, которые ставит перед нами современная ситуация. Основной задачей является увеличение объемов выпуска продукции для удовлетворения существующего на рынке спроса. Помимо этого, необходимо совершенствовать сервисную составляющую во взаимодействии с клиентами, в первую очередь с конечными потребителями нашей продукции.
Также ОСПАЗ стремится выстроить уникальные программы взаимодействия с контрагентами, в том числе по складским запасам, по ценообразованию, сервисному обслуживанию, логистике и по другим сферам"".
Полное интервьючитайте в ноябрьском номере ""Металлоснабжение и сбыт""",Метизы;ОСПАЗ;Проволока - крепеж,2023-11-15T12:16,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155234,Сотрудники службы продаж Группы НЛМК провели на «Металл-Экспо’2023» более 230 деловых встреч (видео),"Группа НЛМК приняла участие в 29-ой Международной промышленной выставке «Металл-Экспо’2023», где представила весь спектр продукции - от высокопрочной стали до проката с покрытиями.
Никита Иванищев, руководитель направления продаж проката с покрытием Группы НЛМК, полагает, что спрос на оцинкованный и окрашенный прокат в 2024 году вырастет из-за развития стального строительства.
А Александр Пусенков, начальник отдела продаж высокопрочных сталей Группы НЛМК, рассказал, в свою очередь, об атмосфере и работе с клиентами на форуме.",Металл-Экспо;конгрессно-выставочная деятельность;НЛМК;Стали с покрытиями;Группа НЛМК;высокопрочные стали;Выставки,2023-11-15T12:10,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155242,Новосталь-М провела конференцию для девелоперов,"В рамках выставки «Металл-Экспо'2023» Металлургический холдинг «Новосталь-М» организовал конференцию для девелоперов России.
В семинаре приняли участие такие известные компании, как ГК «ПИК» (крупнейший застройщик страны), ГК «Самолёт» (занимает сегодня второе место на российском рынке), ГК «А101», компания «Группа ЛСР», строительный холдинг «КТБ Железобетон», а также институт ЦНИИПромзданий, занимающийся типовым и экспериментальным проектированием.
Генеральный директор Торговой Компании «Новосталь-М» Андрей Круглов презентовал участникам новую площадку «Новосталь-Маркет» и рассказал об основных ценовых  тенденциях на рынке арматурного проката.
Также был представлен доклад «Новые виды арматуры для современного железобетона», в котором авторы проанализировали рынок бунтовой арматуры и предложили решения для его развития. Основной акцент был сделан на инновационную арматуру класса А550СК, её конкурентные преимущества, а также экономический эффект, который она может дать потребителям.
В заключение представители «Новосталь-М» отметили, что компания и дальше будет заниматься разработкой новых видов продукции и их продвижением на российский рынок с целью создать дополнительные экономические выгоды для действующих и новых клиентов.",арматура;Металл-Экспо;сортовой прокат;Новосталь-М;Неделя металлов в Москве,2023-11-15T11:54,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155209,"ПМХ, Промсорт и Торговый дом «Тула-Сталь» на «Металл-Экспо'2023» (видео)","В крупнейшей отраслевой выставке приняли участие более 800 компаний из металлургии, металлоторговли и смежных отраслей.
В рамках деловой программы были проведены профессиональные конкурсы, по итогам которых сотрудники из ПМХ, Промсорта и Торгового дома «Тула-Сталь» завоевали ряд наград, среди которых - награда за объединенный стенд, который вошёл в число лучших выставочных экспозиций выставки.
Подробнее смотрите в видео.",ПМХ;Промсорт;Металл-Экспо;Выставки;конгрессно-выставочная деятельность;Промышленно-Металлургический холдинг,2023-11-15T11:08,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155195,О положении дел в литейном и кузнечно-прессовом производствах (видеоинтервью),"Александр Петров, председатель подкомитета по литейному и кузнечно-прессовому производствам Комитета по металлургии и тяжелому машиностроению Союза машиностроителей России, рассказал в интервью журналу ""Металлоснабжение и сбыт""на площадке выставки ""Металл-Экспо-2023""об актуальных вопросах, стоящих на повестке дня.
",кузнечно-прессовый комплекс;литейное производство;Металл-Экспо;Литье;Металлургмаш;Литейная отрасль,2023-11-15T10:30,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155216,Прямая трансляция Всероссийского форума по автоматизации и цифровизации процессов ТОиР,"15 и 16 ноября в технопарке «Сколково» «Северсталь» при поддержке АНО «Цифровая экономика» и компании Seymartec проводит Всероссийский форум по автоматизации и цифровизации процессов технического обслуживания и ремонтов (ТОиР) в современных условиях.
В деловой программе примут участие компании из различных сфер бизнеса, среди которых «Еврохим», «Норникель», «Русская медная компания», ОМК, «Газпромнефть», «Сибур», «Алроса», «Интер РАО», VK и МТС.
Участники форума поделятся своим опытом управления надежностью оборудования и обсудят различные системы автоматизации ТОиР, системы диагностики и мониторинга агрегатов.
С 10:00 до 18:00 по московскому времени пройдёт онлайн-трансляция одного из залов форума, которую можно посмотреть прямо здесь.",автоматизация;цифровая трансформация;цифровизация,2023-11-15T10:00,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155199,Все предприятия ГК «Русполимет» показывают уверенные результаты (видео),"Группа «Русполимет» представила свои возможности на главном металлургическом форуме страны - «Металл-Экспо», который проходил с 7 по 10 ноября в ЦВК «Экспоцентр» в Москве. На общем стенде были показаны достижения головного и семи дочерних предприятий - «Гранкома», «Завода вакуумной металлургии», «Выксунского литейного завода», «Дробмаша», печестроительной компании «Термосталь», а также инжиниринговых компаний «Специальный металлургический инжиниринг» и «РЭС Инжиниринг».
Акцент ставился на новой продукции, освоенной компаниями группы. Так, в экспозиции «Русполимета» кроме традиционных изделий - колец для авиадвигателей - представлена выпускаемая продукция из титановых сплавов (прутки и трубы), немагнитных сталей.
«Гранком» демонстрирует металлические порошки и изделия из порошковых материалов, созданные по технологиям горячего изостатического прессования (ГИП) и 3D-печати. Посетители могли увидеть, к примеру, выполненную методом ГИП крышку малого ядерного реактора.
Выксунский «Дробмаш» и компания «Специальный металлургический инжиниринг» (Москва) познакомили с результатами по проектированию и производству газостатов. В кооперации по созданию этого уникального оборудования участвует и входящая в группу «Русполимет» печестроительная компания «Термосталь» (Санкт-Петербург).
В числе экспонентов также инжиниринговая компания «РЭС Инжиниринг» (Санкт-Петербург), поставляющая оборудование для атомной отрасли. За последний год компания запустила в Санкт-Петербурге сборочное производство клапанов для АЭС. На стенде был представлен опытный образец регулирующего клапана 3-его класса безопасности, который будет эксплуатироваться на турецкой АЭС «Аккую».
«Такие клапаны раньше в стране никто не делал, их производили в основном итальянские и испанские компании. На первом этапе начали сборку этого оборудования из зарубежных комплектующих на нашей производственной площадке. В дальнейшем планируем локализовать производство и комплектующих клапана», - рассказал гендиректор «РЭС Инжиниринг» Сергей Тихонов.
С новой продукцией группы «Русполимет» познакомили замминистра промышленности и торговли РФ Виктора Евтухова. «Все предприятия группы в этом году показывают уверенные результаты: очень много новых продуктов, то, что сегодня мы называем импортозамещением. Если говорить о динамике роста, то по группе это будет порядка 25% или даже больше, по «Русполимету» - около 22%. Поэтому я положительно оцениваю работу всех наших подразделений, наших коллективов со словами искренней благодарности и признательности за работу в этом году. У нас год завершается знаковыми событиями. Одно из главных - это сдача уникального агрегата, газостата 2200, который позволит в совокупности с той работой, которая проделана и продолжается по развитию порошкового направления, создать, действительно, реальные условия для трансформации технологического уклада в ответственном машиностроении», - сказал глава группы «Русполимет» Виктор Клочай.
",Русполимет;Металл-Экспо;Гранком;Завод вакуумной металлургии;новая продукция;титановые сплавы;порошковая металлургия;3d-печать;Оборудование;инжиниринг,2023-11-15T09:00,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155192,"Видеоинтервью Бориса Сивака, президента Международного союза МЕТАЛЛУРГМАШ","О 22-й Научно-технической конференции «Новые перспективные материалы, оборудование и технологии для их получения»,о золотых и серебряных медалей «Металл-Экспо»за наиболее значимые достижения в сфере производства черных и цветных металлов, современного оборудования и технологий для металлургии и металлообработки,о премии «Молодые ученые», а также о заседании Комитета по металлургии и тяжелому машиностроению Союза машиностроителей России и других мероприятиях осенней Недели металлов в Москве журналу ""Металлоснабжение и сбыт"" рассказал Борис Сивак, президент Международного союза МЕТАЛЛУРГМАШ.

",интервью;Металлургмаш;Оборудование;оборудование для металлургии;Металл-Экспо,2023-11-15T08:30,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155220,"Видеосюжет об участии ММК в ""Металл'Экспо 2023""","ММК представил на 29-й Международной промышленной выставке ""Металл-Экспо"" продукцию и технологические возможности как самого комбината, так и предприятий Группы ПАО ""ММК"". В этом году на выставке представлены компании из России, Китая, Индии, Турции, Италии и других стран. Количество участников увеличилось по сравнению с прошлым годом почти в два раза - до 815. Выступая на открытии заместитель министра промышленности и торговли России Виктор Евтухов обратился к собравшимся со словами, что сегодня металлургам необходимо консолидироваться и увеличить объем выпуска продукции: ""Причем спрос металлургической отрасли увеличился на 16 процентов вместе с увеличением производства. И несмотря на сокращение экспорта, благодаря тем решениям, которые были приняты на уровне государства по увеличению строительства, развития инфраструктуры, работы в ЖКХ, все это помогло металлургическим предприятиям выйти на тот объем производства, который они показывают и максимально заполнить существующие мощности"".
В рамках открытия состоялось награждение победителей конкурса ""Главное событие года в металлургии России"". Магнитогорский металлургический комбинат отмечен за реализацию первой очереди проекта комплексной реконструкции коксохимического производства. Награду из рук заместителя министра промышленности и торговли РФ Виктора Евтухова получил заместитель генерального директора ПАО ""ММК"" по продажам Сергей Ушаков. Масштабная модернизация коксохимического производства на ММК включает строительство современной, экологичной коксовой батареи, которая заменит пять действующих. Её производительность составит 2,5 млн тонн сухого кокса в год, что покрывает практически половину потребности компании в коксе. В первую очередь проекта входят два блока батареи (всего их будет четыре), установка сухого тушения кокса, угольная башня, блок углеподготовки и другие сопутствующие объекты. Реализация этого крупнейшего инвестиционного проекта имеет не только большое производственное, но и природоохранное значение для комбината и всего Магнитогорска. С выходом батареи на полную мощность валовые выбросы загрязняющих веществ в атмосферу сократятся на 11,35 тыс. тонн в год.
ММК - постоянный участник этого крупнейшего металлургического форума. На коллективном стенде компании посетители смогли ознакомиться с широким сортаментом металлопродукции, включая сортовой и фасонный прокат, горячекатаный и холоднокатаный листовой прокат, горячеоцинкованную металлопродукцию, прокат с полимерным покрытием. Продукция ММК имеет широкий спектр применения - от строительной и трубной индустрии до автопрома, которому комбинат поставляет оцинкованный автолист, и машиностроительного комплекса, потребляющего высокопрочные и износостойкие стали.
Помимо руководителей и специалистов комбината и Торгового дома ММК, на стенде Магнитки работали представители компаний Группы ПАО ""ММК"", чья продукция также представлена на ""Металл-Экспо"". В их числе ""ММК-Лысьвенский металлургический завод"" - ведущий российский производитель электролитически оцинкованного проката с полимерным покрытием и проката с декоративным покрытием SteelArt. Генеральный директор предприятия Алексей Кузнецов рассказал о продукции, которую представил завод на выставке: ""Это декоративные покрытия в виде имитации дерева, камня, различных текстур с добавлением эффекта 3Д. Эффект 3Д придает нанесение лака, что на сегодня востребовано и набирает обороты"".
",ММК;ММК-ЛМЗ;Выставки;конгрессно-выставочная деятельность,2023-11-15T08:10,15 ноября 2023 г.
https://www.metalinfo.ru/ru/news/155165,Рейтинговое агентство RAEX оценило ESG-практики ЕВРАЗа и присвоило рейтинг А,"Это означает, что управление ESG-рисками и возможностями находится на высоком уровне. Оценка – 76,7 балла из 100.
«Мы отметили тренд на снижение валовых и удельных показателей потребления энергоресурсов, выбросов загрязняющих веществ в атмосферу, а также образования отходов. За экологический аспект компания получила высокую оценку для металлургической сферы», – прокомментировала Анастасия Гречаная, руководитель ESG-направления RAEX.
По оценке экспертов рейтингового агентства, ЕВРАЗ:
- Среди экологических факторов наиболее эффективно нивелирует риски, связанные с использованием энергии, наращивает собственную генерацию и долю приобретаемой низкоуглеродной энергии, сокращает потребление воды.
- Имеет развитую практику корпоративной социальной ответственности и предоставляет сотрудникам конкурентоспособный социальный пакет. Поддерживает диалог с местными сообществами и реализует социальные программы в регионах присутствия.
- Придерживается высоких этических стандартов ведения деятельности внутри предприятий и в работе с подрядчиками, а также предусмотрительно подходит к управлению рисками.",Евраз;устойчивое развитие,2023-11-15T08:01,15 ноября 2023 г.
