Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/154308,ВТЗ продлит срок службы площадки для размещения отходов благодаря рециклингу,"Волжский трубный завод (ВТЗ), входящий в Трубную Металлургическую Компанию (ТМК), повысил эффективность использования природоохранного сооружения – полигона размещения отходов производства третьего, четвертого и пятого классов опасности. Увеличение предприятием доли повторно используемых и реализуемых отходов позволит продлить срок эксплуатации объекта.
В 2023 году исполнилось 10 лет с начала эксплуатации комплекса, который обеспечивает полную изоляцию отходов и исключает проникновение загрязняющих веществ в окружающую среду — почву, грунтовые воды и атмосферу. С этой целью в основании и сверху карт для размещения отходов применяется современное защитное покрытие из качественного геосинтетического материала высокой плотности. Кроме того, заполненная отходами карта дополнительно изолируется уплотненным слоем грунта. С момента ввода в эксплуатацию на объекте ведется экологический контроль, который подтверждает исключение негативного воздействия на окружающую среду.
За десять лет эксплуатации полигон заполнили на 22% от проектной вместимости. Снизить нагрузку на объект удается благодаря внедряемым на ВТЗ проектам по уменьшению количества образующихся отходов и их повторному использованию (рециклингу). Из общего количества образующихся на предприятии отходов 92% повторно используется в производстве, а также переводится в категорию побочной продукции и реализуется сторонним потребителям, 8% — поступает на полигон в связи с отсутствием альтернативных методов их переработки на современном этапе развития промышленности.
Помимо своего прямого назначения комплекс выступает образовательным пространством для «зеленых» инициатив и экологического просвещения сотрудников завода и других жителей региона. К совместной работе привлекаются представители промышленных предприятий, учебных заведений и широкая общественность. В рамках юбилея комплекс посетили представители региональных и муниципальных органов власти, экологических организаций и учреждений.
«Предприятие реализует принятый в ТМК комплексный подход к решению вопросов экологической безопасности. ВТЗ принимает на себя обязательства по защите окружающей среды с помощью внедрения современных технологий, оборудования и материалов для снижения воздействия на окружающую среду и рационального использования природных ресурсов. Также мы проводим системную работу по сокращению размещения на полигоне промышленных отходов, которая демонстрирует свою эффективность», — сказал управляющий директор ВТЗ Сергей Четвериков.
Полигон размещения отходов производства и потребления на ВТЗ введен в эксплуатацию в 2013 году. Объект соответствует всем требованиям законодательства. Проект строительства полигона внесен в Федеральный экологический справочник «Зеленая книга России» как одна из лучших практик в промышленной экологии.
В настоящее время на территории полигона реализуется исследовательский климатический проект по созданию карбоновой фермы и разработке концепции снижения в атмосфере концентрации парниковых газов в условиях промышленного предприятия и засушливого климата степной зоны. С июня 2022 года на экспериментальных модельных площадках высажено около семи тысяч разных пород растений.",ВТЗ;рециклинг;ТМК,2023-10-23T08:17,23 октября 2023 г.
https://www.metalinfo.ru/ru/news/154313,Что надо делать во время пожара? Российский и мировой рынок стали: 15-22 октября 2023 г.,"Ближний Восток старательно поджигают. Или даже нет, не так: арабские страны, Иран и Турцию, по одной из версий, искусно поджаривают на медленном огне. Напряженность нагнетается показательно жестокими обстрелами и бомбежками Газы, но при этом ставка, возможно, делается на то, что мусульманские страны не решатся на открытое противостояние с Израилем, за которым демонстративно стоят США.
По сути, весь Ближний Восток ставят сейчас в позу, в которой недавно находилась Армения. Ереванские власти так и не решились помочь Арцаху, который снова стал Карабахом. Последствия этого шага еще не проявились полностью, но будут осуществляться еще долго.
При этом у ближневосточных стран есть немало причин для того чтобы остаться в стороне. Ни палестинцы, ни тем более Хамас для них не совсем свои, как не были совсем своими карабахские армяне для нынешнего руководства в Ереване, которое как раз пришло к власти, свергнув и зачистив карабахский клан.
Для правительства Египта Хамас — прямые враги. Для Сирии, Ирана, Саудовской Аравии — сомнительные попутчики и совсем не друзья. Данную организацию создавали в свое время США, Великобритания и Израиль в расчете на раскол палестинского движения, что им блестяще удалось. А основными спонсорами Хамаса выступают Катар и Турция.
Возможно, показательная зачистка сектора Газа должна продемонстрировать правительствам ближневосточных стран, что «гегемон» все еще в полной силе и может по-прежнему делать все, что хочет, нарушая любые законы и моральные нормы. Посему «бунтарям» надо заканчивать с фрондой и присоединяться к западному лагерю.
А если недовольство «улицы» поставит под угрозу стабильность правительств мусульманских стран, то тем лучше. Деньги из всего региона хлынут в поисках спасения в США, а на развале и грабеже всегда можно неплохо навариться — Ирак подтверждает.
Поэтому достаточно велика вероятность, что на Ближнем Востоке еще будет тлеть достаточно долго, но открытого пожара на весь регион может не произойти. Хотя ситуация, конечно, взрывоопасная, и может «бахнуть» даже вопреки намерениям основных действующих сторон.
Так или иначе, ситуация перерастает в ту фазу, когда у политических событий возникают экономические последствия. В первую очередь, встает вопрос о нефти. Ее стоимость на мировых биржах снова превысила $90 за баррель. Но дойдет ли она до сотни, очень большой вопрос. Сам по себе Израиль на рынок влияет мало. Как когда-то шутили сами израильтяне, Моисей сорок лет водил евреев по пустыне и привел их в единственное на Ближнем Востоке место, в котором нет нефти.
Объем израильского импорта данного ресурса в последние несколько месяцев составлял около 220 тыс. баррелей в день, что соответствует немногим более 0,3% глобального импорта. При этом около 60% поставок приходило из Казахстана и Азербайджана. Правда, крупнейший израильский импортный терминал мощностью 180 тыс. баррелей в день находится в городе Ашкелоне недалеко от Газы и поэтому приостановил работу еще 7 октября.
Проблемы с нефтью могут возникнуть только в случае большой войны в регионе, что пока что представляет собой не самый вероятный вариант. Биржевой же рынок нефти является контролируемым. Об этом свидетельствуют многочисленные примеры того, как цены «роняли» без особых видимых причин. В крайний раз это происходило не далее как в начале октября текущего года, когда котировки внезапно упали от $95 до менее $85 за баррель.
В принципе, высокие, но не слишком высокие цены на нефть выгодны США, так как они могут покрывать свои потребности более чем на 60% за счет внутренней добычи, а большую часть импорта получают из Канады. В то же время, Евросоюз и Китай намного больше зависят от внешних поставок.
С природным газом ситуация более интересная. В восточной части Средиземного моря найдено несколько гигантских месторождений. Причем одно из них находится прямо у побережья сектора Газа. Так что не исключено, что нынешние события имеют под собой еще и газовую подоплеку. Так или иначе, Израиль сократил добычу и приостановил экспорт газа. И хотя в число крупных поставщиков он не входит, это стало одной из причин подъема цен на газ в Европе до более $500 за 1 тыс. куб. м.
Это означает, что энергоемкие отрасли в Европе будут и далее сокращать свои производственные мощности, а видимое потребление стальной продукции — падать. Worldsteel в своем Краткосрочном прогнозе предсказывает восстановление европейского рынка в 2024 г. Но европейские специалисты не особенно рассчитывают на улучшение, по меньшей мере, до конца первого квартала.
Ближневосточный кризис также начал влиять на региональный рынок сортового проката. Израиль был весьма крупным импортером данной продукции. Теперь поставщикам из Турции и России надо искать новые рынки сбыта. Турецкие компании уже добились уменьшения стоимости металлолома, но также и сами опускают экспортные котировки на арматуру и внутренние — на заготовку.
С другой стороны давление на мировой рынок стали оказывает Китай. Объем выплавки там продолжает сокращаться, но недостаточно интенсивно. Предложение по-прежнему превышает спрос, внутренние цены низкие и не всегда даже покрывают уровень затрат металлургических компаний. Те из-за этого проявляют повышенную активность на экспорте, но и там вынуждены продавать дешево. Так, экспортные котировки на китайский горячекатаный прокат упали до минимальной отметки с ноября 2022 г. Рассчитывать на рост при этом не приходится — по крайней мере, в ближайшие месяцы.
Таким образом, цены на мировом рынке будут находиться на понижении, но их будет подпирать рост себестоимости, вызванный, в частности, подорожанием энергоносителей. В целом значительные колебания маловероятны.
На российском рынке стальной продукции тоже на первое место выходит вопрос о себестоимости. Но основным источником увеличения затрат, скорее всего, выступит металлолом. По данным опроса «РУСЛОМ.КОМ», переход на безналичную форму оплаты при операциям с физлицами в первые две недели после введения нового порядка привел к сокращению объемов заготовки или ее приостановке почти у 75% ломосборщиков. Так что, есть прямой риск дефицита и удорожания лома ближе к зиме.
Правда, вероятно, что в ближайшие месяцы перестанет действовать другой важный фактор — девальвация рубля. Принятые в последнее время меры — экспортные пошлины, Указ о возврате валютной выручки, запреты на экспорт дизельного топлива, понижательные действия правительства на рынке арматуры — произвели нужное воздействие. Рубль укрепился до менее 96 руб. за доллар и, скорее всего, не скоро теперь дерзнет штурмовать сотенную отметку.
Безусловно, бизнес жалуется на то, что власти сделали эти шаги без консультаций с ним, без предупреждения и довольно грубым грубым образом. Но на валютном рынке действительно тогда вспыхнул пожар. Его и погасили тем, что попалось под руку. А уже потом занялись отладкой и настройкой.
Ряд экспертов прогнозируют, что Банк России на очередном заседании 27 октября снова повысит ставку. Это было бы, безусловно, ошибочным решением. Как уже, пожалуй, показал опыт, данный фактор не оказывает никакого положительного влияния на курс рубля, а инфляцию только раздувает посредством увеличения стоимости кредитов.
Хотя при этом следует отметить, что достаточно большого сектора российской экономики повышение ставок не коснется. Инвестиционные проекты в приоритетных отраслях и оборонная промышленность будут и дальше получать финансирование на куда более благоприятных условиях, чем «неприоритетный» бизнес. А в строительной отрасли, вероятно, никто не станет в ближайшее время покушаться на льготную ипотеку. Поэтому значительного падения металлопотребления, скорее всего, не произойдет ни при каких раскладах.
Любой пожар надо локализовывать и тушить. А поджигателей — вешать.
Другие материалы о российском и мировом рынке стали читайте в разделе""Аналитика"".
Приглашаем всех принять участие в деловыхмероприятиях, запланированных на 2023 г.Так, большое количество интересных мероприятий пройдет в Москве с 7 по 10 ноября в рамках деловой программы Международной промышленной выставки""Металл-Экспо"".",Ближний Восток;Нефть;Цены;Российский рынок металлов;Мировая экономика;Прогнозы;Мировой рынок стали,2023-10-23T07:00,23 октября 2023 г.
https://www.metalinfo.ru/ru/news/154307,ММК награжден премией Правительства России в области качества,"В Москве состоялась церемония награждения лауреатов премии Правительства Российской Федерации в области качества за 2022 год. В число победителей вошел Магнитогорский металлургический комбинат. Почетную награду из рук вице-премьера Дениса Мантурова принял генеральный директор ММК Павел Шиляев.
Премия Правительства в области качества является одной из наиболее престижных государственных наград, вручаемых предприятиям за производственные достижения и внедрение лучших практик управления. Заявки на участие в конкурсе в этом году подали 433 организации, из которых победителями признаны 12, включая Магнитку.
Выступая с ответным словом в рамках награждения, гендиректор ММК Павел Шиляев поблагодарил экспертный совет премии, Правительство, Минпромторг и Роскачество за поддержку и организацию конкурсных процедур на самом высоком уровне.
«Звание лауреата правительственной премии в области качества имеет для нас огромное значение. Максимальное удовлетворение потребностей наших клиентов – ключевой приоритет деятельности ММК. В компании разработан портфель стратегических инициатив, в котором мы зафиксировали стремление стать поставщиком № 1 для самых требовательных покупателей. Сегодняшняя награда – подтверждение того, что нам удалось сделать уже многое в этом направлении», – отметил Шиляев.
«Мы видим, что бизнес уделяет всё более пристальное внимание совершенствованию своих внутренних алгоритмов и внедрению лучших практик управления качеством. Это становится неотъемлемой частью корпоративной этики и залогом чистой и честной конкуренции», – отметил Денис Мантуров.
Магнитогорский металлургический комбинат традиционно уделяет большое внимание работе в области качества. Компания является ведущим поставщиком премиальной металлопродукции для ряда отраслей экономики, в том числе для автомобильной промышленности, машиностроения и строительства. Магнитка регулярно входит в число лучших производителей листового, сортового проката и проката с покрытием в России.
Премии Правительства Российской Федерации в области качества вручаются с 1996 года на конкурсной основе. Число лауреатов ежегодно не превышает 12: шесть представляют крупные предприятия (с численностью работников свыше 1000 человек), и по три премии присуждается компаниям малого и среднего бизнеса (численность персонала – до 250 и до 1000 человек соответственно).",ММК,2023-10-23T06:45,23 октября 2023 г.
https://www.metalinfo.ru/ru/news/154306,«Горняк-95» в ДНР модернизирует шахту,"ООО «Горняк-95» (г.Донецк, Донецкая Народная Республика) реализует инвестиционный проект по модернизации шахты путем обновления оборудования, который позволит ему увеличить объемы добычи угля, – сообщает пресс-служба Правительства ДНР со ссылкой на генерального директора ППК «Фонд развития территорий» Ильшата Шагиахметова.
«Данный инвестпроект был представлен в рамках заявки компании на получение статуса участника свободной экономической зоны, которая получила одобрение ФРТ. Срок его реализации составит 5 лет, а общий объем инвестиций – примерно 430 млн руб. При этом он обеспечит работой не менее 750 человек», – цитирует пресс-служба г-на Шагиахметова.
Напомним, что ООО «Горняк-95» специализируется на добыче и обогащении коксующегося угля. Основными потребителями его продукции являются коксохимические заводы ДНР, а так же других регионов Российской Федерации.",коксующийся уголь,2023-10-23T06:14,23 октября 2023 г.
https://www.metalinfo.ru/ru/news/154325,ОМК обсудила тренды развития региональной металлоторговли со своими партнерами,"Более 100 представителей металлоторговых компаний и СМЦ встретились в рамках  конференции ""Развитие региональной металлоторговли"", которую проводит Объединенная металлургическая компания для своих партнеров.
В ходе мероприятия Роман Рыбалов, руководитель БЕ ""Стальной сектор"" ОМК рассказал о ситуации на рынках труб в этом году и сделал небольшой прогноз на ближайшее будущее. Денис Кувшинов, руководитель направления ценообразования Дирекции по маркетингу и развитию ""ОМК Маркет"", привел анализ состояния компании в текущих условиях и перспектив развития этой сбытовой сети.
В частности, было отмечено, что общая емкость регионального рынка сварных труб в продолжает рост. В 2023 г. этот рост составляет 10% (до 5,6 млн т), а в 2024 г. прогнозируется на уровне 4% (до 5,8 млн т). Драйверами позитивного тренда стали рост отложенного спроса с 2022 г., рост строительного сегмента (на 15-20%), необходимость восстановление новых территорий, рост потребления металлопродукции в агрокомплексе, реализация инфраструктурных проектов, рост промышленного производства, рост потребления металла со стороны ОПК и др.
Специалисты Выксунского металлургического завода поделились информацией относительно отдельных продуктов предприятия: стальных труб ТВЧ, бесшовных труб и плоского проката, особенностей их производства, контроля качества, возможностей приобретения.
Руководители металлоторговых компаний оценили тенденции региональных рынков труб. Так, общие тренды трубного рынка РФ описал Алексей Ермаков, директор по развитию и маркетингу Корпорации ""А ГРУПП"". Рынок Санкт-Петербурга представил Дмитрий Осипчук, исполнительный директор ""ПромИК ПВГ"", УрФО - Глеб Халдин, заместитель директора департамента снабжения СПК, Удмуртской республики - Олег Москвин, начальник отдела поставок труб и листа Ижторгметалл, Центрального Черноземья - Лев Полянский, генеральный директор ГК ПРОТЭК. Андрей Круглов, генеральный директор ""Ариэль Металл"", рассказал о развити трубного направления в компании. При этом он анонсировал, что ""Ариэль Металл"" меняет свое название на ""Новосталь-Маркет"". Максим Мурашко, коммерческий директор МК Промстройметалл представил анализ биржевого рынка стальных труб в Республике Беларусь.",ОМК;Региональная металлоторговля России;стальные трубы;АТЗ;ВМЗ,2023-10-21T13:07,21 октября 2023 г.
https://www.metalinfo.ru/ru/news/154309,Президиум РАН наградил ученых-металлургов,"Представители ЦНИИчермет им. И.П. Бардина приняли участие в очередном заседании Президиума РАН. Мероприятие открылось награждением ученых, внесших весомый вклад в развитие российской науки.
Президент РАН, академик РАН  Геннадий Яковлевич Красников вручил д.т.н., директору Научного центра качественных сталей ЦНИИчермет им. И.П. Бардина Георгию Анатольевичу Филиппову диплом РАН о присуждении Президиумом РАН премии им. И.П. Бардина – за «комплекс работ по созданию и освоению инновационных материалов и ресурсосберегающих технологий, обеспечивающих повышение эксплуатационного ресурса железнодорожного транспорта». Были отмечены успешные работ по двум основным наиболее металлоёмким направлениям — по рельсам и колёсам. Объём их ежегодного потребления в стране – миллионы тонн.
После награждения заседание продолжили выступления ученых в том числе по проблематике климата в Азовском бассейне, динамике природной среды Азовского моря и палеоэкологии Приазовья.",ЦНИИчермет им. И.П. Бардина;награды;РАН,2023-10-20T16:08,20 октября 2023 г.
https://www.metalinfo.ru/ru/news/154302,На ЧТПЗ запустили комплекс очистки стоков,"На Челябинском трубопрокатном заводе (ЧТПЗ), входящем в ТМК, запустили современный комплекс по очистке промышленно-ливневых стоков AQA Баланс, который позволит создать единую системуоборотного цикла чистой воды на предприятии и повысить экологическую эффективность завода. Максимальная производительность нового объекта – 237 600 кубометров воды в месяц.
В торжественной церемонии запуска приняли участие председатель комитета Государственной Думы по экологии, природным ресурсам и охране окружающей среды Дмитрий Кобылкин, губернатор Челябинской области Алексей Текслер, генеральный директор ТМК Сергей Чикалов и управляющий директор ЧТПЗ Евгений Губанов. Инвестиции в проект составили 1,8 млрд рублей. Технология нового комплексапредполагает многоуровневую систему очистки стоков, образующихся в процессе трубопрокатного производства, а также ливневых стоков, которые появляются в результате естественного выпадения осадков и паводков. AQA Баланс будет очищать воду от нефтепродуктов, взвешенных и органических веществ, металлов и солей.
После очищения в новом комплексе вода будет возвращаться в оборотный цикл производства ЧТПЗ, а излишки, доведенные до нормативов водоёмов рыбохозяйственного значения 1-й категории, что в разы выше требований к питьевой воде, будут отводиться в озеро Шелюгино.",ЧТПЗ;Экология;водные ресурсы,2023-10-20T15:37,20 октября 2023 г.
https://www.metalinfo.ru/ru/news/154304,ГК РУСПОЛИМЕТ готова обеспечить потребности высокотехнологичного машиностроения России,"Результаты модернизации группы компаний РУСПОЛИМЕТ: создан один из лучших в Европе центр специальной металлургии, соответствующий мировым требованиям и стандартам; для ковки сложнодеформируемых материалов возведено новое кузнечно-прессовое производство на базе двух прессов свободной ковки и радиально-ковочной машины; построены две кольцепрокатные линии; создан участок металлообработки и высокоточной механической обработки. Обновлена инженерная инфраструктура. Построены производства титановых слитков (ООО ""Завод вакуумной металлургии""), порошковой металлургии (ООО ""Гранком"") - стартапы, которые сформировались как самостоятельные предприятия, демонстрирующие высокие темпы роста. Глава совета директоров группы компаний РУСПОЛИМЕТ, заслуженный металлург РФ Виктор Клочай,рассказал ""Российской газете""о том, чего больше в его работе - опыта или интуиции, что он вкладывает в понятие технологического суверенитета.
- За последние годы группа компаний РУСПОЛИМЕТ прошла огромный путь, связанный с модернизацией производственной и технологической базы. Создан фундамент, который способен выдержать и проекты завтрашнего дня. Что, на ваш взгляд, стало залогом невероятной прочности такой конструкции?
- Прежде всего командная работа и хорошо продуманная инвестиционная программа. И если в стартовом периоде, в 2005 году (разработана и утверждена стратегия развития предприятия), объем производства и продаж составлял чуть больше 2 млрд рублей, то в 2023 году - уже около 30 миллиардов, а по группе компаний - все 36. Результатом модернизации стал рост всех технико-экономических и финансово-экономических показателей АО ""РУСПОЛИМЕТ"": с 2008 г. по 2022 г. объемы продаж выросли в 5 раз, производительность труда - в 4 раза, средняя заработная плата - в 5 раз, сумма налогов, уплаченных в федеральный и областной бюджеты, внебюджетные фонды, - более чем в 4 раза.
Без ложной скромности скажу, что в России не много примеров такой динамики роста в сложных макроэномических условиях. Причем весь рост произошел за счет создания новых мощностей, технологий и продуктов. В старых корпусах был построен совершенно уникальный новый завод полного технологического цикла, выпускающий востребованную, в том числе с точки зрения импортозамещения, продукцию.
Мы многое делали первыми и впервые. Одним из ключевых инвестиционных проектов стало первое в России промышленное производство металлических порошков и гранул для изготовления изделий методом горячего изостатического прессования (ГИП) и аддитивных (3D) технологий, а также проектирование и изготовление оборудования для изостатического прессования (газостатов), изделий из порошка с уникально высокими физическими свойствами, снижением в разы коэффициента расхода материалов, сроков изготовления, трудоемкости по сравнению с традиционными методами производства металлоизделий. Реализация данного проекта позволила заместить импорт инструментальной порошковой заготовки, а также порошка для 3D-технологий в отечественном машиностроении. Производство в России широкого спектра газостатов и металлических порошков и гранул производительностью более 3000 тонн в год создает условия для формирования нового технологического уклада в ответственном машиностроении.
Объем инвестиций превысил 18 миллиардов рублей, и для нас это большая цифра. Мы не выплачивали дивиденды с 2006 по 2022 год, но активно вкладывались в создание новых мощностей и технологий, инжиниринг, поддержку стартапов.
На сегодняшний день то, что создано, - востребовано, оказалось своевременным, способствует формированию технологического суверенитета государства. Сейчас загрузка производственных мощностей сверхнормативная, и предприятие предпринимает все меры для того, чтобы выполнить все заказы в установленные сроки. Что очень непросто.
- Следующий инвестиционный пакет предполагает вложения в размере 12 миллиардов рублей. На что их потратите, в каком направлении будет идти работа?
- Главная задача - обеспечить выпуск необходимого сортамента и количества качественных изделий под потребности наших традиционных заказчиков: Объединенной двигателестроительной корпорации, госкорпорации ""Росатом"" и других. Одно из направлений - увеличение размера слитка до 30 тонн, а для этого нам потребуется еще один пресс со всей инфраструктурой. Запланирован также ввод пяти дополнительных печей по производству жаропрочных сталей и сплавов. Планируем установить новый комплекс для проведения термообработки, токарные и фрезерные обрабатывающие центры. Модернизируем электрометаллургическое производство и не только. Впереди масштабирование спецметаллургии, кузнечного, прокатного и порошкового производств, включая строительство газостатов. Будем прирастать объемами, мощностями и технологиями.
Читать интервью полностью.
Весь спектр продукцииГК РУСПОЛИМЕТбудет представлен на 29-й Международной промышленной выставке «Металл-Экспо’2023», которая пройдет в ЦВК «Экспоцентр» (стенд 21A07).",Потребители - машиностроение;Русполимет;интервью;инжиниринг;спецстали;импортозамещение;порошковая металлургия;3d-печать;Гранком;кузнечно-прессовый комплекс,2023-10-20T15:08,20 октября 2023 г.
https://www.metalinfo.ru/ru/news/154292,"Юбилей мобильного приложения, дни без дефектов и новая выставка - видеоновости ТМК","- За что сотрудники ТМК любят Mobi2U?- Что связывает ЧТПЗ с известным тигром Жориком?- Чем займутся таганрогские металлурги, завершив год за 9 месяцев?- И почему работами дорожного мастера из «СинараПромТранс» любуется весь Полевской?
Обо всем этом — в новом выпуске корпоративных видеоновостей ТМК.
",ТМК;Тагмет;персонал;ЧТПЗ,2023-10-20T15:02,20 октября 2023 г.
https://www.metalinfo.ru/ru/news/154299,"АКРА подтвердило кредитный рейтинг ММК АА+ (Ru) со ""стабильным"" прогнозом","Магнитогорский металлургический комбинатсообщает о том, что Аналитическое Кредитное Рейтинговое Агентство (АКРА) подтвердило ММК кредитный рейтинг АА+ (RU) со «стабильным» прогнозом.
Кредитный рейтинг ММК учитывает сильную рыночную позицию и высокую оценку бизнес-профиля, которая обусловлена диверсифицированным продуктовым портфелем, а также лидерством компании в сегменте премиальной продукции, составляющей значительную долю в структуре продаж.
По итогам оценки ММК, АКРА отметило: «Высокий уровень корпоративного управления отражает последовательность реализуемой компанией стратегии по модернизации производства, повышению его экологичности в соответствии с внедряемыми принципами ESG, усилению вертикальной интеграции с точки зрения обеспеченности железорудным сырьем, повышению энергоэффективности и снижению себестоимости».
«Стабильный» прогноз агентства предполагает с высокой долей вероятности неизменность рейтинга на горизонте 12–18 месяцев.
Кредитный рейтинг был присвоен ММК агентством АКРА по национальной шкале для Российской Федерации на основе собственной методологии присвоения кредитных рейтингов нефинансовым компаниям.",ММК;Рейтинги,2023-10-20T14:34,20 октября 2023 г.
