Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/158859,Промежуточная готовность. Российский рынок сортового проката: 26 февраля — 11 марта,"Обстановка складывается так, что альтернативы повышению цен на арматуру как на первичном, так и на спотовом рынке нет. Данная тенденция идет с начала текущего года и, судя по всему, захватит не только март, но и апрель. При этом наличие спроса и его реальные объемы имеют к этому процессу только косвенное отношение. Основным источником роста является увеличение затрат по всей производственно-сбытовой цепочке.
Металлургические компании наблюдают подорожание металлолома и растущие логистические издержки. Для дистрибьюторов достаточно весомым фактором являются подорожавшие кредиты. Поэтому для них жизненно важно не только вернуть спотовые котировки на один уровень с первичным рынком, но и добиться положительной маржи в пределах, как минимум, 1,5-2,5 тыс. руб. за т. Это означает, что стоимость арматуры ближе к лету будет стремиться к отметке 70 тыс. руб. за т с НДС. Однако вопрос, как посмотрят на это Минпромторг и ФАС?
С полным текстом обзора Вы можете ознакомиться поссылке.
Приглашаем всех принять участие в новыхвыставкахиконференциях, которые состоятся в 2024 г.!Москва 14 и 15 марта примет конференцию ""Оцинкованный и окрашенный прокат: тенденции производства и потребления"". А на конференцию ""Рынок металлов Центральной Азии и Закавказья"" мы приглашаем 18-19 апреля в Баку.",Цены;арматура;Российский рынок металлов;сортовой прокат;Прогнозы,2024-03-12T12:15,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158853,Потребление нержавеющей стали в России выросло на 27%,"Согласно экспертной оценке ассоциации «Спецсталь», в 2023 году, по сравнению с 2022 годом, объем видимого потребления основных видовпродукции из нержавеющей сталив России увеличился на 27,3% и составил 661,9 тыс. тонн.
По сравнению с 2021 годом объем видимого потребления увеличился на 11,7%.
В 2023 году объем видимого потребления плоского х/к проката увеличился на 32,7%, плоского г/к проката – на 7,3%, сортового проката – на 39,1%, сварных труб – на 3,5%, бесшовных труб – на 71,5% и проволоки – на 62,6%.
Объем видимого потребления первичной заготовки снизился на 27,0%.
В 2023 году доля иностранной продукции (с учетом реэкспорта) в общем объеме видимого потребления нержавеющей стали составила 73,4%, а отечественной продукции – 26,6% (в 2022 – 71,3% и 28,7% соответственно).
Объем видимого потребления иностранной продукции увеличился на 31,0% и составил 485,9 тыс. тонн, а российской продукции – на 18,0% до 176,0 тыс.тонн.
Наиболее зависимыми от иностранной продукции (более 50%) секторами потребления нержавеющей стали в России являлись: плоский холоднокатаный прокат, где доля импортной продукции составила 96,2% (в 2022 – 99,3%), плоский г/к прокат – 78,7% (78,6%), бесшовные трубы – 76,8% (59,6%) и проволока – 75,8% (79,8%).Доля импорта в потреблении сварных труб составила 38,2% (35,0%), сортового проката – 27,0% (23,1%) и первичной заготовки – 13,8% (11,4%).
При этом нужно отметить, что часть российской продукции изготавливается из иностранной заготовки. К таким видам продукции относятся: проволока, сварные и бесшовные трубы, плоский г/к прокат. Если учесть этот передел, то доля иностранной продукции в видимом объеме потребления в 2023 году увеличилась до 79,4% (в 2022 – 78 ,7%).
",Нержавеющая сталь;потребление;производство,2024-03-12T12:01,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158851,"КСГОК сократил выпуск железорудного концентрата на 6,5%","Кимкано-Сутарский ГОК (КСГОК, ЕАО, входит в Петропавловск-Черная Металлургия) сократил производство железорудного концентрата  за IV квартал 2023 г. на 6,5%, до 578,7 тыс. т, в годовом сопоставлении. Причиной сокращения стали проблемы с качеством руды, а также неудовлетворительная работа подрядчика на фоне низкой готовности оборудования.
Объем продаж в годовом сопоставлении сократился на 8,3%, до 587,4 тыс. тонн. Компания отмечает, что продажи были низкими в связи с производственными проблемами.
Вместе с тем средняя годовая загрузка Кимкано-Сутарского рудника сохранилась на уровне 78% несмотря на сохраняющиеся проблемы с качеством руды и работой подрядчиков. В результате объемы производства в 2023 году составили 2,467 млн тонн (-4%), а объемы продаж — 2,529 млн тонн (-1,5%).
Остаток денежных средств увеличился до $52,8 млн в сравнении с $47,8 млн на 30 сентября 2023 года. Чистый долг сократился до $14,9 млн против $22,6 млн. Этому поспособствовал рост положительного чистого притока денежных средств на сумму $15,2 млн.",Кимкано-Сутарский ГОК;железная руда,2024-03-12T11:33,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158849,В ДНР приступили к оценке возможности восстановления Авдеевского коксохимического завода,"Специалисты приступили к оценке возможности восстановления Авдеевского коксохимического завода. Об этом в эфире телеканала ""Россия-24"" заявил глава Донецкой Народной Республики (ДНР) Денис Пушилин.
""Мы ждем оценку специалистов, которые уже проводят свою работу, несмотря на то, что еще есть ряд опасностей и на самом заводе, и в самой Авдеевке"", - сказал Пушилин.
Он добавил, что Авдеевский коксохимический завод был градообразующим предприятием и являлся единственным местом работы для местного населения.
Ранее Пушилин в своем Telegram-канале сообщил о визите в Авдеевку первого заместителя руководителя администрации президента РФ Сергея Кириенко. Вместе они осмотрели Авдевский коксохимический завод и пообщались с местным населением.",Авдеевский коксохимический завод;Новые территории;восстановительные работы,2024-03-12T10:52,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158847,"Перевозки чёрных металлов в контейнерах снизились на 17,1% в январе-феврале","В январе-феврале 2024 года по сети железных дорог РФ во всех видах сообщения было перевезено 1 млн. 248 тыс. груженых и порожних контейнеров ДФЭ (TEU). Рост показателей в годовом соотношении — 11,1%, сообщает пресс-служба РЖД.
«В том числе, во внутреннем сообщении отправлено 504,1 тыс. ДФЭ (+18,2%). Количество груженых контейнеров, отправленных во всех видах сообщения, выросло на 8,4%, до 895,1 тыс. ДФЭ (перевезено 12,9 млн тонн грузов, +9,3%), в том числе, метизов — 70,9 тыс. (+7,2% к уровню января-февраля 2023 года), чёрных металлов — 35,7 тыс. (-17,1%), цветных металлов — 20,5 тыс. (+3,7%).
Для освоения дополнительного объёма перевозок в условиях дефицита пропускных способностей Восточного полигона продолжается системная работа по вождению объединённых контейнерных поездов. В восточном направлении с начала года проследовало более 500 таких составов.
",РЖД;контейнерные перевозки;перевозки металлургических грузов,2024-03-12T10:25,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158831,Северсталь в четыре раза увеличила продажи полимерного проката для производства сэндвич-панелей,"Северсталь за 2023 год увеличила в четыре раза продажи проката Coversafe Classic относительно 2022 года – до 8,5 тысяч тонн.
Coversafe Classic – это металлопрокат с полимерным покрытием, специально разработанный компанией «Северсталь» для производства сэндвич-панелей.
«Увеличение объемов продаж по итогам 2023 года связано с ростом востребованности нашей продукции на отечественном рынке, расширением географии поставок и портфеля переработчиков данного металла. Сегодня среди потребителей брендового проката Coversafe Classic – крупные производители сэндвич-панелей Центра, Северо-Запада России, регионов Юга и Поволжья. Отмечу, что мы успешно решили вопросы импортозамещения лакокрасочных материалов (ЛКМ), и в полной мере обеспечиваем качественные характеристики сталей с покрытием. Кроме того, мы расширили количество проводимых испытаний, ввели повышенные требования к плоскостности и серповидности – двух критичных параметров для металла, используемого в производстве сэндвич-панелей», – прокомментировал генеральный директор компании «Северсталь» Александр Шевелёв.
Coversafe Classic подходит для возведения коммерческих и административных зданий, спортивных сооружений, складских помещений и социальных объектов. Продукт соответствует требованиям по 1 классу панелей по ГОСТ 32603-2021 и обладает гарантией отсутствия сквозной коррозии до 30 лет и сохранения декоративных свойств до 12 лет. Применение проката Coversafe Classic обеспечивает устойчивость и надежную коррозионную защиту стального проката в готовом изделии.
Иван Райгин, руководитель направления продаж Rooftop и Coversafe выступит с темой «Рынок покрытий РФ. Развитие продуктового портфеля. Партнерские сервисы компании “Северсталь”»на конференции по сталям с покрытиями, которая состоится 14 марта.",Северсталь;сэндвич-панели;прокат с полимерным покрытием;стали с полимерным покрытием;оцинкованный и окрашенный прокат,2024-03-12T10:03,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158821,Уральская сталь представила продукцию для освоения Арктики (видео),"Представители УК «Уральская Сталь» и новотроицкого комбината стали участниками IX Международной научно-практической конференции «Дальний Восток и Арктика: устойчивое развитие» в Москве.Начальник управления стратегии УК Евгений Шубин и начальник отдела УНВП Дмитрий Нижельский выступили с докладами на круглом столе «АО «Уральская Сталь» для инфраструктурного строительства в условиях Дальнего Востока и Арктики».Компания представила свои уникальные марки стали, способные выдерживать сложные арктические условия.
""Уральская Сталь – является лидером по производству высококачественного проката для автомобильных и железнодорожных мостов в России. Совместно с АО «ЦНИИТС» разработан первый в России проект постоянных сборно-разборных универсальных блок-мостов из атмосферостойкой стали марки 14ХГНДЦ. Отдельно стоит отметить, что наша компания продолжает активную работу по производству биметаллического проката. В тесном сотрудничестве с Загорским трубным заводом разрабатывается технология производства биметаллических труб из проката комбината"", – рассказал Дмитрий Нижельский.
В прошедшем году на комбинате была освоена технология производства высокопрочного проката из стали марки WeldUS 690 для машиностроения с пределом текучести не менее 690 МПа и гарантированной ударной вязкостью до -70 °С. Потребили уже успели оценить качество новой стали.
Предприятие производит штрипсовый прокат для электросварных труб.
Освоен и массово производится прокат повышенной прочности, прокат для строительных конструкций, прокат для котлов и сосудов, работающих под давлением.
Компания отмечена дипломом за технологический прорыв премии ""За развитие Дальнего Востока и Арктики"".",Уральская сталь;атмосферостойкие стали,2024-03-12T09:03,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158840,Отгрузки стальных труб ЗТЗ в феврале выросли,"В феврале 2024 года отгрузка труб большого диаметра Загорским трубным заводом (ЗТЗ) составила 14,9 тыс. тонн, следует из данных железнодорожной статистики.
По сравнению с предыдущим месяцем объемы выросли на 37%. В годовом исчислении объёмы отгрузки стальных труб упали на 14%.
В целом за период с января по февраль 2024 года объемы отгрузок достигли 25,8 тыс. тонн, что на 45% ниже уровня прошлого года.
По итогам двух месяцев 2024 года на газотранспортные подразделения Газпрома приходится 56% отгрузок. При этом на экспорт за этот период было отправлено 0,8 тыс. тонн.",ЗТЗ;стальные трубы;ТБД,2024-03-12T08:27,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158798,В феврале цены на российский стальной квадрат постепенно снижались,"В феврале цены на стальной квадрат от российских поставщиков из черноморского региона выросли на 9 $/т, до 523 $/т FOB, однако, в течение месяца наблюдалось постепенное снижение уровня предложения. Ослабление спроса на российский стальной квадрат в Турции было связано с ухудшением как фундаментальных характеристик рынка, так и влиянием сезонных и политических факторов. Стоит отметить, что ожидание введения 13 пакета санкций в отношении России негативно отразилось на рынке Турции, заметно усложнив проведение взаиморасчетов у поставщиков. Турецкие производители проводили рестокинг полуфабрикатов за счет экспортеров из Алжира, а с Россией заключались только малотоннажные контракты. Спрос в строительном секторе сдерживался сезонностью и возрастающей неопределенностью в связи с приближением выборов и начала Рамадана. В Египте спрос на российский стальной квадрат снизился из-за сложностей проведения валютных платежей.
В первой половине февраля предложения квадрата в Турции отмечались из Алжира по 560-565 $/т CFR и Украины с аналогичным уровнем котировок. Предложения из Малайзии и Индонезии отсутствовали. Индикатив составлял 560-565 $/т CFR. Предложения квадрата из России и Донбасса были ограниченными, рабочая котировка снизилась до 510 $/т FOB. Для рынка Египта, трейдеры, предлагающие российский квадрат, снизили предложение с 565-575 $/т CFR, до 560 $/т CFR. При этом максимальный уровень спроса соответствовал 550-555 $/т CFR.
Во второй половине месяца турецкие покупатели квадрата оставались неактивными, предложение квадрата из региона Черного моря также снизилось, а предложения из Азии не были рабочими для Турции. Ослабление рынка лома также способствовало снижению спроса на квадрат. Индикативная цена на квадрат из Азии составляла 560-565 $/т CFR Турция. Квадрат из стран Персидского залива предлагался в Турции был по 530-540 $/т FOB, учитывая фрахт в размере 35-38 $/т, цена не являлась рабочей для Турции.
Предложения квадрата из Черного моря оценивались по 540-545 $/т CFR, с возможным дисконтом до 535 $/т CFR Турция. Для Египта предложения российского квадрата остались в диапазоне 550-555 $/т CFR. На последней неделе февраля цена на российский стальной квадрат осталась на уровне 513,5 $/т FOB Черное море, приводит данные компания Транслом.",Цены;Экспорт;заготовка;Экспор металлопродукции,2024-03-12T08:08,12 марта 2024 г.
https://www.metalinfo.ru/ru/news/158839,В Ковдорский ГОК вложат 100 млрд руб.,"Ковдорский горно-обогатительный комбинат (Ковдорский ГОК, входит в ""Еврохим"") получит 100 млрд рублей инвестиций в течение ближайших 10 лет, сообщает портал ""Деловой Петербург"".
Соответствующий инвестиционный контракт подписали в среду, 10 августа, губернатор Мурманской области Андрей Чибис и председатель совета директоров компании ""Еврохим"" Игорь Нечаев.
""Без этих инвестиций работа комбината завершилась бы в 2027 году. Теперь активность градообразующего предприятия продлится ещё минимум 25 лет, до 2047 года"", — отметил Андрей Чибис в своём telegram-канале.По словам Игоря Нечаева, средства позволят расширить производственную базу Ковдорского ГОКа, расширить площадку, внедрить новые технологии, поднять производительность труда, а также увеличить объёмы производства и отгрузки продукции. Предполагается создание новых рабочих мест.
Дополнительные налоговые поступления в региональный бюджет уже подсчитаны: по словам мурманского губернатора, за 10 лет бюджет региона получит дополнительно около 23 млрд рублей.",Ковдорский ГОК;Мурманская область;Еврохим,2024-03-12T07:28,12 марта 2024 г.
