Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/158551,ЧерМК нарастил выработку собственной электроэнергии,"Череповецкий металлургический комбинат (ЧерМК) в 2023 году нарастил выработку собственной электроэнергии относительно 2022 года и вышел на рекордный показатель суточной выработки.
По словам генерального директора компании «Северсталь» Александра Шевелёва, за отчетный год при общем потреблении электроэнергии комбинатом более 6,1 млрд кВтч доля собственной электроэнергии предприятия составила 77,8%, что превышает показатели предыдущего года на 0,4 %. Экономический эффект от дополнительной генерации электроэнергии составил 412,7 млн рублей. Увеличения собственной выработки электроэнергии удалось достичь за счет ввода в работу в 2023 г. газовой утилизационной бескомпрессорной турбины № 16 (ГУБТ-16) и увеличения времени работы турбогенераторов ТЭЦ-ЭВС-2. Это также позволило предприятию получить новый рекордный показатель по суточной выработке электроэнергии 14666,210 тыс. кВтч.
«Стратегия компании в области энергоэффективности обеспечивает рост собственной выработки за счет утилизации вторичных энергоресурсов - отработанных металлургических газов, что является важнейшим аспектом для экологии, поскольку при этом мы минимизируем покупку природного газа. Полезная утилизация вторичных энергетических ресурсов и повышение собственной выработки электроэнергии является частью стратегии декарбонизации компании. В 2023 году валовые выбросы парниковых газов снизились на 4% по сравнению с предыдущим годом до 25,9 млн т СО2, а удельные выбросы парниковых газов снизились на 3% до 2,15 т СО2/т стали», – отметил Александр Шевелёв.
В отчетном году отмечен рост выхода доменного газа до 1554 пр. м3/т (2022 г – 1466 пр. м3/т) с тонны произведенного чугуна. Это позволило электростанциям ЧерМК, работающим на сжигании смеси газообразного топлива, увеличить долю сжигания вторичного энергоресурса, получаемого от металлургического производства на 0,9 % относительно прошлого года, тем самым повысить его в общей структуре до 85,7%. Благодаря росту данных показателей на электростанциях получен экономический эффект по структуре и нормам сжигаемого топлива на сумму 24,6 млн руб. Эффект от утилизации металлургических газов достигнут за счет проведенных ремонтных и организационных мероприятий, таких как модернизация горелочных устройств и качественно проведенные капитальные ремонты котлоагрегатов, а также наладка режимов горения, оперативная работа по контролю потребления.",ЧерМК;Северсталь;Электроэнергия,2024-03-01T12:51,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158552,Виктор Рашников проведет заседание СПП Челябинской области,"Президент Союза промышленников и предпринимателей Челябинской области, председатель совета директоров ПАО «Магнитогорский металлургический комбинат» Виктор Рашников проведет в пятницу, 1 марта объединенное заседание правления Челябинской региональной общественной организации и объединения работодателей «Союз промышленников и предпринимателей».
Мероприятие будет проходить на базе санатория «Юбилейный» ПАО «ММК». В его работе, помимо членов СПП – ведущих южноуральских предпринимателей, примут участие губернатор Челябинской области Алексей Текслер, депутаты Государственной Думы и Совета Федерации Федерального собрания, представители социально-экономического блока регионального правительства, депутаты Законодательного Собрания Челябинской области, представители других предпринимательских объединений.
Виктор Рашников выступит с докладом, в котором будут подведены итоги работы СПП Челябинской области за 2023 год и обозначены задачи на 2024 год. Большой блок вопросов в повестке заседания будет посвящен кибербезопасности. Президент ГК InfoWatch, председатель правления Ассоциации разработчиков программных продуктов «Отечественный софт» Наталья Касперская выступит с докладом «Информационная безопасность в новых условиях». Генеральный директор компании «Ашманов и партнеры», член СПЧ при Президенте РФ Игорь Ашманов расскажет о «цифровой гигиене» промышленных компаний.
Также в ходе заседания будут подведены итоги стратегической сессии «Модели управления учебно-научным корпусом Межуниверситетского кампуса мирового уровня в Челябинской области» и приняты новые члены в состав СПП.
Союз промышленников и предпринимателей Челябинской области — организация, объединяющая представителей базовых отраслей экономики - металлургии, машиностроения, ТЭКа, агропромышленного комплекса и пищевой промышленности, стройиндустрии, финансового сектора, сферы услуг, науки и образования, малого и среднего предпринимательства. За годы своей деятельности Союз стал востребованной площадкой для обмена мнениями, выработки согласованных позиций и выстраивания эффективного диалога между бизнесом, законодательной и исполнительной ветвями власти. По традиции региональное предпринимательское объединение возглавляет руководитель крупнейшего предприятия Южного Урала. Вот уже более 25 лет этот пост занимает председатель совета директоров ПАО «ММК», член бюро правления РСПП Виктор Рашников.",СПП;Челябинская область;ММК,2024-03-01T12:30,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158554,Чистая прибыль Распадской по МСФО в 2023 г. снизилась до $440 млн,"Чистая прибыль угольной компании ""Распадская"" по международным стандартам финансовой отчетности (МСФО) снизилась в 2023 году по сравнению с показателем 2022 года на 43,7%, до $440 млн. Об этом говорится в материалах компании.
Выручка ""Распадской"" за отчетный период снизилась на 22,5% - до $2,2 млрд против $2,84 млрд годом ранее на фоне значительного падения мировых цен на коксующийся уголь, уточнили в компании. Операционная прибыль сократилась почти в 2 раза, до $519 млн против $1 млрд годом ранее. Показатель EBITDA снизился на 47%, до $689 млн по сравнению с $1,3 млрд в 2022 году. Основное влияние на падение показателя в отчетном периоде оказало снижение цен реализации угольной продукции, добавили в ""Распадской"".
Чистый денежный поток от операционной деятельности за вычетом капитальных вложений составил $57 млн против $684 млн в 2022 году. Денежная себестоимость тонны концентрата снизилась до $60 против $66 в 2022 году на фоне снижения курса рубля, а также усилий менеджмента компании по сокращению издержек.
Операционные показателиПо итогам 2023 года объем добычи рядового угля всех марок компанией снизился до 18,9 млн тонн против 21,5 млн тонн в 2022 году (-12%) в годовом выражении. Объем продаж сохранился практически на уровне прошлого года и составил 14,5 млн тонн угольной продукции против 14,2 млн тонн в 2022 году.
""В 2023 году проблемы с добычей рядового угля на некоторых наших предприятиях, а также заметно снизившиеся цены реализации продукции негативно повлияли на финансовый результат"", - приводится в сообщении компании комментарий менеджмента ""Распадской"".
Менеджмент компании отметил, что 2023 год стал для ""Распадской"" непростым, ""богатым на вызовы, поиски новых решений и путей развития"", при этом, благодаря усилиям коллектива компания показала небывалую устойчивость. ""Между тем тревожные тенденции и вызовы в экономике по-прежнему продолжают оказывать на нас давление.",Распадская;коксующийся уголь,2024-03-01T12:02,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158541,"Прокатчики Северстали из Череповца, Санкт-Петербурга и Шексны провели стратегическую сессию (видео)","Сегодня в производствах плоского, трубного, сортового и трубопрофильного проката трудятся более семи тысяч человек.
Именно они во многом определяют, какой компания «Северсталь» будет в глазах клиента.
Смотрите видеосюжет о работе прокатчиков.
",Северсталь;прокатное производство,2024-03-01T11:30,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158547,Тихвинский ферросплавный завод уходит в простой,"Из-за последствий нового пакета европейских санкций Тихвинский ферросплавный завод (ТФЗ) с 1 марта переходит в режим простоя, о чем пишет издание 47news. Предприятие принадлежит турецкой группе Yildirim, и до 95% выпускаемой им продукции раньше уходило на экспорт.
Сокращать персонал пока не планируют, сотрудникам будут платить две трети от среднего оклада. За неординарной ситуацией вокруг ТФЗ наблюдают в комитете Ленобласти по труду и занятости.
""В течение года предприятие работало на склад, работали две печи из четырех"", - рассказал глава Тихвинского района Александр Лазаревич.
В декабре прошлого года Евросоюз утвердил новые ограничения на поставку сырья для производства стали из России. Что касается внутреннего рынка, то на нем предложение ферросплавов значительно опережает уровень спроса.",Тихвинский ферросплавный завод;Ферросплавы,2024-03-01T10:06,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158540,В цехе металлоконструкций ОЭМК появилась лазерная установка (видео),"Рентабельность металлургического производства зависит не только от эффективной работы основного оборудования, но и от своевременного обслуживания агрегатов. В цехе металлоконструкций ОЭМК в прошлом декабре появилась лазерная установка, которая уже в первые месяцы эксплуатации позволила значительно увеличить точность изготовления заготовок, скорость производства запасных частей и снизила их себестоимость за счет отказа от дополнительной механической обработки.
Подробности смотрите в видеосюжете.
",ОЭМК,2024-03-01T09:45,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158546,Экспорт стальной заготовки из РФ снизился на 12% в 2023 г.,"Экспорт стальной квадратной заготовки из России в 2023 г. снизился на 12% до 5 млн т, подсчитало отраслевое агентство Metals & Mining Intelligence (MMI) для «Ведомостей».
Квадратная заготовка используется для производства строительной арматуры и другой металлопродукции. По словам директора по развитию MMI Ильи Коломееца, основными экспортными направлениями для России остаются Азия и страны MENA (государства Ближнего Востока и Северной Африки). На снижение экспорта прежде всего повлияло удорожание логистики до азиатских потребителей и снижение деловой активности основного импортера – КНР, поясняет собеседник.
Азия стала одним из основных рынков сбыта для российских предприятий черной металлургии после начала СВО на Украине. В марте 2022 г. Евросоюз (ЕС) в рамках четвертого санкционного пакета запретил импорт стального проката из России, а также арматуры, сварных и бесшовных труб. Для российских металлургических полуфабрикатов в ЕС действует режим квот.
Для внутреннего рынка российские металлурги почти не выпускают стальную заготовку, предпочитая ей более маржинальную арматуру, поясняет Коломеец.
В прошлом году доходность поставок арматуры на внутренний рынок была на несколько тысяч рублей на тонну больше, чем экспорт квадратной заготовки, уточнили в MMI. В частности, внутренние цены на арматуру марки A500C на базисе CPT (с оплатой перевозки) в 2023 г. находились в среднем диапазоне от 55 000 до 60 000 руб./т. По состоянию на 29 февраля 2024 г. цена арматуры выросла на 8% в годовом выражении до 65 000 руб./т, следует из данных MMI.",Россия;квадратная заготовка;Экспорт,2024-03-01T09:07,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158535,Центр металлургической промышленности Северстали поделился опытом в сфере промышленного туризма,"Промышленный тур «Северстали» был представлен на VI Национальной научно-практической конференции  «Экскурсионная деятельность и туризм: теория и практика» в г. Пскове. Событие было приурочено ко Всемирному дню экскурсовода и привлекло более 100 участников из 20 городов России и Республики Беларусь, которые в рамках конференции работали на 10 тематических площадках.«Наш Центр обладает большим опытом, наработками и знаниями о реализации эффективных практик. Промышленные туры пользуются большим спросом у жителей и гостей города – свыше 4,5 тысячи человек уже стали их участниками, – отметила директор Центра металлургической промышленности Надежда Белова. – В рамках конференции нам удалось пообщаться с экспертами в области профессионального ведения туристской деятельности на тему «Роль корпоративных музеев в развитии туризма».  Думаю, они рассмотрят наш Центр в качестве объекта для посещения туристами. Уверена, это будет им интересно, ведь наш Центр значительно обогащает туристическую программу Вологодской области, принимающую более двух миллионов туристов ежегодно».В рамках конференции были рассмотрены перспективные направления экскурсионной деятельности, трансграничность в региональном туризме, значение историко-культурных объектов, туристско-экскурсионное обслуживание и продвижение бренда, популяризация детского и семейного туризма, развитие агротуризма, новые программы и практики.Справочно: Музей металлургической промышленности – это первый на Северо-Западе информационно-образовательный комплекс, посвященный истории и современности металлургической отрасли – от истоков зарождения кустарного железного промысла до создания современных промышленных гигантов, каким является Череповецкий металлургический комбинат (входит в дивизион «Северсталь Российская сталь»), одно из крупнейших предприятий России.",Северсталь;промышленный туризм,2024-03-01T08:15,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158536,Лучших токарей выбрали на ПНТЗ (видео),"Сотрудники Первоуральского новотрубного завода приняли участие в конкурсе профмастерства. Соревнования проводились в двух компетенциях: «токарь» и «токарь станков с числовым программным управлением». Победители представят предприятие на корпоративном чемпионате «Игры мастеров», где будут состязаться с коллегами других производственных площадок Трубной Металлургической Компании.
Подробности смотрите в видеосюжете.",ТМК;ПНТЗ,2024-03-01T07:32,01 марта 2024 г.
https://www.metalinfo.ru/ru/news/158529,МЗ Балаково регулярно проводит профориентационные мероприятия для будущих металлургов,"На предприятии холдинга «Новосталь-М» МЗ Балаково для будущих металлургов регулярно проходят профориентационные мероприятия.
В рамках последней встречи студенты второго курса Балаковского политехнического техникума, обучающиеся по специальности «обработка металлов давлением», посетили сортопрокатный цех. Там им подробно рассказали о производственных процессах, нюансах и перспективах работы на заводе.
? Холдинг вовлекает молодёжь в профессию и даёт возможность увидеть, как теоретические знания применяются на практике профессионалами. Такие экскурсии оптимизируют образовательный процесс и дают студентам мотивацию стать высококвалифицированными специалистами, а в перспективе — работать на предприятии.",МЗ Балаково;Новосталь-М;подготовка кадров,2024-03-01T06:27,01 марта 2024 г.
