Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/160587,Безопасность - превыше всего,"«Наша первостепенная задача – создание такой культуры безопасности, которая позволит минимизировать возникновение негативных событий в будущем, а его мы в холдинге видим без происшествий и травм», — отмечает Артем Горбунов, директор по промышленной безопасности и охране труда УК «ПМХ».
Как сегодня в холдинге выстраивается система управления производственной безопасностью, читайте в интервью Артема Горбунова.
- Артём Юрьевич, дирекция по ПБ и ОТ была создана в ПМХ более трёх лет назад. Что удалось сделать за этот период?
– Считаю, что совместными усилиями руководителей и специалистов предприятий нам удается решать актуальные задачи. Устойчивое совершенствование процесса управления промышленной безопасностью и охраной труда на предприятиях холдинга продолжается в соответствии с программой развития, принятой в 2021 году и предусматривающей поэтапную работу по созданию условий для максимально безопасной организации труда.
Результатом стало сокращение числа выявленных нарушений в области промышленной безопасности и охраны труда, снижение уровня тяжести негативных событий и показателя LTIFR на 30% (коэффициент частоты травм с временной потерей трудоспособности).
-  Что для Вас является ядром культуры безопасности и как поднять её уровень на предприятиях?
– Основой безопасной работы являются ответственность и дисциплина каждого работника.
Культура безопасности – это комплекс ценностей, имеющихся на предприятии и включающих в себя компетенции, приверженность, поведение работников. Формирование культуры начинается с первых дней его жизни. Поэтому по желанию взять и в одночасье всё изменить не получится. Но это не значит, что работать над улучшением не нужно.
Главный показатель культуры безопасности – состояние и динамика аварийности и травматизма на предприятии. Чтобы поднять уровень культуры безопасности, нужно, чтобы каждый максимально ответственно подходил к установленным требованиям и не нарушал их даже в мелочах. Внедрение инструментов без донесения их важности до сотрудников не принесет результатов, в отрыве от реальной коммуникации это лишено практического смысла.
– Какие принципы лежат в основе выбора инструментов ПБ и ОТ?
– Руководители на всех уровнях должны грамотно подходить к распределению доверенного ресурса. Главное – это не количество вводимых инструментов, а их продуктивное функционирование. Наша основная цель – здоровье и безопасность персонала. Ресурс не безграничен и, подключая механизмы, не подтвердившие свою эффективность, можно перегрузить работников, что приведет к снижению уровня безопасности. Учитывая опыт наших работников, а также оглядываясь на результаты других горно-металлургических холдингов, мы реализуем только действенные мероприятия в направлении ПБиОТ, доказавшие свою эффективность. Фундаментом является акцент на выполнении всех нормативно-правовых и законодательных требований.
При внедрении новых инструментов важно соблюдать определенные рекомендации:
– не ломать сформированные годами подходы, предлагая взамен инструменты, не доказавшие свою эффективность;
– оценивать загруженность персонала при внедрении различных дополнительных инструментов и практик;
– развивать аналитическую деятельность, позволяющую оценить уровень и динамику культуры безопасности;
– работать над системой профилактики, направленной на выявление недостатков и нарушений, продолжать выполнение контрольных мероприятий даже при благоприятной динамике;
– не терять отдельные стратегические компетенции, отдавая их на аутсорсинг;
– выстраивать работоспособную систему привлечения к ответственности за нарушения требований безопасности.
– В мировой и российской практике есть определенная «мода» на уменьшение контроля для повышения сознательности работников. Как Вы оцениваете данную тенденцию?
– Совместно с руководителями предприятий мы работаем над постоянным повышением уровня сознательности наших работников, в том числе внедряя мотивационные проекты. От контроля за безопасным выполнением технологических процессов и операций мы отказываться не будем, потому что на кону здоровье и безопасность людей.
Например, возникают ситуации, когда молодому или неопытному сотруднику не хватает компетенций для выполнения задачи. В этом случае ему необходимо подсказать, как выполнить ту или иную операцию.
Однако бывают случаи, когда работники целенаправленно нарушают требования безопасности, тогда приходится привлекать их к ответственности. Производство – это не салон красоты, и есть определенные правила, которых необходимо придерживаться, т.к. их несоблюдение приводит к печальным последствиям, статистика неумолима.
– Какая аналитическая работа в направлении производственной безопасности проводится в холдинге?
– Основная цель аналитики заключается в том, чтобы разработать и реализовать на каждом предприятии действенные мероприятия, направленные на недопущение возникновения аналогичных нарушений и негативных событий.
Результаты по холдингу сводятся в отчёт «Анализ работы предприятий в области промышленной безопасности и охраны труда». Документ включает информацию обо всех происшествиях, причинах их возникновения, оценку предприятий по балльной системе, разработанной дирекцией по ОТ и ПБ, а также результаты профилактической деятельности предприятий и надзорных органов. В нём представлены сводные данные как по всему холдингу, так и данные в разрезе каждого предприятия.
Данный отчёт является настольной книгой по направлению безопасности для руководителей предприятий и служб промышленной безопасности и охраны труда.
– Артём Юрьевич, что представляет собой балльная система оценки предприятий в области промышленной безопасности и охраны труда?
– Балльная система оценки тяжести происшествий на предприятиях – это накопительная ежегодная оценка, которая показывает, на какое предприятие необходимо обратить наиболее пристальное внимание. Балльная оценка позволяет оценить риски и выявить направления, куда направить ресурсы, в том числе инвестиционные.
– К слову об инвестициях. Как они распределяются?
– Чтобы спланировать бюджеты предприятий, нами разработан и утвержден «Перечень типовых мероприятий по охране труда и промышленной безопасности». В соответствии с ним и планируются инвестиции. Бюджет предприятий на безопасность не смешивается с какими-либо производственными потребностями. Компания ежегодно увеличивает затраты по данному направлению. Мероприятия с учёетом производственных реалий всегда реализуются в полном объёме и не подлежат секвестрованию. Общие инвестиции в промышленную безопасность и охрану труда за прошедшие три года выросли более чем на 90 %.
– Проводятся ли на уровне холдинга мотивационные мероприятия для повышения безопасности труда?
– Основная часть несчастных случаев, исходя из статистических данных по России, происходит по вине работника и связана с несоблюдением требований безопасности и личной неосторожностью. Для повышения уровня знаний наших работников на каждом предприятии организуются различные обучающие программы, теоретические и практические тренировки, мотивационные мероприятия.
С 2023 года проводится ежегодный конкурс между всеми предприятиями, направленный на повышение вовлеченности в вопросы промышленной безопасности и охраны труда. В рамках конкурса по коллективным номинациям определяем лучшее структурное подразделение, лучшую службу ПБ и ОТ и лучшее предприятие в этой сфере.
Также проводим конкурсы по профессиям, где индивидуально оцениваются теоретические и практические знания каждого работника и его вклад в обеспечение безопасности на своем рабочем месте.
– Есть практика, когда все инструменты и решения по направлению «спускаются» из управляющей компании. У вас ситуация аналогичная?
– Мы хотим сохранить идентичность наших предприятий в части производственной культуры, компетенций специалистов. Это очень важно для стабильной работы.
Со своей стороны, с учетом имеющегося опыта дирекции ПБ и ОТ УК «ПМХ», разрабатываем унифицированные подходы по отдельным направлениям, которые помогают качественно реализовывать стоящие перед компанией задачи, а также обеспечиваем методологическую поддержку.
– Артём Юрьевич, поделитесь планами развития направления производственной безопасности.
– В текущем году в холдинге особое внимание будет уделено развитию системы информирования работников об основных требованиях в части промышленной безопасности и охраны труда. Нами разрабатываются агитационные материалы, чтобы доступно разъяснить сотрудникам, как необходимо действенно и безопасно выполнять производственные задачи и избегать аварий и травм. Эта система будет называться «Железные правила безопасности».
Чтобы эффективно эксплуатировать и контролировать техническое состояние зданий и сооружений, в холдинге планируется сформировать и внедрить единые подходы по данному направлению.
Также мы планируем установить общие требования к подрядным организациям, работающим на территории предприятий ПМХ. Подход разноплановый, начиная с установления критериев отбора подрядчиков, заканчивая контролем за производством работ и системой штрафов за несоблюдение требований безопасности.
Все обсуждаемые сегодня, реализованные и планируемые к реализации мероприятия направлены на повышение уровня производственной безопасности предприятий и воспитание настоящих производственных лидеров, для которых оптимальные условия для работы сотрудников – во главе угла. Наша первостепенная задача – создание такой культуры безопасности, которая позволит минимизировать возникновение негативных событий в будущем, а его мы в холдинге видим без происшествий и травм.",ПМХ;промышленная безопасность;интервью;Промышленно-Металлургический холдинг,2024-05-02T08:42,02 мая 2024 г.
https://www.metalinfo.ru/ru/news/160585,На Стахановском заводе ферросплавов отремонтировали градирню,"На Стахановском заводе ферросплавов (СЗФ, г.Стаханов, Луганская Народная Республика) выполнен капитальный ремонт двухсекционной градирни. В ходе работ, которые продолжались в течение 5 месяцев, была произведена замена ограждающих конструкций, диффузоров, вентиляторов, водораспределительных систем и форсунок, – сообщает пресс-служба ООО «Южный горно-металлургический комплекс» (ЮГМК).
«Градирни предназначены для охлаждения водоохладительных элементов электродуговых рудовосстановительных печей. Их своевременный ремонт и обслуживание позволяет предприятию поддерживать безопасность технологического процесса», – поясняет начальник цеха водовоздухоснабжения СЗФ Чабан Сергей.
СЗФ входит в состав ЮГМК, располагает восьмью печами, проектная мощность каждой из которых достигает 2 тыс. т продукции в месяц, и специализируется на производстве ферросиликомарганца МнС-17, а также ферросилиция ФС-65 и ФС-45.",Стахановский завод ферросплавов,2024-05-02T07:35,02 мая 2024 г.
https://www.metalinfo.ru/ru/news/160586,ТАГМЕТ оценил систему охраны труда и промышленной безопасности на предприятии,"аганрогский металлургический завод (ТАГМЕТ), входящий в Трубную Металлургическую Компанию (ТМК) принял участие в Дне безопасности труда ТМК. В рамках мероприятия руководители управляющей компании и предприятия провели аудит системы охраны труда и промышленной безопасности, а также проверили информированность работников о существующих производственных рисках и способах их минимизации.
Делегация во главе с заместителем генерального директора ТМК по маркетингу Владимиром Оборским и директором по эффективности сталеплавильного производства – главным сталеплавильщиком ТМК Антоном Лоскутовым, управляющим директором ТАГМЕТа Сергеем Биланом и главным инженером предприятия Ильей Шарафаненко посетила производственные площадки предприятия и обсудила итоги мероприятий по повышению промышленной безопасности. В состав заводской комиссии аудита вошли руководящие работники инжинирингового комплекса, организовавшие подготовительную работу в преддверии Дня безопасности труда ТМК с участием более шести тысяч сотрудников предприятия и подрядных организаций.
В этом году в ходе мероприятия особое внимание уделялось пяти направлениям: электробезопасность при эксплуатации электроустановок, защемление между предметами, деталями и машинами, электро- и газосварочные работы, ручной инструмент, а также эффективность контроля за соблюдением правил охраны труда на уровне работников, руководителей производственных участков и цехов (1-я и 2-я ступени контроля). По данной тематике в структурных подразделениях завода были изготовлены и размещены стенды, баннеры и плакаты. В свою очередь, сотрудники завода оценивали ситуацию на своих рабочих местах и на предприятии в целом с помощью чек-листов, содержащих перечень требований безопасности с учетом выделенных направлений. Всего было выявлены 883 опасных фактора, 785 из которых к моменту проведения аудита были устранены.
В день аудита специалисты технической комиссии провели обход и осмотр оборудования, зданий и сооружений, проверили наличие и содержание документации по эксплуатации оборудования, реализацию мер по устранению ранее выявленных нарушений. В план по устранению рисков внесено около 100 мероприятий.
«В ходе аудита мы отметили положительный настрой персонала на укрепление производственной безопасности. Вовлеченность, активность, стремление вкладывать силы в достижение поставленных целей в сфере охраны труда – это основной движущий фактор, который отразится и на улучшении показателей. Предприятие идет по правильному пути», – отметил Владимир Оборский.
«Эффективность наших усилий по достижению нулевого травматизма зависит, в первую очередь, от самих сотрудников. В Дне безопасности труда ТМК приняли участие все структурные подразделения завода – коллеги проявили личную заинтересованность в улучшении ситуации на рабочих местах, повышении осведомленности и выполнении правил охраны труда и промышленной безопасности. Уверен, что синергия усилий, вовлеченности самих сотрудников и мер, которые на своем уровне принимают компания и предприятие, позволит нам добиться поставленной цели», – сказал Сергей Билан.
День безопасности труда ТМК проводится девятый год подряд на всех производственных площадках компании и приурочен ко Всемирному дню охраны труда, который отмечается 28 апреля. В 2023 году ключевыми направлениями для проверки стали пожарная безопасность, безопасность технологического процесса, складирование и перемещение грузов, а также воздействие движущихся, вращающихся предметов и деталей.
",Тагмет;безопасность производства;ТМК;безопасность труда,2024-05-02T06:40,02 мая 2024 г.
https://www.metalinfo.ru/ru/news/160552,Промышленный порт Череповецкого меткомбината начал отправку судов,"В промышленном порту Череповецкого металлургического комбината стартовала навигация 2024 года. Первые суда с металлопродукцией отправились в Волжский, Санкт-Петербург и Москву.Перевозки продукции и сырья водой существенно эффективней традиционных видов доставки, таких как железнодорожный или автомобильный транспорт, поэтому компания намерена максимально использовать ресурс в виде собственного промышленного порта.
«Отличительной особенностью данной навигации является отправка первых же судов на условиях мультимодальной поставки «вода+авто. Что касается объемов, то отправка водой в прошлом году составила порядка 1,2 млн тонн, в текущем году наши логистические цели столь же амбициозны», - прокомментировал генеральный директор дивизиона «Северсталь Российская сталь» и ресурсных активов Евгений Виноградов.
В рамках подготовки порта к навигации 2024 года проведена ревизия портальных кранов, спецтехники, задействованной на погрузке судов, подготовлены площадки логистического склада.",Северсталь;Грузоперевозки;Логистика;Порты;ЧерМК,2024-04-27T17:25,27 апреля 2024 г.
https://www.metalinfo.ru/ru/news/160533,Уральская Сталь подтвердила соответствие действующей системы менеджмента качества,"Уральская Сталь подтвердила соответствие действующей системы менеджмента качества требованиям СТО Газпром 9001-2018 в системе добровольной сертификации ИНТЕРГАЗСЕРТ.
В ходе трехдневной комплексной проверки аудиторы ассоциации по сертификации «Русский Регистр» отметили заинтересованность металлургов в развитии действующей системы менеджмента качества и увеличении сбыта штрипса компаниям, выполняющим заказы крупнейших промышленных заказчиков, прежде всего Загорскому трубному заводу, а также их стремление к совершенствованию производственной деятельности и улучшению качества продукции.
Система менеджмента качества Уральской Стали признана соответствующей требованиям СТО Газпром 9001-2018 в СДС ИНТЕРГАЗСЕРТ, что будет подтверждено новым сертификатом.
Взаимодействие производителей труб с нефтегазовой отраслью будет обсуждаться в ходе 14-й Общероссийской конференции «Стальные трубы: производство и региональный сбыт», которая пройдет в Новосибирске 23-24 мая 2024 г.",Уральская сталь;Потребители - нефтегаз;Газпром;Загорский трубный завод;стальные трубы,2024-04-27T17:14,27 апреля 2024 г.
https://www.metalinfo.ru/ru/news/160532,Завершены испытания новой сварочной проволоки от АЭМЗ,"Ученые из НИИ «Спектр» совместно с НИИ «Газпром» завершили испытания новой сварочной проволоки от АЭМЗ.
Инновационная продукция признана уникальным материалом на мировом рынке. Сварочная проволока сплошного сечения марки GS600 диаметрами 0,9 мм и 1,0 мм идеальна для сварки труб высокой категории прочности К70. Строительство трубопроводов с ее использованием позволяет повышать рабочее давление.
Продукция «Новосталь-М» показала свою эффективность и надежные эксплуатационные характеристики металлошва на трубах диаметром 1420,0 ? 26,3 мм с применением автоматической аргонодуговой сварки плавящимся электродом. До этого ни одна проволока не прошла экспертизу в силу сложности реализации таких производственных проектов.",АЭМЗ;Новосталь-М;сварочная проволока;новая продукция,2024-04-27T16:09,27 апреля 2024 г.
https://www.metalinfo.ru/ru/news/160531,ММК придает большое значение ценностям устойчивого развития,"Ярослава Врубель, руководитель по устойчивому развитию и связям с инвесторами ПАО «ММК», выступила на стартовом заседании Комитета по устойчивому развитию и ESG Ассоциации менеджеров. Ранее она была избрана сопредседателем этого комитета.
В своем выступлении Ярослава отметила, что Магнитогорский металлургический комбинат как градообразующее предприятие придает большое значение ценностям устойчивого развития. Особое место в этой повестке занимают социальные и экологические инициативы.
«Компания ежегодно направляет значительные ресурсы на поддержку семей, в том числе на путевки в санатории и детские лагеря. У нас все это осталось и сохранилось, а сейчас приумножается. Сейчас в Магнитогорске реализуется уникальный проект по благоустройству городской среды – парк ""Притяжение"", инициатором и основным инвестором которого выступает председатель совета директоров ММК Виктор Рашников. Это круглогодичное, многофункциональное парковое пространство, площадь которого составит 400 га. Сегодня уже сооружено двухуровневое озеро с видовым мостом, искусственный холм с трассами для горнолыжников и сноубордистов. В планах – открытие городских терм, детского крытого парка развлечений, академии хоккея и других объектов»,  – рассказала она.",ММК;устойчивое развитие,2024-04-27T15:05,27 апреля 2024 г.
https://www.metalinfo.ru/ru/news/160570,Волгоградский регион становится крупным нержавеющим кластером (фоторепортаж),"Центром притяжения внимания представителей нержавеющей отрасли на этой неделе стала Волгоградская область, где состоялась 10-я Международная конференция ""Нержавеющая сталь и российский рынок"". В этом году здесь собрались почти 170 руководителей и специалистов компаний-производителей, дистрибьюторов и переработчиков нержавеющего проката. Помимо этого в конференции приняла участие делегация производителей и поставщиков нержавеющего проката из КНР.
Поддержку мероприятию оказали Русская нержавеющая компания, Корпорация Красный октябрь и Волжский трубный завод. Площадки этих предприятий участники конференциипосетили на второй день.
Официальный партнером форума выступила Группа компаний София.
В рамках форума участники обсудили российский и мировой рынок нержавеющих и специальных сталей, развитие компаний-производителей проката и продукции из нержавеющих сталей, спрос и предложение, импортные поставки нержавеющего проката в РФ, проблемы логистики поставок, рынок сырья для производства нержавеющих сталей, дистрибуцию и сервисную металлопереработку нержавеющих и специальных сталей.
Свои сообщения на пленарной части конференции представили руководители и топ-менеджеры таких компаний, как Норильский Никель, Корпорация Красный октябрь, РНК, ЗМЗ, Северсталь, Петросталь, ТМК-Инокс, Континенталь, Специальные Стали и Сплавы, Глобус-Сталь, УТК-Сталь, Инокспоинт Групп, МЕТЧИВ, Илеко, Фосс металл, Иноксмаркет, Mysteel, Руслом.ком, РСПП, РСПМ, Металлоснабжение и сбыт и другие.
Краткий обзор выступлений подготовили журналисты ИИС ""Металлоснабжение и сбыт"".Подробнее
Полный обзор конференции будет опубликованв ближайшем номере журнала.
Фоторепортаж конференции
Также смотрите фото города-героя Волгограда, снятые шеф-редактором журнала ""Металлоснабжение и сбыт"" Александром Романовым,в разделе ""Мир глазами редакции""
Приглашаем участников рынка на конференции, которые проведет журнал ""Металлоснабжение и сбыт"" в ближайшее время:",Нержавеющая сталь;конференции МС&С;Нержавеющий прокат,2024-04-27T14:38,27 апреля 2024 г.
https://www.metalinfo.ru/ru/news/160559,Волгоградские производители нержавеющей продукции представили свои возможности (фоторепортаж),"26 апреля, во второй день 10-й Международной конференции ""Нержавеющая сталь и российский рынок"", участники мероприятия посетили площадки нескольких предприятий, которые выпускают нержавеющие и специальные стали, а также продукцию на их основе.
Сначала гостей встретила ""Корпорация Красный октябрь"", которая в настоящий момент проводит серьезную программу модернизации.
Компания на сегодня является одним из крупнейших поставщиков металла ответственного назначения для предприятий автомобилестроения, нефтегазодобывающей и химической промышленности, химического, нефтяного, энергетического и транспортного машиностроения, цветной металлургии и сельского хозяйства. Специализируется на разливке стали, а также производстве сортового и листового проката. Участники конференции посмотрели линии выпуска крупного сорта и плоского проката, термический цех.
На сегодня мощности позволяют выпускать около полумиллиона жидкой стали, мощность стана листового проката - порядка 140 тыс. т. сортового проката - 370 тыс. т. Номенклатура - порядка 500 наименований различных профилей и около 1 000 марок стали.
На предприятии постоянно ведется обновление оборудования, приобретение новых машин и агрегатов, совершенствуются технологии производства. Направления развития включают в себя освоение новых видов продукции (строительство кузнечно-прессового комплекса, производство кованой заготовки), расширение производства (увеличение объемов производства листового проката), развитие развитие производства новых марок стали.
Строительство современного кузнечно-прессового комплекса - это крупный инвестиционный проект, общий объем инвестиций в который предполагается на уровне 15 млрд руб. Сроки реализации проекта - 4 кв 2023 - 4 кв. 2025 гг.
Второй локацией экскурсии стала площадка, на которой ведется строительство цехов Русской нержавеющей компании. Комплекс будет включать в себя три больших цеха: электросталеплавильный, горячего проката и холодного проката. Сталеплавильный цех рассчитан на выпуск 750 тыс. т углеродистой и нержавеющей стали.
Готовая продукция будет представлять собой горячекатаный плоский прокат шириной до 1 600 мм толщиной 2-12,0 мм и холоднокатаный плоский прокат шириной до 1 500 мм толщиной 0,3-3,0 мм. Марки стали выпускаемой продукции будут включать 08/03Х18Н10 (AISI 304/304L), 08/12Х18Н10Т (AISI321), 10/03Х17Н13М2(3)Т (AISI 316Ti/316L), 08/12Х17 (AISI 430) и др. Цех холодного проката будет запущен в 4 кв. 2025 г, горячего проката - в 3 кв. 2026 г.
Далее гости переместились в цеха Волжского трубного завода, в номенклатуру которого входят трубы из нержавеющей стали. Участники поездки увидели участок отделки бесшовных труб в ТПЦ 2, модернизированный в рамкам инвестиционной программы ТМК. Участок отделки нержавеющих труб предназначен для финишной отделки, контроля качества и упаковки продукции. Парк оборудования включает два отрезных станка для обрезки концов труб, УЗК, которая имеет минимальное значение по неконтролируемому участку на трубах, оборудование для холодной правки труб, два комплекса для обработки внутренней и внешней поверхности трубы, линия транспортной механизации и упаковки продукции.
ТПЦ 3 Волжского трубного завода производит горячекатаные трубы диаметром от 159 до 426 мм, в том числе с резьбовыми соединениями класса ""Премиум"", для нефте- и газодобывающей промышленности. Есть три участка отделки труб, производство муфт.
Смотрите фоторепортаж конференции",Нержавеющая сталь;конференции МСС,2024-04-27T14:38,27 апреля 2024 г.
https://www.metalinfo.ru/ru/news/160554,"Суд удовлетворил иск ""Новостали"" к Danieli о взыскании аванса в 4,5 млн евро","Арбитражный суд Ростовской области удовлетворил иск Новороссийского прокатного завода (холдинг ""Новосталь"") о взыскании с итальянской Danieli суммы аванса за непоставленный прокатный стан, говорится в картотеке арбитражных дел.
Встречный иск Danieli о взыскании недоплаченной части аванса суд оставил без удовлетворения.
Резолютивная часть решения суда пока не опубликована. Решение суда не вступило в законную силу.
Как сообщалось, Новороссийский прокатный завод в случае разрешения спора в свою пользу и невыплаты долга ответчиком после вступления решения суда в законную силу, рассчитывает получить в собственность его российские активы. В их числе – 99,99998% долей ООО ""Даниели Волга"" (завод в Нижегородской области), 100% ООО ""Даниэли Хеншель Сервис"" (торговое предприятие) и 100% ООО ""Элсид-Чеда"" (проектировщик промышленных процессов), подконтрольных ответчику.
Danieli, согласно договору, заключенному в 2018 году, должна была поставить Новороссийскому прокатному заводу прокатный стан мощностью 600 тыс. тонн проката в год, но поставка не состоялась. В связи с этим Новороссийский прокатный завод взыскивает с Danieli 4,46 млн евро, из которых 4,372 млн евро – основной долг, 88 тыс. евро – проценты.
Danieli во встречном иске просила взыскать с завода недоплаченную часть предусмотренного договором аванса в размере 1,379 млн евро и пени. Представитель Danieli обосновал требование тем, что компания, несмотря на приостановку производства оборудования, уже заказала некоторые компоненты для его изготовления у своих субпоставщиков.
Новороссийский прокатный завод в феврале 2020 года стал владельцем производственного комплекса обанкротившегося ООО ""Ростовский электрометаллургический завод"" (РЭМЗ, Шахты, Ростовская область), заплатив за актив 6,5 млрд рублей. РЭМЗ использовал оборудование Danieli в своем производстве.
В июне 2023 года Новороссийский прокатный завод перешел под контроль ООО ""Новосталь"" (Москва). ""Новосталь"" намерена вложить 40 млрд рублей в строительство завода по производству горячекатаного листа в Шахтах, сообщалось ранее со ссылкой на заместителя губернатора Ростовской области Игоря Сорокина.
Компания Danieli в начале 2014 года открыла в Дзержинске Нижегородской области первую очередь завода по производству и сервисному обслуживанию металлургического оборудования. В апреле 2023 года Danieli заявила о намерениях уйти с российского рынка.
",Новосталь;Danieli;судебные споры;Оборудование;Металлургмаш;оборудование для металлургии,2024-04-27T14:27,27 апреля 2024 г.
