Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/159084,С ЕВРАЗ ЗСМК взыскали 65 млн руб. за загрязнение реки Большой Унзас,"Природоохранный прокурор добился взыскания сЕВРАЗ ЗСМК65 млн руб. экологического ущерба. Об этом сообщили в прокуратуре Кемеровской области.
""Установлено, что предприятием осуществлялся сброс сточных вод в реку Большой Унзас с превышением определенных нормативов для аммония, нитритов, нитратов, цинка, марганца, фенолов, нефтепродуктов и взвешенных веществ. Указанное повлекло загрязнение водного объекта. Сумма причиненного ущерба составила более 65 млн рублей"", - говорится в сообщении.
Компанию привлекли к ответственности по ч. 1 ст. 8.14 КоАП РФ (нарушение правил водопользования при сбросе сточных вод в водные объекты), ч. 4 ст. 8.13 КоАП РФ (нарушение требований к охране водных объектов, которое может повлечь их загрязнение, засорение и (или) истощение). Ущерб возмещен в полном размере, в том числе выплачены штрафы на общую сумму 230 тыс. рублей.
В сентябре 2023 года Заводской районный суд Новокузнецка обязал металлургический комбинат ЕВРАЗ ЗСМК выплатить почти 3 млн рублей экологического ущерба. Тогда было выявлено двукратное превышение нормативов предельно допустимых выбросов пыли на источнике отделения охлаждения и сортировки агломерата.",ЕВРАЗ ЗСМК;Экология,2024-03-18T11:57,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159078,Лебединский ГОК оснащает электровозы современной системой пожаротушения,"Лебединский горно-обогатительный комбинат Металлоинвеста устанавливает на электровозы, предназначенные для транспортировки горной массы из карьера, современную систему пожаротушения отечественного производства «Игла».
«Игла» — это целый программно-аппаратный комплекс. В кабине машиниста тягового агрегата установлен центральный блок контроля с панелью управления. К каждому из локальных блоков подключены модули пожаротушения, которые используют специальное газовое вещество, безопасное для людей и эффективно устраняющее очаги возгорания, не повреждая электрооборудование.
«Более 20 лет комплекс применяют железнодорожники столичного метрополитена и за это время он ни разу их не подвел, – прокомментировал начальник управления железнодорожного транспорта Лебединского ГОКа Олег Толстопятов. – Мы приступили к масштабной модернизации оборудования для борьбы с возгораниями, на сегодняшний день оснастили уже 6 наших электровозов НП-1 новой системой».
При повышении температуры оборудования выше установленного предела или если нагрев происходит слишком быстро срабатывает световая и звуковая сигнализация. На дисплей панели управления поступает информация о месте возгорания, при этом система автоматически отключает повреждённое электрооборудование от цепи питания, а спустя десять секунд запускает модули тушения.",Лебединский ГОК;охрана труда,2024-03-18T11:21,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159079,Актуальные вопросы развития рынка сталей с покрытиями обсудили в Москве (фоторепортаж),"14-15 марта в Москве прошла 19-я Международная конференция «Оцинкованный и окрашенный прокат: тенденции производства и потребления», в работе которой приняли участие более 230 представителей компаний – производителей проката с покрытиями и металлопродукции на его основе, сервисных металлоцентров, поставщиков сырья и материалов, заводов металлоконструкций, научных институтов.
Генеральными партнёрами мероприятия выступили ММК-Лысьвенский металлургический завод, Группа НЛМК и компания А-ЗМК. Официальный партнер - Северсталь.
Партнерами конференции стали НПП ""Метизмаш"", Пушкинский ЗМИ и Indian Rollers.
Первая сессия конференции была посвящена текущей рыночной обстановке в России и в мире и перспективам на строительный сезон 2024 г. Об итогах прошедшего года и планах на будущее рассказали ведущие производители проката с покрытиями в России. В рамках следующей сессии рассмотрели рынок изделий дальнейшего передела и металлоконструкций в России и странах ближнего зарубежья. Участники рынка рассказали об эффективных инструментах взаимодействия с потребителями в современных условиях. На третьей сессии прозвучали доклады руководителей и ведущих специалистов отраслевых ассоциаций и регулирующих органов.
Анализ текущей ситуации и актуальных проблем развития отрасли, презентации своих возможностей и продукции представили А. Савельев (Минпромторговли РФ), И. Райгин (Северсталь), И. Радюкевич (Магнитогорский металлургический комбинат), Н. Иванищев (Группа НЛМК), М. Лопатин (Компания Металл Профиль), Р. Габитов (Ташкентский металлургический завод), В. Чернецов (ОрелМеталлПолимер), Э. Нагаев (Стальпринт), Е. Митрофанов, технический директор А-ЗМК, А. Дегтярев (Профместалл), Э. Лазарев (УПТК-65), И. Лисев (Казанские Стальные Профили), В. Николаев (Профкомплект), А. Молчанова (Национальный кровельный союз), В. Тарнавский (ИСС «Металлоснабжение и сбыт»), С. Масленников (РСПМ), Т. Назмеева (Ассоциация развития стального строительства), А. Горохов (НАППАН), В. Полькин и С. Максимков (Центр по развитию цинка), Е. Самарина (Ассоциация развития стального строительства), Н. Ханков (Вологодский завод «Электросталь»), В. Сунагатуллин (Е-Металл), А. Ефимов (Металл-Экспо).
Новостная лента по выступлениям докладчиков
Во второй день участники конференции познакомились с производственными возможностями завода металлоизделий ""Профметалл"" (г. Ступино, Московская область). На сегодняшний день компания располагает двумя производственными площадками территорией 30 тыс. кв.м., где функционирует 98 единиц оборудования. Ежегодно перерабатывается порядка 105 тыс.т металлопроката.
Одна из площадок, которую посетили участники конференции, действует с 2020 г. и на сегодняшний день здесь работает современное высокотехнологичное оборудование, которое позволяет выпускать уникальные инженерные решения из тонколистового проката.
На площадке в 12 тыс. м кв. расположено несколько цехов, где осуществляется проектирование и разработка чертежей конструкций, продольно-поперечная резка рулонной стали, лазерная резка, координатная пробивка отверстий, правка листового металла, гибка, сварка и сборка конструкций, порошковая окраска.
Также в составе предприятия есть современная лаборатория, которая дает возможность гарантировать высокое качество выпускаемой продукции.
Фоторепортаж мероприятия
Общий обзор конференции будет опубликованв апрельском номере журнала ""Металлоснабжение и сбыт"".",оцинкованный и окрашенный прокат;Профметалл,2024-03-18T11:17,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159055,Студенты российских вузов посетили ЦНИИчермет в рамках зимней стажерской программы Минпромторга России,"Стажерская программа проходит в этот раз с 1 февраля по 23 марта. Для молодежи это возможность посетить передовые российские предприятия и послушать лекции экспертов. По итогам стажировки лучшие студенты получают рекомендательные письма, предложения о зачислении в Молодежный кадровый резерв, а также могут быть рассмотрены на замещение вакантных должностей государственной гражданской службы Минпромторга России.
ЦНИИчермет им. И.П. Бардина подготовил для гостей комплексную образовательную программу, связанную с развитием черной металлургии в нашей стране. В рамках программы организовали обзорную экскурсию по производственным площадкам, цехам холодной и горячей прокатки и лабораториям, читальному залу Института. Кроме того, показали студентам образовательный фильм и провели лекцию по переделам в черной металлургии.",ЦНИИчермет им. И.П. Бардина;подготовка кадров,2024-03-18T11:01,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159048,"ЕВРАЗ НТМК строит новый комплекс для переработки шлака, содержащего ванадий","На площадке шлакового двора № 2 конвертерного цеха смонтировали металлоконструкции, изготовленные и предоставленные EVRAZ Steel Building, устанавливают конвейеры, магнитные сепараторы, дробилки. ЕВРАЗ инвестирует в строительство 2 миллиарда рублей.На новом комплексе будут измельчать ванадиевый шлак, получаемый в процессе выплавки стали. Его раздробят до фракции 0-20 мм, очистят от металлических включений, а получившийся продукт отгрузят для дальнейшей переработки на ЕВРАЗ Ванадий Туле и в перспективе - на ЕВРАЗ Узловой.Польза нового комплекса:• Создадут 19 рабочих мест.• Установят систему аспирации – фильтры для очистки рабочей зоны от пыли и примесей.• За счет комплексной автоматической работы оборудования – дробильных и сортировочных агрегатов, галтовочного барабана и магнитных сепараторов перерабатывать шлак будут быстрее и качественнее.Первую партию ванадиевого шлака фракции 0-20 мм планируют отгрузить в конце июня. Проектная мощность комплекса - 200 тысяч тонн продукта в год.",ЕВРАЗ НТМК,2024-03-18T10:00,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159045,ПНТЗ повысил автоматизацию производства (видео),"На Первоуральском новотрубном заводе автоматизировали процесс маркировки муфт насосно-компрессорных труб диаметром 73 и 89 мм. Модернизация позволила исключить ручной труд оператора на данном производственном этапе.
",ПНТЗ;ТМК;автоматизация,2024-03-18T09:03,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159062,3D-принтер заработал в сталепроволочном цехе № 1 Северстали (видео),"Рабочее колесо – одна из самых важных деталей насоса. Благодаря ей перекачивается жидкость, поэтому менять её приходится часто. Раньше колёса изготавливала подрядная организация.
Подробнее смотрите в видеосюжете.",Северсталь;3D принтер,2024-03-18T08:11,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159054,Бежим дальше. Российский и мировой рынок стали: 10-17 марта 2024 г.,"В ближайшие годы в России, очевидно, будут много строить. Таки дан старт таким сложным, амбициозным и дорогостоящим проектам как строительство высокоскоростных железнодорожных магистралей и прокладка трассы «Джубга — Сочи». А это уже хороший плюс к металлопотреблению.
В ближайшие годы также пойдет реализация многих других инфраструктурных и промышленных проектов. Из выступлений президента за последние несколько недель четко вытекает, что работы впереди очень много. И трудиться, право слово, есть ради чего. В общем, бежим дальше прежним маршрутом, а самым острым дефицитом в обозримом будущем останется кадровый.
Безусловно, темпы роста потребления стальной продукции в 2023 г. - 14,3% пооценкамМинпромторга — так и останутся рекордными. Однако средняя прибавка за счет строительства и промышленности обещает быть достаточно солидной — не менее 3-5% в год до 2030 г.
Правда, это не отменяет того неутешительного факта, что конкретно текущий год будет непростым для российских металлургов, а особенно, независимых металлотрейдеров. Видимый спрос на стальную продукцию, в лучшем случае, лишь немногопревыситпоказатель 2023 г., а в худшем — снизится на 1-2%. Причем для спотового рынка спад может оказаться более значительным, особенно, в первом полугодии.
Высокие процентные ставки наносят несомненный вред экономике. Для подавляющего большинства компаний кредиты стали убыточными, что серьезно снижает хозяйственную активность. Все стараются минимизировать затраты и экономить. Это негативно влияет на текущий спрос на стальную продукцию. Инфраструктурное и жилищное строительство, оборонка, машиностроение отчасти компенсируют этот спад. Но повторения прошлогоднего подъема, похоже, не произойдет.
Обстановка, сложившаяся на российском рынке, четко указывает на избыток предложения. В наибольшей степени это затрагивает сварные трубы малого и среднего диаметра (МСД). По данным Минпромторга, в 2023 г. их производство возросло на 20% по сравнению с предыдущим годом. Даже учитывая серьезные капиталовложения в реконструкцию коммунальных сетей, это слишком много. Реальное потребление не могло увеличиться настолько мощно.
Информационно-аналитическая компания «Корпорация ЧЕРМЕТ»указывает, что за первые два месяца текущего года производство стальных труб в России сократилось почти на 13% по сравнению с аналогичным периодом годичной давности. Минпромторг не подтверждает эту информацию, но она, как минимум, похожа на правду. В начале текущего года уменьшились поставки трубной продукции для нефтегазовой отрасли, а на рынок труб МСД оказывают сильное давление прошлогодние излишки и низкие цены.
Кстати, демпинговая политика, которую проводят некоторые поставщики стальной продукции в секторах сварных труб, арматуры и горячекатаного листа, а также превышение заводских цен над спотовыми (или, в лучшем случае, паритет) тоже являются красноречивыми свидетельствами превышения предложения над спросом. Потеря порядка четверти внешних продаж в 2022-2023 гг. не была полностью покрыта ростом внутреннего потребления, а в текущем году экспорт может снова сократиться из-за неблагоприятной конъюнктуры.
«Северсталь» прямонамекаетна то, что инфляционное увеличение издержек на логистику, энергоносители, оплату труда и др. требует повышения заводских цен на горячекатаный прокат, которые остаются практически неизменными с октября 2023 г. и, судя по всему, в очередной раз будут пролонгированы в апреле.
Несправедливо. Ведь, например, холоднокатаный прокат и оцинкованная сталь за это время подорожали на 6-8 тыс. руб. за т. Однако Минпромторг пока что твердо стоит на страже интересов потребителей, заявляя, что считает рынок стабильным и не видит причин для повышения цен на горячекатаный прокат.
Единственный выход из создавшегося положения может заключаться в возобновлении роста внутреннего потребления стальной продукции. А для этого надо, как минимум, опустить процентные ставки. Пока что инфляция, по данным Росстата, держится на уровне около 7,5-7,6%, хотя недельные индексы, достигшие локального пика в октябре-ноябре прошлого года, в общем, идут на снижение.
Проблема здесь заключается в том, что в первой половине 2023 г. инфляция была низкой. По данным сайтауровень-инфляции.рф, с марта по июнь ее уровень находился в пределах 2,5-3,5%. Кстати, и процентные ставки тогда были низкими — интересно, что в этой паре причина, а что — следствие?
Поэтому, если не произойдет никаких изменений, уменьшение показателя инфляции чисто по статистическим причинам мы увидим как раз в третьем квартале текущего года. Между прочим, Банк России ранее заявлял, что намерен приступить к снижению ставок в начале второго полугодия. Это совпадение, да?
Но для реализации данного сценария необходимо (хотя, наверное, не достаточно) одно условие. Это сохранение стабильного курса рубля. Ладно, пусть уж на уровне около 90 руб. за доллар, раз не получилось укрепить сильнее. В прошлом году непрерывное падение рубля было одним из важнейших проинфляционных факторов, если вообще не самым главным. И если Банк России на что-то претендует, его влияние в текущем году необходимо исключить в принципе!
Тем более, что возможности для этого есть. Такого гигантского временного дефицита бюджета, как в прошлом году, сейчас нет. Нефть слегка дорожает, на прошлой неделе она выглянула за границу $85 за баррель. А для металлургов немаловажным может стать возможное удешевление железорудного сырья. Котировки на него в Сингапуре опустились до самой низкой отметки с августа прошлого года, а в ближайшее время могут оказаться ниже $100 за т CFR Китай. А ведь в начале января цены достигали $140 за т.
Вообще, весь мировой рынок стали в последние несколько недель идет на спад. А возглавляет его в этом движении вниз Китай. После Нового года по местному календарю стальная продукция там непрерывно дешевеет. За четыре недели арматура упала в цене более чем на $45 за т, а горячекатаный прокат — почти на 40%.
Стальную продукцию тащит вниз жилищное строительство. На пике его доля в ВВП, по оценкам Platts, достигала около 30%, а по итогам текущего года и 20% может не набраться. Проблема эта сложная и многоплановая. Прежде всего, в Китае по объективным причинам упал спрос на жилье. В начале текущего года в стране в целом завершился процесс урбанизации. Цены на недвижимость достигли такого уровня, что отсекли немалую часть рынка. Сотни миллионов квадратных метров жилья стоят непроданными. После ковида упала потребность в офисных площадях.
Бизнес-модель китайских девелоперов многие годы не отличалась разнообразием. В ее основе лежали экстенсивный рост и дешевые (зачастую, зарубежные) кредитные ресурсы. Компании строили, много и еще больше, и пока увеличивались продажи, у них было все хорошо. Но продажи начали снижаться с 2021 г., и долги, исчисляемые десятками, а то и сотнями миллиардов долларов, реально превратились в проблему.
Кстати, это ответ на вопрос некоторых уважаемых отечественных отечественных экономистов, почему бы не снизить процентные ставки в пол и не открыть широкую раздачу кредитов? Ведь целый Китай на такой политике поднялся, почему нам нельзя? Увы, как оказалось, что даже рынок Китая с населением в 10 раз больше российского имеет свои пределы, а кризис перепроизводства — это очень неприятно и больно.
Не удалось найти данные о том, сколько всего задолжали крупнейшие китайские девелоперы. Но если у самого большого должника, компании Evergrand, уже приступившей к процессу ликвидации, этот показатель превышал $300 млрд., суммы там триллионные. И первая цифра, скорее всего, совсем не единица.
Министр строительства Китая Ни Хун заявил на прошлой неделе, что неплатежеспособные строительные компании, не имеющие возможность продолжать операционную деятельность, должны обанкротиться или пройти реструктуризацию в установленном законом порядке. Государство не будет погашать их долги.
Из-за этого в стране могут встать многие стройки, а спрос на недвижимость упадет вообще в ноль. В Китае, по сути, нет системы защиты интересов «обманутых дольщиков» от недостроев и незавершенки. Поэтому многие потребители, очевидно, предпочтут подождать с приобретением жилья «на стадии котлована» (в Китае это наиболее распространенная практика). Совокупная площадь новых строек в 2023 г. и так упала на 57% по сравнению с рекордным 2019 г., а результат текущего года может оказаться много ниже.
Поэтому китайские металлургические компании будут вынуждены сокращать производство стали. Но этот процесс идет достаточно медленно, поэтому излишки стальной продукции все больше вытекают на внешние рынки и вызывают там падение цен.
Безусловно, можно надеяться на то, что китайский спад рано или поздно перейдет в стабилизацию, а массовых банкротств в национальной строительной отрасли не будет, хотя потенциально размах кризиса там сравним с уровнем 2008 г. Правительство КНР будет поддерживать приоритетные проекты и увеличит инвестиции в инфраструктуру. Заявлено о запуске широкомасштабной программы обновления.
В соответствии с ней к 2027 г. инвестиции китайских компаний в оборудование должны возрасти более чем на 25% по сравнению с 2023 г., а обмен старых автомобилей на новые с доплатой — в два раза. Также ожидается, что китайцы станут на 30% чаще обновлять свою бытовую технику. Все это должно дать хороший толчок экономике и поднять спрос на стальную продукцию.
Тем не менее, риск обострения кризиса в китайском строительном секторе и на рынке стальной продукции есть. Поэтому мы бежим дальше, но внимательно смотрим по сторонам.
Другие материалы о российском и мировом рынке стали читайте в разделе""Аналитика"".
Приглашаем всех принять участие в новыхвыставкахиконференциях, которые состоятся в 2024 г.! В Баку 18-19 апреля пройдетконференция ""Рынок металлов Центральной Азии и Закавказья"". А 25-26 апреля в Волгограде и Волжском состоится конференция ""Нержавеющая сталь и российский рынок"".",Китай;Цены;Российский рынок металлов;Прогнозы;Мировой рынок стали;российская экономика,2024-03-18T07:04,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159039,Сайентисты в промышленности: почему они так востребованы?,"C помощью моделей машинного обучения «Северсталь» ускоряет агрегаты на несколько тонн стали в час, а системы компьютерного зрения следят за соблюдением технологического процесса и техники безопасности.
Но этих процессов не было бы без специалистов по Data Science. Светлана Потапова, директор «Северсталь Диджитал», руководитель кластера «Искусственный интеллект» ИТ «Северстали», рассказала в новой статье на Хабре, кто такие дата-сайентисты, какие задачи они выполняют в промышленности, а также почему важно, но совсем не просто повышать цифровизацию производства.
Переходите по ссылке, чтобы ознакомиться со статьёй подробнее.",Северсталь;цифровые технологии;ИТ в металлургии,2024-03-18T07:00,18 марта 2024 г.
https://www.metalinfo.ru/ru/news/159031,На «Макеевкоксе» ремонтируют насосы,"В цехе улавливания химических продуктов коксования завода «Макеевкокс» (г.Макеевка, Донецкая Народная Республика) силами работников ремонтно-механического цеха предприятия восстановлена работа двух центробежных секционных насосов. В настоящее время специалисты выполняют профилактический ремонт третьего насоса ЦНС180/85, – сообщает пресс-служба ООО «Южный горно-металлургический комплекс» (ЮГМК).
«Центробежный секционный насос обеспечивает процесс получения сырого бензола каменноугольного, который «Макеевкокс» реализует потребителям. Его обслуживание происходит в несколько стадий. В цехе улавливания насос демонтируют и подвергают предварительной очистке паром. Затем агрегат доставляют в ремонтный цех, где специалисты его разбирают и определяют дефекты. Запчасти, необходимые для их устранения, такие как вал, втулки, разгрузочные кольца, поступают со склада либо же их изготавливают самостоятельно. А для ремонта турбины или направляющего аппарата детали приходится закупать особо, поскольку изготовить их весьма сложно», – рассказывает мастер слесарно-монтажного участка № 2 Игорь Завальный.
«Макеевкокс» входит в состав ЮГМК и специализируется на выпуске доменного кокса, коксовых орешка и мелочи, каменноугольных смолы и бензола сульфата аммония коксохимического производства, полимеров бензольных отделений, каменноугольного электродного пека, котельного коксохимического топлива, коксохимического сырья для производства высокоструктурного техуглерода, легкого каменноугольного и каменноугольного поглотительного масел, а также нафталиновой фракции. В настоящее время все структурные подразделения завода действуют в обычном режиме.",Макеевкокс;коксохимическое производство,2024-03-18T06:04,18 марта 2024 г.
