Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/154417,АзовЭлектроСталь заработает на полную мощность к маю 2024 г.,"В ближайшие полгода на ЧАО «АзовЭлектроСталь» (г. Мариуполь, Донецкая Народная Республика) будут перезапущены все производства, – сообщает пресс-служба ГК «Корпорация развития Донбасса».
«После того, как территория завода была разминирована, и был проведен первичный технико-экономический аудит, началась работа по восстановлению цехов, которая в настоящее время продолжается. Сейчас предприятие, проектная мощность которого составляет 550 т жидкой стали в год, производит несколько видов продукции, востребованной в регионе», – уточняют в пресс-службе.
Напомним, что «АзовЭлектроСталь» располагает мощностями по производству жидкой стали, стального литья и поковок из слитков, которые включают в себя сталеплавильный цех с электродуговыми печами ДСВ и ДСП емкостью 5 и 25 тонн; сталелитейный комплекс с автоматической формовочной линией Kuenkel Wagner (Германия), встряхивающими формовочными машинами и участком тяжёлого литья, а также участками обрубки, смесеприготовительным, стержневым и др.; кузнечно-прессовый цех с автоматизированным ковочным комплексом на базе гидравлического пресса усилием 2500 ТНС и ковочным манипулятором грузоподъемностью 20 тонн, нагревательными и термическими печами; участок мехобработки укомплектованный сверлильными, фрезерными, шлифовальными, токарными, расточными и др. станками различных моделей; модельный цех для изготовления и ремонта модельной и стержневой оснастки сталелитейного комплекса.
Завод специализируется на выпуске крупного и мелкого вагонного литья, специальных литых и кованых заготовок для тяжёлого, энергетического и транспортного машиностроения, металлургической, горнодобывающей промышленности и других отраслей.
К июлю 2023 г. территория предприятия была не только разминирована, но и очищена от фрагментов разрушенных конструкций. Также был проведен первичный технико-экономический аудит. И, наконец, была возобновлена работа двух девятитонных печей. На тот момент в числе главных задач были: обеспечение подачи полноценного электропитания и запуск цехов.",АзовЭлектроСталь;Литье;литейное производство,2023-10-25T06:07,25 октября 2023 г.
https://www.metalinfo.ru/ru/news/154415,Деловая программа форума металлургов затронет актуальные вопросы отрасли,"С 7 по 10 ноября в Москве пройдет традиционный форум металлургов, который в этом году объединит до 800 ведущих индустриальных корпораций. На двух уровнях павильонов №№ 2, 3, 8 ЦВК «Экспоцентр» будут располагаться ведущие компании черной и цветной металлургии, производители и поставщики современного оборудования, технологий, инновационных решений для металлургии и металлообработки.
«Металл-Экспо» привлечет на свою площадку потребителей металлопродукции из стройиндустрии, машиностроения, топливно-энергетического комплекса, транспортных, логистических и металлоторговых компаний – до 30 тыс. посетителей из реального сектора экономики. На «Металл-Экспо’2023» за четыре дня работы пройдет много деловых встреч и переговоров. Целый ряд компаний, среди которых – Группа НЛМК, ЕВРАЗ, Северсталь, Новосталь-М, ТМК и др. проведут корпоративные мероприятия для своих клиентов и партнеров.
Официальная деловая программа выставкиоткроется 7 ноября cовещанием Координационного совета по промышленной политике в металлургическом комплексе при Министерстве промышленности и торговли РФ. В тот же день пройдет научно-технический семинар «Цинк – защита от коррозии», круглый стол по роботизации и искусственному интеллекту, индустриальной рекламе и маркетинговым каналам продвижения продукции, заседание Комитета по литейному и кузнечно-прессовому производствам Комитета по металлургии и тяжелому машиностроению Союза машиностроителей России. Еще два мероприятия будут посвящены расширению применения металлопродукции в строительном комплексе.
8 ноября под эгидой Минпромторга России пройдет совещание по Межотраслевой программе освоения новых видов и улучшению качества металлопродукции для автомобилестроения,круглый стол производителей изделий из оцинкованного и окрашенного проката, заседание Экспертного совета по металлургии, тяжелому машиностроению и горнорудной промышленности при Комитете Государственной Думы по промышленности и торговле и целый ряд других мероприятий, включая награждение лауреатов конкурса «Metal Vision'2023».
Работа выставки 9 ноября продолжится 22-й научно-технической конференцией «Новые перспективные материалы, оборудование и технологии для их получения», а также конференцией «Новые тенденции рационального использования вторичных ресурсов и проблемы экологии». Пройдеткруглый стол поставщиков и потребителей сырья и проката цветных металлов, конференция для девелоперов, а Ассоциация «Русская Сталь» и производители огнеупорной продукции обсудят актуальные вопросы развития огнеупорной отрасли Российской Федерации. Завершится насыщенный день церемонией награждения предприятий, компаний, институтов золотыми и серебряными медалями выставки ""Металл-Экспо"" за внедрение новых видов продукции и технологий.
В завершающий день форума, 10 ноября, состоитсякруглый стол служб маркетинга металлургических и металлоторговых компаний, награждение лауреатов конкурса «Молодые ученые» и конкурса «Лучший интернет-проект 2023 года среди металлургических и металлоторговых компаний России и стран СНГ».
Работа конгрессно-выставочного форума неоднократно доказала свою эффективность, благодаря открытому диалогу производителей и потребителей продукции, обмену наработками и новейшими технологиями. Участники рынка смогут заключить соглашения о сотрудничестве, подписать перспективные контракты, обсудить производственные и сбытовые планы, наметить совместные программы действий.",Конференции;Металлургия;Металлургия РФ;Цветные металлы;Металл-Экспо;конгрессно-выставочная деятельность;Конгрессно-выставочная индустрия;telegram,2023-10-24T17:05,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154397,7 видеоработ представила ТМК для участия в конкурсе на лучшую видеопродукцию «Metal-Vision’2023»,"От крупнейшего трубно-металлургического холдинга, Трубной металлургической компании, поступило 7 видеоработ для участия в 18-м конкурсе на лучшую видеопродукцию «Metal-Vision’2023», который пройдетв рамках выставки «Металл-Экспо».Сразу несколько произведений представил также Белорусский металлургический завод. Работы поступили также от таких компаний, как Северсталь-метиз, ММК-Метиз, Каменск-Уральский завод по обработке цветных металлов, ГП «Конус», Российский металлопрокат, Перманент К&М, ГК ДиПОС, НВТЗ.
До вечера пятницы, 26 октября, принимаются заявки на конкурс. В субботу их прием завершается и начинается работа жюри, о его составе будет рассказано дополнительно.
Торжественная церемония вручения главной награды года за лучшую видеопродукцию в металлургической отрасли пройдет 8 ноября. Украшением церемонии станет выступление джазового ансамбля «Jazz du soleil».",ТМК;Корпоративные коммуникации;Metal-Vision,2023-10-24T12:21,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154395,Потеря равновесия. Российский рынок сортового проката: 16-23 октября,"Безусловно, роль точки опоры должна будет сыграть ноябрьская цена, объявленная «Промсортом» - 69 тыс. руб. за т CPT Москва. Однако проблема заключается в том, что спотовые котировки находятся уже практически на этом уровне или ниже его. При этом отправить ценовой маятник снова вверх будет не просто. Видимый спрос, безусловно, остается достаточно высоким, но впереди — сезонный спад, когда рыночная активность так или иначе уменьшится.
В то же время, производителям арматуры будет сложно откорректировать цены на свою продукцию вниз. Металлолом начал дорожать, причем у многих участников рынка возникли опасения по поводу нового скачка в ноябре-декабре. Переход на новые правила оплаты лома, принимаемого у физлиц, привели к сокращению ломосбора. При этом именно стоимость сырья может стать важнейшим ценообразующим фактором на рынке арматуры в ближайшие месяцы.
С полным текстом обзора Вы можете ознакомиться поссылке.
Приглашаем всех принять участие в деловыхмероприятиях, запланированных на 2023 г.Так, большое количество интересных мероприятий пройдет в Москве с 7 по 10 ноября в рамках деловой программы Международной промышленной выставки""Металл-Экспо"".",Цены;арматура;Российский рынок металлов;сортовой прокат;Прогнозы;Металлолом,2023-10-24T12:12,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154394,ТМК увеличила аудиторию корпоративной социальной сети Mobi2U в два раза,"Корпоративная социальная сеть для сотрудников Трубной Металлургической Компании (ТМК) — Mobi2U — празднует пятилетие. За это время ее аудитория выросла до 50 тыс. человек, число корреспондентов-работников предприятий ТМК достигло 50 человек, а количество новостей – 20 в день.
Разработкой и реализацией этого инструмента внутренней коммуникации в виде приложения для смартфона занимается Корпоративный университет ТМК2U. Mobi2U включает две новостные ленты: Mobi — наиболее значимые события компании, производственные результаты и MobiActive — спортивные, культурные и прочие мероприятия. Также в приложении есть лента Mobi-view, где сотрудники могут делиться своими новостями: в 2019 году пользователи размещали в этой ленте примерно тысячу постов в год, а в 2022 году общее количество публикаций превысило 100 тыс.
При информационной поддержке Mobi2U проходят все крупные корпоративные мероприятия ТМК, такие как Корпоративный форум «Горизонты» и чемпионат профессионального мастерства среди рабочих профессий «Игры мастеров». В Mobi2U проводятся внутренние голосования и анонсируются внешние конкурсы, в которых участвует компания.
Также в Mobi2U есть развлекательные рубрики, викторины, конкурсы, флэшмобы, за победу в которых полагается вознаграждение во внутренней валюте приложения — mobit’ах. Потратить их можно в Mobi-магазине, который работает с 2019 года и обладает широким ассортиментом товаров с корпоративной символикой и полезных гаджетов. Этот инструмент позволяет стимулировать читательскую активность.
Кроме того, каждое предприятие имеет возможность сделать в Mobi2U специальные функции именно для своих сотрудников. Среди таких кейсов – карта онлайн-движения транспорта по территории завода, онлайн-трансляции корпоративных мероприятий, «горячая линия» для общения с руководством.
«Сотрудники ТМК сегодня работают в более чем 30 городах России, и Mobi2U создает для них единое информационное пространство, упрощает коммуникацию и сокращает дистанцию между разными площадками, а также топ-менеджментом и остальными сотрудниками. Приложение с элементами геймификации, регулярными конкурсами, флешмобами и другими активностями позволяет решить несколько важных бизнес-задач ТМК: повысить вовлеченность, удовлетворенность и лояльность сотрудников к бренду работодателя, а также цифровизировать бизнесы-процессы», — сказала заместитель генерального директора ТМК по управлению персоналом – директор Корпоративного университета ТМК2U Елена Позолотина.
Mobi2U появилось в 2017 году как мобильное приложение для удобства участников и организаторов Корпоративного форума «Горизонты», который компания ежегодно проводит в Сочи для выявления и продвижения талантливых сотрудников. В 2018 году приложение запустили на постоянной основе для всего коллектива. В будущем планируется совершенствовать функциональную сторону Mobi2U, в том числе развивая отдельные функции для аудитории конкретных заводов ТМК.
Подробнее о функционале и развитии Mobi2U можно будет узнать 9 ноября на конференции ""Корпоративные коммуникации в металлургической отрасли России и стран СНГ – 2023"", которая пройдетна площадке выставки ""Металл-Экспо-2023""и на которой будет представлен полный комплекс работы ТМК с корпоративной аудиторией через разные каналы коммуникаций.",ТМК;Корпоративные коммуникации;персонал,2023-10-24T11:35,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154392,Группа ОМК открыла первые инженерные классы в Чусовом,"Группа ОМК открыла первые инженерные классы в Чусовом. В школе Старшеклассников оборудовали кабинеты физики и химии, где учащиеся 10-11 классов будут углубленно изучать эти предметы во внеурочное время под руководством школьных педагогов и наставников чусовского завода ОМК.
Создание инженерных классов в одной из лучших школ Чусового – совместный проект с заводом ОМК. На средства предприятия отремонтировали помещения, приобрели мебель, до конца года закупят лабораторное оборудование для кабинетов химии и физики на сумму более миллиона рублей.
При участии заводских специалистов для школьников разработали новую модель профильного инженерного образования. Она предполагает углубленное изучение технических предметов и внеурочную деятельность под руководством педагогов школы и наставников чусовского завода ОМК. Кроме того, учащихся ждут экскурсии в лаборатории и на действующее производство завода.
«Чусовской завод ОМК вкладывает не только средства, но и время и силы сотрудников, чтобы улучшить качество образования в Чусовом. Инженерно-техническая подготовка позволит учащимся изучить основы профессии, повысит шансы поступить в вуз и в дальнейшем работать по специальности. Наше предприятие развивается, и с каждым годом растет потребность в молодых специалистах. Рады будем видеть выпускников технических специальностей в числе наших сотрудников», – прокомментировала директор по персоналу чусовского завода ОМК Жанна Леушина.",ОМК;подготовка кадров;образование,2023-10-24T11:18,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154380,Цифровой проект ММК вошёл в число победителей конкурса «Трансформация»,"В ходе Недели инноваций и производительности IN'HUB, прошедшей на площадке особой экономической зоны «Иннополис» в Татарстане, были объявлены лауреаты конкурса корпоративных проектов улучшений «Трансформация». В числе победителей – проект ММК «Операционная эффективность договорной деятельности», который позволяет компании ежегодно экономить около 45 млн рублей.
Проект, представленный ММК-Информсервис (входит в Группу Магнитогорского металлургического комбината), победил в номинации «Операционная эффективность: Непрерывные улучшения».
Нововведение призвано повысить эффективность процесса согласования договорных документов с использованием цифровых технологий, направленных на снижение непроизводительных потерь. Объем договорной работы на ММК и Группе компаний достигает 30 тысяч контрактов в год, в нее вовлечены более 12 тысяч человек. Этот процесс в компании до недавних пор характеризовался высокими трудозатратами, большим количеством ручных операций и отсутствием прозрачности. Кроме того, имелась необходимость импортозамещения текущих IT-решений в области документооборота.
В ходе реализации проекта проведена комплексная оптимизация и цифровизация процесса согласования договорных документов. В качестве основы цифровизации выбран программный продукт АТАЧ – система электронного документооборота, спроектированная совместно с ООО «ММК-ПРАВО» и реализованная отделом корпоративных разработок ООО «ММК-Информсервис» и успешно внедренная в Группе ПАО «ММК».
Были внедрены формы типовых договоров с авто формированием текста, минимальным количеством шагов согласований. Внедрены Роботы-помощники на этапах согласования договорных документов и создана поисковая система.
Результатом реализации проекта стало снижение трудозатрат в подразделениях ПАО «ММК» и Группе, ускорение операций по согласованию договорных документов на 78%, унификация маршрутов согласования. Полностью исключены потери бумажных документов и практически устранили «технические» замечания в работе юристов, а рост производительности составил 80%. Среднегодовой экономический эффект от реализации проекта оценивается в 45 млн рублей.
Неделя инноваций и производительности IN'HUB-2023 состоялась на площадке ОЭЗ «Иннополис» в Республике Татарстан. Более двадцати инновационных компаний представили свои цифровые решения в ходе выставочной экспозиции, что особенно актуально в контексте импортозамещения и цифровой трансформации производств. Среди предложенных для промышленности IT-решений были разработки на основе робототехники, искусственного интеллекта и алгоритмов компьютерного зрения.
",ММК;цифровизация;цифровые технологии,2023-10-24T10:49,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154369,Электросталеплавильщики Уральской стали запустили в работу новый кран (видео),"Специалисты электросталеплавильного цеха Уральской стали осваивают новый кран. С появлением этой техники металлурги получили возможность варить сталь из жидкого чугуна двумя печами одновременно.
Подробности - в видеосюжете.",Уральская сталь,2023-10-24T10:08,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154365,ММТП отгрузил вторую партию металлопродукции из ДЛНР,"Из Мариупольского морского торгового порта (ММТП, г.Мариуполь, Донецкая Народная Республика) в г. Ростов-на-Дону отправилось судно, находящееся в управлении ФАУ «РосКапСтрой», со второй партией металлопродукции, произведенной металлургическими предприятиями ДЛНР. Ее объем на 50% превысил объем первой партии и составил 389 т, – сообщает пресс-служба Правительства ДНР со ссылкой на Министерство транспорта Республики.
«Данный груз будет распространен по строительным площадкам всей Российской Федерации. Таким образом, металлопроизводители Донбасса постепенно выходят на общероссийский рынок, что является очередным этапом интеграции новых регионов в экономическое пространство РФ», – цитирует пресс-служба Минтранс.
При этом в пресс-службе отмечают, что метпредприятия ДЛНР высоко оценили появившуюся возможность перевозок грузов морским путем. Это позволяет формировать более крупные партии грузов, сократить время в пути и существенно уменьшить затраты на транспортировку.
Кроме того, в пресс-службе добавляют, что на сегодня ММТП перевалил уже примерно 107,5 тыс. тонн различных вида грузов, в числе которых – металлопродукция, железобетонные конструкции, стройматериалы и зерно.Напомним, что ММТП ранее входил в число пяти крупнейших морских портов Украины. Предприятие специализируется на работе с навалочными, насыпными, генеральными, тяжеловесными, негабаритными, наливными и другими грузами, а также с контейнерами. Порт оснащен ледоколом и ледокольными буксирами, что позволяет осуществлять производственную деятельность вне зависимости от зимних погодных условий. В настоящее время общая пропускная способность ММТП составляет 3,4 млн т грузов в год. Порт располагает 18 грузовыми причалами, 14 из которых могут быть использованы. Это универсальные причалы, то есть – на них может осуществляться перевалка любых видов грузов.
Возобновление деятельности ММТП состоялось в конце мая 2022 г. Тогда было отгружено первое судно, которое доставило партию металлопроката в Ростовскую обл. Впоследствии, летом 2022 г., начало работать паромное сообщении с г.Ейск. В начале октября 2022 г. в ММТП был создан специальный Логистический центр, через который порт принимает доставляемые морем в Республику строительные материалы, необходимые для реконструкции инфраструктуры региона. К середине апреля 2023 г. были налажены регулярные грузовые перевозки между ММТП и Ростовским морским торговым портом. С начала мая 2023 г. ФАУ «РосКапСтрой», которое поставляет в Республику стройматериалы, вывозит из ММТП зерно. В начале июля 2023 г. в ММТП стартовал вывоз металлопродукции, произведенной Алчевским металлургическим комбинатом (Луганская Народная Республика) и Енакиевским металлургическим заводом (ДНР). В середине августа 2023 г. ММТП принял первое судно трюмного типа из Морского порта Азов, которое доставило в ДНР строительные материалы и российскую сантехнику.",Порты;Грузоперевозки;Логистика,2023-10-24T09:15,24 октября 2023 г.
https://www.metalinfo.ru/ru/news/154367,ЦНИИчермет им. И.П. Бардина участвует в программе развития водородной энергетики,"ЦНИИчермет им. И.П. Бардина в партнерстве с другими научно-исследовательскими и проектными вузами принимает участие в разработке импортонезависимой технологии производства энергетических установок на базе российских топливных элементов.
Среди участников проекта – АО «Гиредмет им. Н.П. Сажина», частное учреждение по обеспечению научного развития атомной отрасли «Наука и инновации», Институт химии твердого тела УрО РАН и Российский химико-технологический университет им. Д. И. Менделеева.
Эта работа реализуется в рамках госпрограммы развития водородной энергетики в России и направлена на решение задачи по использованию водорода. Участники проекта отмечают, что уже создан ряд функциональных материалов и отрабатываются технологии изготовления первой ячейки топливного элемента. Энергетическая установка будет состоять из среднетемпературных твердооксидных топливных элементов. В качестве топлива – газы, выполняющие роль восстановителя (водород) и окислителя (воздух).
Новую технологию можно будет применять на удаленных территорий, расположенных в суровых природно-климатических условиях. Она будет актуальна в домохозяйствах, а также в различных видах транспорта, стационарных энергоустановках для объектов вне линий электропередач: дата-центров и вышек сотовой связи метеостанций. Помимо экологичности, такие энергоустановки на 15% более эффективны, чем традиционные электрогенераторы, топливо для которых – жидкие углеводороды.",ЦНИИчермет им. И.П. Бардина,2023-10-24T08:03,24 октября 2023 г.
