Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/157356,ИТЗМ успешно прошел сертификацию труб ТВЧ,"Ирбитский трубный завод (входит в УК Металлинвест) объявил об успешном прохождении сертификации труб ТВЧ в хладостойком исполнении. Этот важный шаг подтверждает высокое качество и соответствие продукции требованиям магистральных трубопроводов.
Трубы ТВЧ обладают уникальными свойствами, которые делают их идеальным выбором для эксплуатации в условиях низких температур. Хладостойкое исполнение позволяет трубам сохранять свою прочность и надежность даже при экстремально низких температурах, что особенно важно для магистральных трубопроводов, которые часто прокладываются в суровых климатических условиях.
После прохождения всех необходимых испытаний и проверок, Ирбитский трубный завод получил сертификат, удостоверяющий качество и хладостойкость его труб, что открывает новые возможности для предприятия на рынке и открывает широкие перспективы для различных отраслей, включая нефтегазовый сектор и строительство магистральных трубопроводов.
Продукция этого и других заводов, входящих в УК Металлинвест, будет представлена на выставках ""Металлургия'2024"", ""Литмаш'2024"" и ""Металлоконструкции-2024"", которые пройдут 4-6 июня 2024 года в Москве на территории ЦВК «Экспоцентр».",ПМХ Тагильская Сталь;Ирбитский трубный завод;Трубы;стальные трубы,2024-01-26T07:07,26 января 2024 г.
https://www.metalinfo.ru/ru/news/157352,Новосталь-М - в пятёрке лучших производителей метизов,"В январском выпуске журнала «Металлоснабжение и сбыт»опубликованы итоги второй половины 2023 года. По результатам отбора «Новосталь-М» признана одной из пяти сильнейших компаний страны, выпускающих метизную продукцию.
Более того, предприятия холдинга — МЗ Балаково и АЭМЗ — заняли первое место по производству сортового проката.
Рейтинг составлялся на основе анкет, полученных от покупателей продукции, а также комплексного анализа деятельности предприятий экспертами металлургии.
""Благодарим наших клиентов и партнёров за доверие! Ваша высокая оценка мотивирует нас не останавливаться на достигнутом и продолжать совершенствовать продукцию"", - прокомментировали результаты рейтинга в холдинге «Новосталь-М».
4-6 июня продукция холдинга будет экспонироваться в рамках выставки ""Металлоконструкции-2024"" (Москва, ЦВК ""Экспоцентр"").",Метизы;сортовой прокат;метизная продукция;Рейтинг ведущих поставщиков черных и цветных металлов;Новосталь-М,2024-01-26T06:14,26 января 2024 г.
https://www.metalinfo.ru/ru/news/157348,"НПО ""ЭКВИЗОЛ"" готовится к форуму литейщиков","С 4 по 6 июня 2024 г. в Москве,  в ЦВК «Экспоцентр», состоятся ежегодные международные выставки «Металлургия’2024», «Литмаш’2024», на которых будет представлен широкий спектр оборудования и технологий для металлургии и металлопереработки, машиностроения и литейного производства.
Выставки будут включать насыщенную деловую программу, посвященную тенденциям развития литейной индустрии и вопросам инновационных технологий в металлургии и литейной отрасли. Уникальная коммуникационная платформа даст возможность обменяться идеями в профессиональной атмосфере, провести встречи и круглые столы по широкому кругу тем.
НПО ""ЭКВИЗОЛ"" в очередной раз примет активное участие в работе выставки, представив на стенде в современном интерактивном формате изделия собственного производства, предназначенные для литейной и металлургической отрасли. На стенде компании гости и участники выставок смогут получить подробную консультацию технологов и специалистов, познакомиться с номенклатурой выпускаемой продукции и новинками производства.
В ходе выставки представители компании планируют провести ряд продуктивных встреч - как с потенциальными, так и c действующими партнерами.",Литье;Выставки;литейная промышленность;Литейная отрасль,2024-01-25T17:19,25 января 2024 г.
https://www.metalinfo.ru/ru/news/157326,Северсталь повышает надежность электроснабжения доменных печей,"Череповецкий металлургический комбинат (ЧерМК, ключевой актив «Северстали») модернизирует оборудование, которое обеспечивает электроснабжением центральный узел и механизмы транспортировки железорудных материалов на бункерной эстакаде доменной печи №1.
Инвестиционный проект предусматривает замену старой подстанции на новое распределительное устройство, состоящее из двух секций сборных шин, укомплектованных ячейками с вакуумными выключателями. Также будет произведена диспетчеризация реконструируемого оборудования с направлением информации в автоматизированную систему учета и управления ЧерМК.
«Модернизация автоматической системы управления и контрольно-измерительных приборов позволит централизовать данные о работе системы на пульте диспетчера. Таким образом, мониторинг работоспособности подстанции и соблюдения всех параметров оборудования электроснабжения будет обеспечиваться круглосуточно», – прокомментировал генеральный директор дивизиона «Северсталь Российская сталь» и ресурсных активов Евгений Виноградов.
В процессе реконструкции будет произведен монтаж двух секций РУ-10кВ, ячейки будут укомплектованы стационарными указателями напряжения и системой видеонаблюдения для контроля состояния вката-выката выключателей, реконструирована релейная защита и автоматика на базе микропроцессорных терминалов, разработаны режимы работы подстанции.
Применение комплектного распределительного устройства (КРУ) станет очередным этапом на пути перехода ЧерМК к цифровым подстанциям нового поколения. Шкафы КРУ представляют собой готовое строительное решение полной заводской готовности, монтаж и наладка основного и вспомогательного оборудования позволяют сократить конечные сроки строительства. Поставщиком выступила отечественная компания.
Новое распределительное устройство будет запущено в работу во 1 квартале 2024 года.",Северсталь;энергоснабжение,2024-01-25T16:00,25 января 2024 г.
https://www.metalinfo.ru/ru/news/157342,Руководители кадровой службы Ижстали повысили квалификацию,"Руководители кадровой службы завода «Ижсталь» (входит в Группу «Мечел») приняли участие в обучающем тренинге для работников HR-служб предприятий Группы «Мечел».
Программа организованного в Челябинске тренинга, посвященного организации корпоративных мероприятий, включала в себя занятия по развитию навыков командной работы, выстраиванию эффективных коммуникаций и решению нестандартных задач. В рамках практической части участники обучения представили проекты корпоративных мероприятий, разработанные с использованием креативных техник. Кроме того, обсудили результаты корпоративных мероприятий, проведенных в рамках празднования 20-летия компании.
«Массовые корпоративные мероприятия являются одним из инструментов построения единого сплоченного коллектива. Участие в общественной жизни позволяет работникам раскрывать и реализовывать свой творческий потенциал, способствует усвоению ими корпоративных ценностей и традиций. Эффективное проведение таких мероприятий требует специфических знаний и навыков, которые и были рассмотрены на тренинге», - отметила директор управления по работе с персоналом ПАО «Ижсталь» Наталья Петрова.",Ижсталь;подготовка кадров;персонал;кадры,2024-01-25T15:04,25 января 2024 г.
https://www.metalinfo.ru/ru/news/157318,На «Макеевкоксе» монтируют хранилище антраценовой фракции,"На заводе «Макеевкокс» (г.Макеевка, Донецкая Народная Республика) Макеевкоксе начался процесс монтажа хранилища №9 антраценовой фракции. К настоящему времени, после обустройства гравийной и щебневой подушки, возведен фундамент диаметром 11 м, для которого потребовалось 1,5 т арматуры №12 и около 50 т бетона, – сообщает пресс-служба ООО «Южный горно-металлургический комплекс» (ЮГМК).
«Антраценовая фракция – весьма востребованный в Российской Федерации продукт коксохимического производства, являющийся сырьем для выпуска технического углерода. Она является смесевым продуктом, изготавливаемым из нескольких компонентов непосредственно в хранилище. Ранее старое хранилище было демонтировано по причине его коррозийного износа. Ныне же, благодаря возведению нового хранилища, увеличится емкостной парк склада масел и, соответственно, возрастет эффективность производства», – рассказывает начальник смолоперегонного цеха «Макеевкокса» Борис Усенко.
«Макеевкокс» входит в состав ЮГМК и специализируется на выпуске доменного кокса, коксовых орешка и мелочи, каменноугольных смолы и бензола сульфата аммония коксохимического производства, полимеров бензольных отделений, каменноугольного электродного пека, котельного коксохимического топлива, коксохимического сырья для производства высокоструктурного техуглерода, легкого каменноугольного и каменноугольного поглотительного масел, а также нафталиновой фракции. В настоящее время все структурные подразделения завода действуют в обычном режиме.",коксохимические заводы;коксохимическое производство,2024-01-25T14:30,25 января 2024 г.
https://www.metalinfo.ru/ru/news/157328,На Лебединском ГОКе выпустили 60-миллионную тонну ГБЖ,"На Лебединском ГОКе (входит вМеталлоинвест) выпустили 60-миллионную тонну горячебрекетированного железа ГБЖ. Об этом сообщается на официальной странице ВК предприятия.
""Есть 60 млн тонн ГБЖ! Сегодня коллектив завода ГБЖ выпустил юбилейную тонну брикетов"", - говорится в сообщении.
Производство этого вида железорудной продукции на предприятии началось в 2001 г. В настоящее время три действующие установки ГБЖ на Лебединском ГОКе могут производить порядка 4,6 млн т брикетов в год.
Металлоинвест является мировым лидером в производстве товарного горячебрикетированного железа. По словам генерального директора Металлоинвеста Одега Крестинина, в 2023 г. компания произвела 4,1-4,2 млн т брикетов.
В 2024 г. компания не намерена снижать объем производства ГБЖ. ""Мы не собираемся снижаться, мы стабилизовали производство в последние месяцы, объемы - практически 100% от мощности"", - отметил Крестинин (цитата по ТАСС).",Лебединский ГОК;ГБЖ;железная руда;Металлоинвест;Металл-Экспо,2024-01-25T13:34,25 января 2024 г.
https://www.metalinfo.ru/ru/news/157330,В 2023 году Северсталь приняла на работу 1 200 выпускников ВУЗов и ССУЗов,"25 января в России отмечают День студента! «Северсталь» поддерживает регулярную и комплексную работу с молодыми талантами — студентами вузов и сузов, а также выпускниками и молодыми специалистами (которые по совместительству могут быть и студентами).
В 2023 году компания приняла на работу 1 200 выпускников ВУЗов и ССУЗов в возрасте 18-25 лет. Из них в «Северсталь» трудоустроились 825 человек, в «Северсталь Менеджмент» — 106, на ресурсные предприятия «Северстали» — 270.
В сотрудничество «Северстали» с образовательными учреждениями входят профориентационные программы, Инженерные классы в городах присутствия, договоры о целевом обучении и совместные образовательные программы, экскурсии и лекции, стипендии, карьерные консультации, стажерские программы, кейс-чемпионат Metal Cup и многое другое.
Отдельно отметим наше участие в федеральных образовательных проектах «Профессионалитет» и «Передовая инженерная школа». Профессионалитет - программа по созданию нового уровня среднего профессионального образования, в 2024 году будет выделено на поддержку проекта 20 млн рублей.
«Передовая инженерная школа», которая будет открыта в Череповецком государственном университете. Её цель – подготовить инженеров-новаторов, экспертов высокого уровня, чьи знания и компетенции позволят решать сложные производственные задачи. Проект предусматривает создание новых образовательных пространств, центра цифрового инжиниринга, а также современного научно-исследовательского комплекса. «Северсталь» направит на софинансирование проекта 210 млн рублей, из них 93 млн рублей – в 2024 году.",Северсталь;кадры;персонал,2024-01-25T12:58,25 января 2024 г.
https://www.metalinfo.ru/ru/news/157317,На Алчевском меткомбинате обновляют транспортный парк,"В 2023 г. на Алчевском металлургическом комбинате (АМК, г.Алчевск, Луганская Народная Республика) в рамках программы восстановления парка железнодорожного транспорта были произведены реконструкция 9 подвижных составов и более 500 разноплановых ремонтов техники и оборудования, а в январе 2024 г. были приобретены 4 новых тепловоза. Кроме того, недавно в рамках программы восстановления промышленных агрегатов специалисты комбината изготовили в агломерационном цеху 2 новые тележки для трансферкара, – сообщает пресс-служба ООО «Южный горно-металлургический комплекс» (ЮГМК).При этом в пресс-службе добавляют, что программа восстановления парка ж/д транспорта является для предприятия ключевой, и ее реализация будет продолжена и в 2024 г. Наряду с этим в ближайшее время будет произведена замена тележек еще на одном из трансферкаров.
«Трансферкары предназначены для транспортировки железорудных материалов с рудного двора на участок подготовки шихты, обладают грузоподъемностью 50 тонн и способны за сутки перевезти до 1 тыс. т железорудных материалов», – поясняют в пресс-службе.
АМК входит в состав ЮГМК и является предприятием с полным технологическим циклом, специализирующимся на выпуске передельного и литейного чугуна, слябов, квадратной заготовки, горячекатаного и нормализованного листа, стального швеллера и двутавра, равнополочного уголка, шахтной крепежной стойки и другой вспомогательной продукции. В 2023 г. комбинат выпустил 2 млн т готовой продукции.",Алчевский меткомбинат,2024-01-25T12:30,25 января 2024 г.
https://www.metalinfo.ru/ru/news/157331,Придется ждать до весны. Российский рынок листового проката: 17-24 января,"Металлургические компании пока не хотят нарушать сложившееся равновесие. На февраль предусматриваются небольшое повышение котировок на холоднокатаный прокат и пролонгация по всем остальным позициям. Хотя ходят слухи о том, что в марте стоимость некоторых видов стальной продукции может возобновить рост. Уровень рентабельности у меткомбинатов оставляет желать лучшего, так что стремление к повышению цен, безусловно, присутствует.
Однако будет ли спрос этой весной? Некоторые участники рынка прогнозируют активизацию, в первую очередь, на рынке труб. Многочисленные коммунальные аварии этой зимой красноречиво свидетельствуют о необходимости срочной модернизации тепловых и водопроводных сетей. По-видимому, востребованными будут и профильные трубы, которое имеют широкое применение в строительстве, включая промышленное и инфраструктурное. Но вот по поводу горячекатаного листа и проката с покрытиями есть определенные сомнения.
С полным текстом обзора Вы можете ознакомиться поссылке.
Приглашаем всех принять участие в новыхвыставкахиконференциях, которые состоятся в 2024 г.! Программа текущего года начнется 15-16 февраля в Сочи, где будет проведена конференция ""Региональная металлоторговля России"". Москва 14 и 15 марта примет конференцию ""Оцинкованный и окрашенный прокат: тенденции производства и потребления"". А на конференцию ""Рынок металлов Центральной Азии и Закавказья"" мы приглашаем 11-12 апреля в Баку.",Цены;Российский рынок металлов;листовой прокат;Прогнозы;сварные трубы,2024-01-25T11:51,25 января 2024 г.
