Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/156763,ЧТПЗ 11 января начнет размещение локальных бондов для замещения еврооблигаций-2024,"""Челябинский трубопрокатный завод"" (ЧТПЗ) 11 января начнет размещение локальных облигаций для замещения долларовых евробондов с погашением в 2024 году, сообщил эмитент на ленте раскрытия информации.
Компания может разместить до 300 тыс. штук облигаций номиналом $1 тыс. каждая. Максимальный объем размещения может составить $300 млн, он соответствует номинальному объему евробондов ЧТПЗ с погашением в сентябре 2024 года.
Ожидаемая дата окончания размещения – 25 января.
Выпуск-2024 был для ЧТПЗ дебютным, компания разместила его в 2019 году. Ставка купона по евробондам – 4,5%, ближайший купонный платеж – 19 марта.
Замещающие облигации появились на рынке с прошлого года, когда российские заемщики законодательно получили возможность размещать локальные облигации для обмена на них находящихся в обращении евробондов. Основные параметры (номинал, срок погашения, купон) замещающих бондов должны совпадать с параметрами обмениваемых выпусков. При этом все выплаты по замещающим облигациям осуществляются в рублях по курсу ЦБ РФ на дату платежа.",ЧТПЗ;ТМК,2023-12-28T15:11,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156762,Сколько будет стоить лом?,"2023 год принес большие перемены в ломозаготовку. Потребление и цены восстановились после кризиса, однако введение безнала заставило рынок поволноваться. Стоит ли опасаться оттока ломосдатчиков в новом году и сколько будет стоить лом?
Vtorionобсудил ценовые трендыс представителями отрасли",Лом;лом черных металлов;ломозаготовка;Цены;ломопереработка;Прогнозы,2023-12-28T14:08,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156751,Северсталь направит около 15 млрд руб. на меры поддержки сотрудников,"В 2024 году «Северсталь» направит около 15 млрд рублей на мероприятия комплексной программы поддержки сотрудников во всех регионах присутствия. В частности, в продолжение программы благополучия «Для своих: с заботой о каждом» «Северсталь» запустит новые инструменты поддержки коллектива.
«Люди – наша главная ценность. Поэтому одна из приоритетных задач «Северстали» – повышение качества жизни сотрудников и членов их семей. При обновлении программы поддержки коллектива мы, прежде всего, ориентировались на запросы людей, а также учитывали лучшие практики компаний из самых разных сфер – от производственных предприятий до IT-компаний, традиционно считающихся наиболее лояльными к сотрудникам. Так, у нас появились частичная компенсация ипотечных ставок, система гибких льгот и кредитование с уменьшенной ставкой. «Северсталь» также разработала ряд инициатив, направленных на формирование у сотрудников полезных привычек: правильного питания, ведения здорового образа жизни, финансовой грамотности, проведения досуга с семьей и обеспечения условий для саморазвития. Уверен, что новые меры поддержки найдут положительный отклик у наших коллективов и поспособствуют достижению высоких результатов», - прокомментировал генеральный директор «Северстали» Александр Шевелев.
Новые инструменты поддержки включают, во-первых, компенсацию на покупку полезных блюд в центрах корпоративного питания (столовых и кафе) в размере 150 рублей в день для всех сотрудников. Тем, кто не имеет доступа к таким центрам (например, работают удаленно), средства на приобретение здоровых продуктов будут перечисляться на карту магазина «Лента».
Во-вторых, компания вводит систему гибких льгот. На каждого сотрудника будет выделен виртуальный счет на 20 000 рублей в год, с которого можно будет оплачивать различные услуги компаний-партнеров: абонементы в фитнес-клубы, участие в спортивных мероприятиях, дополнительные услуги по полису ДМС для себя или членов семьи, авиабилеты, образовательные курсы и многое другое. Список предложений будет пополняться новыми магазинами, промокодами и скидочными акциями. Сотрудник может удвоить свой счет, участвуя в корпоративных программах нематериальной мотивации, например, «Фабрике идей», волонтерских инициативах и т.д.
В-третьих, сотрудникам уровня топ-1000 и ниже, проработавшим в компании более трех лет, будет доступна компенсация процента по ипотечному кредиту в размере от 50% до 90% в зависимости от размера дохода работника, его достижений и уникальности компетенций. Например, сотрудникам с редкими, высоко востребованными компетенциями, обладающим высокой квалификацией и не имеющим дисциплинарных взысканий, компания компенсирует 90% ежемесячной ставки кредита. Заявки можно подавать ежегодно, одобрение будет проводить специальная комиссия. Срок программы – 10 лет с целевым охватом 10% численности компании.
В-четвертых, сотрудникам с заработной платой до 300 000 рублей, проработавшим в компании более 1 года и высокой результативностью, «Северсталь» будет предлагать услугу краткосрочного кредитования в размере не более одной месячной заработной платы. Кредитная ставка составит 2/3 ключевой ставки ЦБ РФ, срок погашения – до 6 месяцев.
Наконец, работникам череповецких предприятий, достигающим высоких результатов, и членам их семей, «Северсталь» компенсирует 90% стоимости путевки на базу отдыха «Торово» (г.Череповец). В путевку будут включены и дополнительные услуги, например, прокат велосипедов, тренажерный зал, детская комната с воспитателем и другие. При этом на реконструкцию «Торово» «Северсталь» за 3 года направит 3 млрд рублей.
«Важным фокусом нашей социальной программы является обеспечение достойного уровня оплаты труда. С 2019 года средняя зарплата в компании выросла более чем на 40%, что превышает рост индекса потребительских цен. В 2023 году бюджет на пересмотр заработной платы составил 6,7 млрд рублей. В 2024 году он будет увеличен до более чем 9 млрд рублей. При этом особое внимание при увеличении заработных плат мы уделим производственному персоналу - рабочим, бригадирам и мастерам», - рассказал Александр Шевелев.",Северсталь;социальные программы;социальная политика,2023-12-28T13:07,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156742,Землетрясения не опасны трубопроводам из материалов ЦНИИчермет,"Ученые ЦНИИчермет в составе коллектива исследователей разработали материалы, которые позволяют сохранять герметичность трубопровода и обеспечивать бесперебойную поставку газа потребителям после землетрясений.
Разработка получила Премию Правительства Российской Федерации в области науки и техники за разработку и внедрение материалов с повышенной деформационной способностью для решения проблемы надежной эксплуатации протяженных подземных объектов нефтегазовой инфраструктуры в условиях высокой сейсмотектонической активности и неустойчивости грунтовых оснований.
В составе авторского коллектива, выполнявшего работы, - также представители ВНИИГАЗа, ОМК и Северстали.
При создании подземной инфраструктуры газотранспортной системы в труднодоступных регионах Восточной Сибири и Дальнего Востока ключевой проблемой стала высокая металлоемкость участков газопроводов на территориях с повышенной сейсмо-тектонической активностью. Для ее решения проведен комплекс работ по:
созданию и внедрению принципиально новых подходов в проектировании, использующих трубы со сниженной на ? 30% толщиной стенки с повышенной деформационной способностью (ПДС),созданию и освоению отечественного производства таких труб из новых высокодеформируемых сталей в условиях санкционных рисков с характеристиками, не уступающими зарубежному аналогу — сейсмостойким японским трубам.В ходе выполнения проекта были научно обоснованы:
- требования к новому классу труб,- концепция целевой структуры нового типа трубных сталей и способы ее получения,- созданы и освоены технологии производства широкоформатного (до 4800 мм) проката и труб ПДС диаметром 1420 мм из новых свариваемых (Сэ ? 0,40; Рсм? 0,19) трубных сталей,- обеспечена реализация проекта газопровода «Сила Сибири» на территориях с высокой сейсмо- (до 9 баллов) и тектонической (амплитуда до 2 м) активностью с гарантией сохранения герметичности трубопровода и бесперебойной поставки газа потребителям после землетрясений и активизации земной коры.",ЦНИИчермет им. И.П. Бардина;Трубопроводы,2023-12-28T12:03,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156741,ВТЗ стал лауреатом премии Волгоградской области в сфере культурно-просветительной деятельности,"Волжский трубный завод (ВТЗ), входящий в Трубную Металлургическую Компанию (ТМК), стал обладателем государственной премии Волгоградской области в сфере литературы, искусства, архитектуры и культурно-просветительной деятельности. Премия 1-й степени присуждена предприятию в номинации «Культурно-просветительная деятельность» за проект «Perspicillum».
«Perspicillum» – выставочный просветительский проект ВТЗ, объединивший в 2013 году региональных художников, дизайнеров и фотографов. Цель инициативы – содействие в реализации социальных проектов, способствующих расширению знаний людей в гуманитарной и технической сферах жизни, формированию целостной и объемной картины мира.
Автором проекта выступил творческий коллектив сотрудников завода во главе с управляющим директором Сергеем Четвериковым. За десять лет деятельности образовательного проекта было организовано более 30 выставок. В рамках реализации программы промышленного туризма выставочное пространство посещают работники цехов, их семьи, студенты и учащиеся образовательных учреждений региона, гости предприятия. Кроме того, за эти годы проект перешагнул порог ВТЗ, и работы многократно демонстрировались в городском выставочном зале имени заслуженного художника Российской Федерации Геннадия Черноскутова, в Волжском политехническом техникуме, Волжском краеведческом музее, на предприятиях ТМК и в других организациях.
«Ритм современной жизни оставляет мало времени на самостоятельный поиск новых знаний, поэтому идея организовать выставочное культурно-просветительное пространство прямо на «рабочем месте» стала интересной и эффективной находкой. Проект объединяет производство и искусство, позволяет сотрудникам предприятия познакомиться с современными художественными форматами и увидеть заводской мир, коллег и свою работу с нового ракурса», – сказал Сергей Четвериков.
Государственная премия Волгоградской области вручается за заслуги в сфере литературы, искусства, архитектуры и культурно-просветительной деятельности. Кандидатов рассматривает экспертная комиссия по государственным премиям при губернаторе региона. Она оценивает достижения, получившие значительный положительный общественный резонанс, учитывает читательские отклики в печатных и электронных средствах массовой информации, отзывы профессиональных критиков. Победителям вручают диплом, почетные знаки и удостоверения к ним и денежное вознаграждение. В 2023 году лауреатами премии в шести номинациях стали 36 деятелей культуры и искусства. ВТЗ вошел в число победителей впервые.",ВТЗ;ТМК,2023-12-28T11:31,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156740,ПМХ выплатит сотрудникам новогоднюю премию,"До конца декабря текущего года сотрудникам ПМХ и партнерской компании «Промсорт» будет выплачена новогодняя премия по итогам работы компаний. Её размер будет зависеть от стажа работы на предприятии. Всего на выплаты будет направлено свыше 1 млрд руб.
Также в 2024 году компания увеличит социальные выплаты и поощрения работников к праздникам, в полтора раза вырастут инвестиции в обучение и развитие персонала.",ПМХ;Промышленно-Металлургический холдинг,2023-12-28T10:23,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156734,Индустриальная реклама: про мифы и реальность,"В этом году на выставке «Металл-Экспо» при поддержке издания «Металлоснабжение и сбыт» прошел круглый стол «Индустриальная реклама сегодня: мифы и реальность», участие в котором приняли представители маркетинговых служб предприятий и агентств. Своим опытом поделились коллеги из «Платферрума», НЛМК, ОМК, Fresh Russian Communications и Agenda media group.
Итоги встречи подвела начальник управления маркетинговых коммуникаций «Северстали» Татьяна Кондратьева: выделила ключевые тренды на рынке рекламы и осветила те инструменты, которые входят в портфель В2В маркетологов.
Обращайтесь кколонке по ссылкена портале «Вместе» — экспертного сообщества для клиентов и партнеров!",Конференции;ОМК;Северсталь;Корпоративные коммуникации;Прогнозы;Группа НЛМК;маркетинг;маркетологи;конференции МСС;конгрессно-выставочная деятельность;Конгрессно-выставочная индустрия;telegram;Платферрум,2023-12-28T09:00,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156731,На ЕВРАЗ ЗСМК стартовал промышленный туризм,"В рамках программы развития промышленного туризма в Кузбассе на ЕВРАЗ ЗСМК создали свой первый туристический промышленный маршрут «Зеленые рельсы». Первая группа побывала на экскурсии в рельсобалочном цехе комбината. Посетители прошли по всей технологической цепочке – от момента нагрева заготовки до отгрузки готовой продукции.
Для производства рельсов используется вторичное сырье: от 60 до 80 % металлолома. Раньше для закалки рельсов металлурги рельсобалочного цеха ЕВРАЗ ЗСМК использовали масло. После масштабной реконструкции цеха применяется безотходная экологически чистая технология дифференцированной закалки рельсов с помощью воздуха.
В 2021 году ЕВРАЗ и ОАО «РЖД» подписали меморандум о сотрудничестве в области сокращения выбросов парниковых газов за счет производства и использования рельсов из стали с пониженным уровнем углеродного следа. В прошлом году ЕВРАЗ ЗСМК поставил ОАО «РЖД» пилотную партию рельсов с использованием возобновляемых источников энергии.  Углеродоемкость производства стали для их проката в 4 раза меньше, чем при доменно-конвертерном способе выплавки.
На комбинате ежегодно организуют дни открытых проходных для студентов, школьников и общественности. Регулярно проводят экскурсии для организованных групп с других промышленных предприятий и партнеров ЕВРАЗ ЗСМК. Сегодня комбинат расширил возможности для желающих увидеть, как изготавливают первые в стране 100-метровые рельсы.",ЕВРАЗ ЗСМК;промышленный туризм,2023-12-28T08:27,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156726,Северсталь значительно улучшила условия коллективного договора,"В ПАО «Северсталь» подписал обновленный коллективный договор, расширив меры поддержки сотрудников. Серьезные изменения коснулись раздела «Социальные льготы и гарантии». Сумма адресной материальной поддержки отдельных категорий работников компании будет увеличена более, чем в два раза. Всего на выплату материальной помощи в рамках коллективного договора ПАО «Северсталь» будет направлено более 111 млн рублей.«Сохранение и поддержка семьи – приоритет государственной политики в России. Следующий год в России по решению Президента РФ объявлен Годом семьи. Поддержка сотрудников с детьми остается одним из ключевых разделов коллективного договора ПАО «Северсталь». Компания предлагает меры поддержки, программы оздоровления и отдыха сотрудников и их детей, медицинское страхование. Ежегодно на выполнение этих обязательств «Северсталь» направляет порядка миллиарда рублей, – прокомментировал генеральный директор «Северстали» Александр Шевелев. – Нам важно, чтобы наши сотрудники чувствовали социальную защищенность, трудились в безопасных современных условиях, жили в комфортном городе и могли обеспечить долгосрочное благополучие своей семьи. Я рад, что даже в текущих непростых политических и экономических условиях мы нашли возможности для улучшения условий коллективного договора для наших сотрудников».
«Коллективный договор ПАО «Северсталь» содержит большой перечень с дополнительными гарантиями, в том числе весомый социальный пакет с такими мерами поддержки, которых нет на других предприятиях отрасли, – отметил председатель профсоюзной организации «Северстали Андрей Воронков. – Это позволяет колдоговору сохранять лидерские позиции: уже 10 раз он был признан лучшим на отраслевом уровне. Профсоюз приветствует решение менеджмента компании расширить меры поддержки сотрудников. Вместе, в конструктивном диалоге мы сформировали новый колдоговор, который усиливает социальную защищенность как металлургов, так и их семей».Согласно условиям обновленного коллективного договора:
ПАО «Северсталь» продолжит поддерживать беременных женщин, которые работают на территории промплощадки. Они, также как и в предыдущие годы, будут освобождаться от работы с сохранением среднего заработка с момента постановки на учет в женской консультации.С 2024 года выплата при рождении ребенка вырастет более чем в пять раз. Её размер составит 28 640 рублей (ранее – 5 тыс. рублей). Также компания увеличит выплату по уходу за ребенком от 1,5 до 3-х лет: её размер составит 12 тыс. рублей в месяц (ранее – 5 тыс. рублей). Возрастут и ежемесячные выплаты многодетным семьям (1000 рублей в месяц на ребенка для работников с тремя детьми), а также опекунам, вдовам и вдовцам, воспитывающим детей до 18 лет. Сохраняется оплачиваемый выходной день и направление средств для сбора в школу первоклассника.Кроме того, все существующие льготы, закрепленные в документе для сотрудников с детьми теперь будут распространятся и на пасынков и падчериц. Например, это касается дней отпуска и материальной помощи при поступлении в первый класс, дней отпуска на регистрацию брака.Следующее важное изменение для сотрудников с детьми – компания будет компенсировать оплату в 100% объеме за детский сад одиноким матерям и отцам не только в муниципальных детсадах, но и при посещении ребенком до трех лет частной организации дошкольного образования.Еще одна корректировка касается охраны женского здоровья. С 1 января 2024 года по коллективному договору будет предоставляться один день отпуска с оплатой по среднему заработку для прохождения медицинского осмотра (обследования) не только в женской консультации, а и в другом медицинском учреждении, имеющем лицензию на осуществление медицинской помощи, включая услуги по акушерству и гинекологии.Увеличится и ряд других выплат с целью поддержки сотрудников. Например, выплата при трудоустройстве после службы по призыву возрастет с 10 тыс. рублей до 20 тыс. рублей.Компания продолжит направлять средства на организацию оздоровительной кампании для сотрудников, а также и на обеспечение детского отдыха. К слову, в 2023 году было закуплено 5,5 тысяч путёвок для сотрудников и порядка 3 тысяч путевок для детей работников в оздоровительные, санаторные и спортивные лагеря. При этом 90% стоимости путевки оплачивается за счет средств компании и только 10% – за счет личных средств работника.Льготным категориям сотрудников, детям из многодетных семей и находящиеся под опекой санаторное лечение и путевки в детские лагеря предоставляются бесплатно.Отметим, что в рамках коллективного договора все сотрудники ПАО «Северсталь» имеют полис корпоративной программы ДМС. Он включает амбулаторно-поликлиническую, стоматологическую, стационарную помощь, а также реабилитационно-восстановительное лечение в «Медсанчасти «Северсталь» – уникальном лечебно-профилактическом учреждении, одном из передовых в Северо-Западном регионе России.Ежегодно на мероприятия по охране труда компания направляет порядка 1,2 млрд рублей. Более половины этих средств идут на приобретение средств индивидуальной защиты и спецодежды. В рамках раздела «Охрана труда» также проводится финансирование медосмотра работников, обучения по безопасности, проведение спецоценки.Новый коллективный договор с 1 января 2024-го года  с аналогичными изменениями будет обновлен для сотрудников «Северсталь-Вторчемета», а с 1 апреля 2024-го года и для «Северсталь-проекта». Бюджет на материальную помощь по данным предприятиям также будет увеличен.",Северсталь;социальная политика,2023-12-28T06:21,28 декабря 2023 г.
https://www.metalinfo.ru/ru/news/156712,Северсталь выделит 3 млрд руб. на комплексную реконструкцию базы отдыха «Торово»,"«Северсталь» приступит к работам по реконструкции дома отдыха «Торово» в первом квартале 2024-го года.
«База отдыха востребована у наших сотрудников и их семей, ветеранов компании, жителей города. Мы приняли решение о комплексной модернизации пространств, особое внимание уделяя применению современных и актуальных решений, учитывая запросы гостей всех возрастов и ориентируясь на развитие семейного отдыха. Полная реконструкция займёт три года. Всего на эти цели будет направлено три миллиарда рублей», – прокомментировал генеральный директор «Северстали» Александр Шевелев.
Этапы будет объединены общей концепцией. К примеру, в рамках первого этапа (2024-й год) начнется строительство 12 домов типа «A-frame» и «Barnhouse».Дома по типу «A-frame» будут представлять собой компактные одноэтажные строения вместимостью для 3 - 4 человек. Дома по типу «Barnhouse» будут двухэтажными, где смогут разместиться до 10 человек. Для строительства домов будут использованы стальные конструкции собственного производства. Согласно проектам, в помещениях будут предусмотрены комплексные отопительные системы, что позволит обеспечить комфортное пребывание гостей в любое время года.Также, например, в 2024-м году на территории «Торово» будет создана игровая зона для детского отдыха – автогородок. Это безопасное пространство для изучения правил дорожного движения. Площадка автогородка будет оборудована элементами городской дорожной инфраструктуры.
На текущий момент проект проходит стадию определения подрядных организаций и проведения тендерных процедур.",Северсталь;социальная инфраструктура,2023-12-27T15:18,27 декабря 2023 г.
