Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/158190,Уральская сталь построит колесопрокатный стан за 35 млрд руб.,"""Уральская сталь"" приняла решение о строительстве колесопрокатного стана, уже заключила контракты на поставку технологического оборудования, сказал директор по экономике и финансам УК ""Уральская сталь"" (его слова ""Интерфаксу"" передал один из участников встречи с инвесторами).
Общий бюджет этого проекта компания оценивает в 35 млрд рублей, производственные мощности стана озвучены не были.
""Уральская сталь"" также приняла для себя решение о строительстве цеха по производству бесшовных горячекатаных труб диаметром до 273 мм и сейчас ищет оптимальный вариант его реализации с технической точки зрения.
Финансирование проектов планируется как за счет собственных, так и заемных средств. Предварительно, с помощью облигаций и привлечения 5-6-летних займов будет профинансировано не более 50% от стоимости этих проектов. Остальное - за счет собственных средств.
При условии запуска обоих проектов, общий объем инвестиций в ближайшие пять лет оценивается приблизительно в 100 млрд рублей, эта сумма также включает поддерживающий capex в размере 6,5 млрд рублей.
Как сообщалось, выручка ""Уральской стали"" в 2023 году составила 162 млрд рублей. Весной 2023 года компания озвучивала ориентир показателя по итогам года на уровне около 165 млрд рублей. В структуре выручки 49% пришлось на плоский прокат, 30% - чугун, 18% - литую заготовку.
EBITDA в прошлом году составила 39 млрд рублей, рентабельность по EBITDA - 24%. Соотношение чистый долг/EBITDA на конец 2023 года не превысило 1,5х, в 2024 году целевой ориентир - не более 2,0х.Продажи чугуна в 2023 году составили 1,5 млн тонн, мостостали - 214 тыс. тонн, заготовки - 453,5 тыс. тонн.",Уральская сталь;стальные колеса;новое производство;Металл-Экспо,2024-02-16T11:31,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158136,Новосталь-М уделяет внимание повышению квалификации сотрудников,"Корпоративное обучение позволяет обеспечить соответствие требованиям технологий и стандартам качества. Благодаря нашим программам подготовки кадров сотрудники могут освоить новые методики работы, повысить качество выпускаемой продукции и конкурентоспособность предприятия.
Например, на МЗ Балаково работает учебный центр, где преподаватели из числа сотрудников предприятия проводят подготовку персонала по программам профессионального обучения. Занятия проводятся без отрыва от производства. Работники посещают лекции, проходят контроль знаний и сдают экзамены.
Постоянное развитие профессиональных навыков и компетенций позволяет лучше справляться с задачами и оперативно реагировать на изменения, а студентам готовиться к перспективной карьере в быстрорастущей отрасли.",Новосталь-М;подготовка кадров,2024-02-16T11:05,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158186,В 2024 г. Россия может импортировать почти 500 тыс. т нержавеющей стали,"Россия в 2024 г. может импортировать рекордный объем нержавеющей стали – 487 000–492 000 т. Это максимальный показатель с 2019 г. Такой прогноз содержится в обзоре Ассоциации потребителей и поставщиков спецсталей и сплавов «Спецсталь», с которым ознакомилась  газета «Ведомости».
Ввоз нержавейки в Россию в 2023 г. составил 486 000 т. Это на 31% больше по сравнению с 2022 г. и на 5% – с досанкционным 2021 годом (423 000 т). Более половины объемов поступило из Китая, доля Индии составила 20%, Индонезии – 6,5%, Турции – 2%
на объем поставок этого года будут влиять рекордные запасы металла на складах трейдеров в 2023 г., снижение деловой активности среднего и малого бизнеса и завершение ряда крупных проектов в нефтегазовой отрасли. Например, в 2024 г. должна быть запущена вторая линия проекта по сжижению газа завода «Арктик СПГ 2» компании «Новатэк».
Производство, потребление и импорт в РФ нержавеющего проката обсудят в рамках конференции «Нержавеющая сталь и российский рынок», которая пройдет 25-26 апреля в Волгограде и Волжском.",Россия;Нержавеющая сталь;импорт,2024-02-16T10:24,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158184,Амурсталь планирует построить сортопрокатный стан,"Электрометаллургический завод «Амурсталь» в текущем году планирует расширить производство проката.
""В планах на 2024 г. — строительство нового сортопрокатного стана. Это позволит закрыть свободную нишу в профилях сортовой продукции. А также планируется реализация проекта по автоматизации участка упаковки продукции"", - говорится в материалах металлургического предприятия.
В Амурстали также уточнили, что переработка металлолома за 2023 г. увеличилась на 21,76% по сравнению с 2022 г. Выпуск заготовки в электросталеплавильном цехе увеличился на 23,26%, горячего проката в сортопрокатном цехе — на 11,21%. Погрузка на экспорт выросла за 2023 г. на 34,6%, отгрузка сортового проката на внутренний рынок увеличилась на 15,2% год к году.",Амурсталь;сортовой прокат;новое производство,2024-02-16T09:52,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158182,"Стоимость нового завода Металл сервис Тамбов выросла до 2,5 млрд руб.","Тамбовский губернатор Максим Егоров вместе с вице-премьером Денисом Мантуровым в режиме телемоста запустили производство круглых и профильных труб большого сечения местной компании «Металл сервис». Об этом господин Егоров сообщил в своем Telegram-канале. Объем инвестиций в проект составил 2,5 млрд руб. В августе 2022 г. в правительстве региона заявляли о планах компании вложить в новый завод на 700 млн руб. меньше - 1,8 млрд руб.
По словам господина Егорова, трубы большого сечения, которые будет выпускать «Металл сервис», востребованы в нефтегазовой и перерабатывающей отраслях, при сооружении водопроводов, в строительстве, в машиностроении и в других сферах.
«Это предприятие - один из ярких примеров быстрого реагирования на реализацию стратегии импортозамещения. Завод восполнил возникший у отечественных производителей дефицит продукции как для автопрома и сельхозмашин, так и для других отраслей», - рассказал глава региона.",Металл Сервис Тамбов;стальные трубы,2024-02-16T09:01,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158127,АЭМП: на Юге России ожидается дефицит лома,"Для стабильной работы электрометаллургических заводов требуется постоянное пополнение сырьевой базы - запасов лома черных металлов.
Однако с 15 февраля вступили в силу ограничения на транзит лома через новые территории. Это станет дополнительным фактором усиления уже традиционного для Южного федерального округа ломодефицита.
Электрометаллурги Юга России, в том числе член АЭМП - Абинский электрометаллургический завод, сегодня сталкиваются с риском нехватки металлолома. Помимо того, что стоимость лома в ЮФО остается одной из самых высоких в стране, периодически ситуация осложняется введением новых транспортных ограничений.
Учитывая текущие ограничения на проезд грузового автотранспорта по Крымскому мосту и через Керченскую паромную переправу, запрет на транзит лома через новые регионы обострит проблему сырьевой безопасности южных электрометаллургических заводов.
АЭМП призывает обратить внимание на проблему обеспеченности сырьем электрометаллургов Юга России и предупреждает о том, что сложности с поставками металлолома неизбежно приведут к удорожанию логистики и увеличению себестоимости продукции, в том числе строительного проката.",АЭМП;ломозаготовка;лом черных металлов;Абинский электрометаллургический завод;Логистика;Металлолом,2024-02-16T08:22,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158124,Северсталь и правительство Вологодской области провели стратегическую сессию по развитию региона,"В Правительстве Вологодской области состоялась стратегическая сессия с представителями «Северстали». В ней приняли участие Председатель Правительства Вологодской области Александр Мордвинов и генеральный директор компании «Северсталь» Александр Шевелев.«Поддержка со стороны субъекта особенно значима в ситуации, когда российские предприятия находятся под беспрецедентным санкционным давлением. Благодаря созданному  в регионе  благоприятному инвестиционному климату и деловым отношениям с органами государственной власти, такие высокотехнологичные компании, как «Северсталь», имеют возможности продолжать реализацию программ развития, укреплять сотрудничество с местным малым и средним бизнесом, инициировать новые социальные и благотворительные проекты, в том числе масштабные, существенно повышающие качество городской среды. Мы рассчитываем на конструктивное взаимодействие с командой Правительства Вологодской области, и сама задача стратегической сессии была направлена во многом на определение новых возможностей. Вместе мы определили ключевые направления взаимодействия и комплекс конкретных и результативных действий, которые необходимы для обеспечения развития региона в среднесрочной перспективе», – отмечает генеральный директор компании «Северсталь» Александр Шевелев.
«Это формат, благодаря которому бизнес и власть могут разговаривать на одном языке, обменяться мнениями и обсудить проблемы здесь и сейчас. Стратсессия позволяет не просто эффективно выработать идеи сразу по нескольким ключевым направлениям, но и упаковать их в готовые к реализации проекты», – подчеркнул  врио Губернатора Вологодской области Георгий Филимонов.
В числе предлагаемых решений – создание эффективной системы сопровождения крупных инвестиционных проектов в Вологодской области, развитие предпринимательства как ресурса роста экономики, поддержка бизнеса со стороны региона в обеспечении кадровой безопасности при наращивании производственных мощностей. Это особенно актуально для «Северстали» в связи со строительством новейшего комплекса по производству окатышей стоимостью 97 млрд рублей и коренной модернизацией промышленного комплекса по изготовлению металлоконструкций в Череповце (бывшего Череповецкого завода металлоконструкций) стоимостью более одного млрд рублей.Отдельным направлением стало обсуждение потенциала применения технологии стального строительства в проектах жилой и социальной инфраструктуры Вологодской области. Это комплексное решение задачи по обеспечению комфортной городской среды в регионах. Технология позволяет применять металлоконструкции заводской готовности, существенно снижать количество операций на строительной площадке и повышать скорость строительства, обеспечивать комплексную застройку жилых кварталов. Её развитие в России поддерживается министерством строительства и жилищно-коммунального хозяйства. Технология стального строительства может эффективно применяться в региональных проектах: для возведения жилых объектов любой этажности, социальных (школы, детские сады), коммерческих (общественно-деловые центры, паркинги) и спортивных объектов, таких как физкультурно-оздоровительные комплексы.
Также участники дискуссии договорились о применении федеральных систем оценки и создании каталога практик для реализации социальных проектов в Вологодской области, развитии системы организации и поддержки спортивных и событийных мероприятий в регионе.",Северсталь;Вологодская область;социальное партнерство,2024-02-16T07:55,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158121,Уральская Сталь расширяет сортамент выпускаемой продукции (видео),"Уральская Сталь расширяет сортамент выпускаемой продукции и освоила производство для собственных нужд и реализации на сторону литейного кокса фракцией свыше 60 миллиметров.
Крупные куски кокса с высокой газопроницаемостью получают на участке сортировки первой коксовой батареи. Для этого силами ремонтных служб комбината было модернизировано оборудование, ответственное за просев – валковый грохот.
Такой отборный вид топлива для литейного производства – дорогой и востребованный продукт на многих металлургических предприятиях России. Уральская Сталь готова выдавать до 3 тысяч тонн в месяц нового литейного кокса, а пока заказчику отправлены первые четыре вагона.",Уральская сталь;новая продукция,2024-02-16T06:46,16 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158168,Рынок металлов Санкт-Петербурга и Ленинградской области демонстрирует рост,"В 2023 г. поставки черного металлопроката в Санкт-Петербург и Ленинградскую область составили 2,196 млн. т, что на 14% больше, чем годом ранее. Это рекордный показатель в XXI веке, отметил в своем докладе на 17-й Общероссийской конференции “Региональная металлоторговля России” Валерий Голенкин, генеральный директор Фирмы Севзапметалл.
При этом, поставки сортового и фасонного проката достигли 1,19 млн. т, продемонстрировав рост на 9,8% по сравнению с 2022 г., листового проката - выросли на 14,6% до 657,5 тыс. т, а стальных труб - прибавили почти 36% до 247,4 тыс. т.
По оценкам Валерия Голенкина, перспективы на 2024 г. достаточно неплохие. Объем строительных работ в Санкт-Петербурге и Ленинградской области в 2023 г. продемонстрировали практически те же темпы роста, что и Россия в целом. В регионе идет реализация крупных инвестиционных проектов.
Так, начато строительство Большого Смоленского моста через Неву - первого разводного моста за 40 лет. Общая стоимость строительства оценивается в 50 млрд. руб. В Усть-Луге Ленинградской области ведется строительство комплекса по переработке этаносодержащего газа стоимостью 4,915 трлн. руб., которое должно быть завершено в 2029 г.
По итогам января-сентября 2023 г. объем инвестиций в основной капитал в Санкт-Петербурге и Ленинградской области составил 1,06 трлн. руб., что на 21,1% больше, чем в тот же период годичной давности. При этом около 50% расходов в рамках инвестиционных проектов направляется на строительство зданий и сооружений и 35% - на приобретение машин и оборудование. И то, и другое - это весьма металлоемкие отрасли.
Наконец, в 2024 г. расходы государственного бюджета РФ возрастут на 15,7% по сравнению с предыдущим годом до 36,66 трлн. руб. В частности, предусматривается значительное увеличение финансирования обороны, включая оборонную промышленность. Восстанавливается российское автомобилестроения, одним из центров которого является Ленинградская область.
В целом, как подытоживает Валерий Голенкин, в 2024 г. потребление стальной продукции в России может увеличиться еще примерно на 5% по сравнению с прошлым годом. Однако рост стоимости кредитования, кадровый дефицит и нехватка свободных мощностей в промышленности создают определенные риски.
",Санкт-Петербург;Российский рынок металлов;Региональная металлоторговля России;Фирма Севзапметалл;потребление стали;конференции МСС;Прогнозы,2024-02-15T17:25,15 февраля 2024 г.
https://www.metalinfo.ru/ru/news/158161,ТМК выпустила документальный фильм к 285-летию Северского трубного завода,"ТМК презентовала документальную ленту к 285-летнему юбилею входящего в ее состав Северского трубного завода (СТЗ), расположенного в городе Полевской Свердловской области. Премьера фильма «СТЗ: на перекрестке стихий», который рассказывает историю завода от кричной фабрики до наших дней, прошла в музейном комплексе СТЗ «Северская домна».
Зрителями премьерного показа стали руководство завода и Полевского городского округа, ветераны и сотрудники предприятия, участники съемок. Документальный фильм продолжительностью 25 минут повествует историю одного из старейших металлургических предприятий Урала с акцентом на совершенствование трубного производства и ключевую роль человека труда, автоматизацию и цифровизацию цехов, высокое качество продукции, а также на содействие предприятия социально-экономическому развитию Полевского. Благодаря современной графике и динамичному монтажу в фильме зрелищно и понятным языком рассказывается о передовых технологических процессах трубного производства.
Фильм является частью документального цикла, приуроченного к юбилеям трех уральских заводов ТМК, которые отмечаются в 2024 году: помимо СТЗ круглые даты празднуют Первоуральский новотрубный (ПНТЗ) и Синарский трубный (СинТЗ) заводы — им исполняется по 90 лет. Съемки фильмов продолжались около месяца, за это время было отснято большое количество материала на производственных площадках и в городах присутствия ТМК на Урале.
Полную версию фильма можно посмотреть на сайте бренд-медиа ТМК — порталеТрубник Online",ТМК;Северский трубный завод;стальные трубы,2024-02-15T16:47,15 февраля 2024 г.
