Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/154833,Магнитка использует VR-технологии для обучения персонала,"Магнитогорский металлургический комбинат запустил тренажерный комплекс по выполнению опасных технологических операций с применением технологий виртуальной реальности (VR-технологий). В цифровой среде полностью воссоздан интерьер и акустический шум в четырех производственных объектах предприятия, а также смоделированы возможные аварийные ситуации. Для создания эффекта полного погружения было произведено лазерное сканирование помещений цехов, в том числе и оборудования.
Программные комплексы разработаны для центральной электростанции (ЦЭС), электросталеплавильного (ЭСПЦ), кислородно-конверторного (ККЦ) и коксового цехов (КЦ) комбината. Работники ЦЭС на VR-тренажере смогут отработать действия при разрыве газопровода доменного газа. Второй симулятор направлен на проработку операций в КЦ при выдаче кокса на пути тушильного вагона и электровоза. Третий тренажер имитирует ситуацию, при которой в ЭСПЦ происходит уход жидкого металла из печи. Четвертый цифровой симулятор моделирует прорыв корочки слитка под кристаллизатором на машине непрерывного литья заготовок в ККЦ.
Новые тренажеры находятся на базе учебного центра «Школа безопасности» ПАО «ММК». Они работают в двух режимах – обучение и сдача экзамена. В первом случае при выполнении опасных технологических ситуаций в виртуальной реальности работники цехов видят подсказки, во втором – действуют на основе знаний инструкций по локализации и ликвидации последствий аварии, которые официально утверждены на производстве.
Разработчики продумали два варианта использования тренажеров, учитывая разное восприятие людьми виртуальной реальности: с помощью VR-шлема и контроллеров, а также через приложение на компьютере, совершая действия с помощью мышки и клавиатуры.
Использование VR-тренажеров для обучения работников навыкам ликвидации аварийных ситуаций обеспечивает лучшее усвоение материала и, как следствие, снижает риск производственных травм.",ММК;цифровые технологии;цифровая трансформация,2023-11-03T07:17,03 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154805,Распадская угольная компания обучает сотрудников с применением дополненной реальности,"Обновленные обучающие программы Распадской угольной компании (РУК) созданы с применением цифровых технологий дополненной реальности. Для этого на базе центра подготовки кадров в Новокузнецке компания открыла первый в Кузбассе VR-класс. В компании применили инновационной гибридный формат обучения требованиям охраны труда. Акцент сделан на практическом обучении, тренингах, решении производственных кейсов, VR-технологиях и других современных инструментах.
Для практических занятий горняков компания приобрела комплект VR-шлемов и контроллеров, а также технику для запуска обучающего приложения и видеоэкран. Программное обеспечение разработали ИТ-специалисты Распадской и адаптировали его под запросы производства. Первый курс – «Охота на риски» – помогает горнякам закрепить навыки по ОТ и ПБ, научиться находить и предотвращать опасные производственные факторы. В настоящее время разработчики РУК готовят приложение, которое научит шахтеров правильным действиям при пожаре.
Сегодня в Распадской разработано и реализуется более 40 обучающих программ для различных категорий сотрудников: новичков, ИТР, рабочих, представителей разных профессий – наземных и подземных. Увеличено количество учебных часов – с обязательных 8 до 24 часов для рабочих поверхности; до 40 часов – для рабочих подземного комплекса.
В 2022-23 годах обучение охране труда и производственной безопасности в новом формате прошли все 16 тыс. работников Распадской угольной компании. Ежемесячно более 1 тыс. сотрудников посещают практические и теоретические занятия в учебных центрах Новокузнецка и Междуреченска.",Распадская;цифровые технологии,2023-11-03T07:08,03 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154803,Лучшие дефектоскописты СинТЗ (видео),"Работники Синарского трубного завода и ТМК-ИНОКС соревновались за звание победителя заводского этапа конкурса «Игры мастеров» среди дефектоскопистов по магнитному и ультразвуковому контролю. Молодые ребята продемонстрировали высокий уровень знаний и навыков - как в теории, так и на практике.
Подробности - в идеосюжете.",СинТЗ;ТМК,2023-11-03T06:27,03 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154832,Выложен для просмотра плейлист 18-го конкурса на лучшую видеопродукцию «Metal-Vision’2023»,"Организационнный комитет 18-го конкурса на лучшую видеопродукцию «Metal-Vision’2023», который пройдет в рамках выставки «Металл-Экспо», наконец-то открывает список участников главной видеонаграды года в металлургической отрасли.Смотрите плейлист представленных на конкурс видеоработ по ссылке.
В ближайшие три дня фильмы, ролики и анимационные продукты будет оценивать самое компетентное жюри всех кинематографических конкурсов.
Если Вы следите за новостями металлургии, то, может быть Вам повезет, и Вы узнаете имя Председателя жюри этого года! Этот секрет будет открыт не позднее завтра!
",Конкурсы;Корпоративные коммуникации;Металл-Экспо;Metal-Vision;telegram,2023-11-02T17:42,02 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154829,Проданной на СпбМТСБ арматуры не хватает для формирования индикатора цены - ФАС,"Объем реализованной на СПбМТСБ арматуры пока недостаточен для того, чтобы сформировать справедливый ценовой индикатор для рынка. Об этом говорится в сообщении Федеральной антимонопольной службы (ФАС) РФ.
Объемы торгов ФАС прокомментировал в контексте исполнения крупнейшим игроком этого рынка компанией ""Промсорт"" предписания (при одобрении сделки по покупке ООО ""НЛМК -Калуга"", ООО ""НЛМК-Урал"" и ООО ""Вторчермет НЛМК"") о продаже части продукции через биржевую торговлю. Сделки по продаже 140 тонн арматуры марки А500С были заключены на условиях ""франко-пункт назначения"".
""Промсорт"" также обязан в течение трех календарных месяцев с момента совершения сделки разработать, утвердить и представить в ФАС внутренний акт, определяющий принципы взаимодействия с потребителями продукции.
""Для формирования индикатора другим производителям арматуры и непосредственным потребителям необходимо выходить на биржу самостоятельно. ФАС ожидает роста объема арматуры, реализуемой на бирже, и улучшения ситуации на этом рынке"", - говорится в сообщении ведомства.
Как сообщалось, в соответствии с предписанием ""Промсорт"" обязан по истечении 6 календарных месяцев с даты совершения сделки ежемесячно с учетом критериев регулярности и равномерности, реализовывать на бирже не менее 5% арматуры от месячного объема производства за предыдущий календарный месяц.",ФАС;арматура;биржевая торговля;Цены,2023-11-02T17:14,02 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154828,ОМК первой среди производителей трубной продукции согласовала технические условия на высокопрочные ТБД,"Группа ОМК и ПАО «Газпром» подписали технические условия завода ОМК на стальные электросварные прямошовные трубы класса прочности К70 диаметром от 530 до 1420 мм для магистральных газопроводов на рабочее давление до 14,71 МПа. Ранее трубы диаметром 1420 мм подобного класса прочности в мировой трубной промышленности не производили. ОМК сегодня способна производить весь сортамент высокопрочных труб большого диаметра, который необходим для строительства перспективных магистральных газопроводов.
Технические условия торжественно подписали директор по развитию технологии и продуктов АО «ОМК» Павел Степанов и заместитель начальника Департамента ПАО «Газпром», председатель постоянно действующей комиссии ПАО «Газпром» по приемке новых видов трубной продукции Максим Недзвецкий в присутствии заместителя Председателя Правления – начальника Департамента ПАО «Газпром» Олега Аксютина. Технические условия подписали 2 ноября 2023 года на полях XII Петербургского международного газового форума на стенде «Газовая наука и инновации» компании «Газпром».
Технологию выпуска труб большого диаметра 1420 мм класса прочности К70  в августе 2022 года разработал коллектив инженерно-технологического центра ОМК в Выксе в соответствии с программой научно-технического сотрудничества ОМК и «Газпрома». Согласованные ТУ стали заключительным этапом работы ОМК, «Газпром ВНИИГАЗ» и «Газпрома» в рамках комплекса испытаний перспективной трубной продукции ОМК из стали класса прочности К70. Ранее, в начале 2023 года, данный вид труб прошел ряд успешных испытаний на полигоне «Газпром трансгаз Екатеринбург».
Для наиболее эффективного решения задачи, поставленной заказчиком продукции – ПАО «Газпром», ОМК применяет комплексный подход: в продолжение работы над трубной продукцией для строительства трубопроводов на давление 14,7 МПа ОМК завершает освоение технологии производства соединительных деталей трубопроводов соответствующих классов прочности.
«Группа ОМК - первой среди производителей трубной продукции разработала и освоила выпуск всего сортаментного ряда труб большого диаметра класса прочности К70. Подписание технических условий позволяет уже сегодня применять в проектных решениях клиентов инновационные высокопрочные трубы разных типоразмеров и строить газопроводы со сверхвысоким рабочим давлением в 150 атмосфер. Также благодаря своей высокой прочности трубы ОМК рассчитаны на сложные условия эксплуатации и позволят в перспективе снизить капитальные затраты на строительство трубопроводов», - отметил директор по развитию технологии и продуктов ОМК Павел Степанов на церемонии подписания технических условий.
На следующей неделеОМКбудет участвовать в 29-й Международной промышленной выставке ""Металл-Экспо-2023"" (номер стенда - 22A21).",Газпром;ОМК;Потребители - нефтегаз;ТБД,2023-11-02T17:05,02 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154825,Северсталь объявляет о новых проектах  развития городской среды Череповца,"«Северсталь» продолжает проект по комплексному развитию Череповца и инвестирует в новые инициативы свыше 700 млн рублей. Об этом сегодня сообщил генеральный директор компании Александр Шевелёв. В рамках первого этапа проекта, инициированного Председателем Совета директоров компании А.А. Мордашовым, «Северсталь» реконструировала Советский проспект и парк «Серпантин», направив на это более 1,5 млрд рублей.
В 2024 году «Северсталь» выделит средства на реконструкцию площади Революции и благоустройство бульвара в Зашекснинском районе Череповца. Над проектом продолжит работать архитектурно-градостроительная компания «ЯУЗА».
Практически не используемую сегодня площадь Революции планируется реконструировать в комфортную зону для тихого отдыха. Концепцией предусмотрено её озеленение в соответствии с рекомендациями экологов. В центре площади к 185-летию со дня рождения Н.В. Верещагина будет установлен памятник братьям Верещагиным, прославившим город и регион. Идею создания бульвара в Зашекснинском районе Череповца планируется реализовать последовательно – этапами.
«Пространства, выбранные для благоустройства в следующем году, рекомендованы экспертами и становятся логичным продолжением ранее реализованных проектов. Реконструкция площади Революции и территории Соборной горки позволит связать историческую часть Советского проспекта с новой городской набережной. В Зашекснинском районе бульвар объединит парк «Серпантин» с ранее благоустроенными скверами в единую систему прогулочных маршрутов. Также в 2024 году, который объявлен Президентом Годом спорта, «Северсталь» поддержит проведение в Череповце масштабных спортивных событий, которые включены в единый календарный план соревнований Министерства спорта Российской Федерации. Это отвечает запросу жителей на развитие возможностей досуга, и в то же время, позволит заявить о Череповце на уровне всей страны, повысить его привлекательность для туристов, пригласить в наш город молодых, энергичных, талантливых людей», – отметил генеральный директор компании «Северсталь» Александр Шевелёв.
Компания станет генеральным спонсором Кубка Губернатора Вологодской области по триатлону. Его проведение запланировано на 28 и 29 июня. Состязание объединит около 1200 человек из не менее 20 регионов страны, в том числе, 150 участников всероссийских соревнований.
На средства «Северстали» в Череповце также возродят турнир по боксу памяти академика И.П. Бардина. Он состоится в период с 28 октября по 3 ноября. В нем гарантированно примут участие мастера спорта международного класса и чемпионы России. Всего ожидается порядка 150 спортсменов.«Известия о реконструкции площади Революции и создании сквера на улице Городецкой в Череповце – одни из самых радостных новостей сегодня.  Компания «Северсталь» демонстрирует комплексный подход к городскому благоустройству. Новые проекты станут логическим продолжением уже реконструированных Советского проспекта и парка «Серпантин». Уверен, что через год горожане также с восхищением будут смотреть на изменившиеся городские пространства», - добавил мэр Череповца Вадим Германов.
Для информационной поддержки и обратной связи горожан продолжает работу сайт проекта gorod.severstal.com. Конструктивные мнения и рекомендации принимаются в специальной онлайн-форме.
",Северсталь;социальная инфраструктура,2023-11-02T16:40,02 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154794,Ижсталь примет участие в «Металл-Экспо’2023»,"Завод «Ижсталь» (входит в Группу «Мечел») станет участником 29-й Международной выставки «Металл-Экспо’2023», которая пройдет с 7 по 10 ноября в Москве. Завод представитна едином выставочном стенде Группы «Мечел»образцы продукции: горячекатаный и обточенный прокат, сталь со специальной отделкой поверхности, стальные фасонные профили высокой точности и другую продукцию. От «Ижстали» на стенде компании будут работать специалисты технической и сбытовой служб.
«Металл-Экспо» – крупнейшая в России выставка достижений металлургической отрасли. В ней традиционно принимают участие сотни ведущих производителей и поставщиков металлопродукции, сервисные металлоцентры, потребители металла от различных отраслей промышленности. На выставке будет представлено все многообразие продукции черной и цветной металлургии, современного металлургического оборудования и технологий.",Ижсталь;Мечел;Металл-Экспо;telegram;Выставки,2023-11-02T15:00,02 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154816,Сотрудники ТМК стали лауреатами Всероссийского конкурса специалистов неразрушающего контроля,"Сотрудники Волжского трубного завода (ВТЗ), входящего в Трубную Металлургическую Компанию (ТМК), стали лауреатами Всероссийского конкурса «Лучший специалист неразрушающего контроля». Инженеры отдела неразрушающих методов контроля ВТЗ Дмитрий Кабанов и Роман Пяткин заняли первое и второе места в категории «ультразвуковой контроль» (УЗК).
В рамках состязаний специалисты ВТЗ выполнили теоретические и практические задания и ответили на вопросы по технологии и особенностям ультразвукового контроля – достоверного и качественного метода выявления возможных дефектов труб, в ходе которого продукция не получает повреждений. Конкурсанты также ответили на вопросы по технологии и особенностям ультразвукового контроля, разработали проект методики по проведению УЗК предложенного объекта.
«Высокое качество – это визитная карточка и одно из главных конкурентных преимуществ ТМК. Наша продукция используется на ответственных участках, и мы должны гарантировать заказчику соответствие самым строгим стандартам. Поэтому система контроля качества в компании постоянно развивается: мы применяем лучшие практики, повышаем квалификацию специалистов и проводим корпоративные мероприятия, на которых сотрудники демонстрируют свои компетенции и обмениваются опытом. Высокие результаты на национальном конкурсе демонстрируют эффективность нашей работы в этой области и еще раз показывают нашим партнерам, что ТМК уделяет приоритетное внимание соблюдению всех требований к продуктам», – сказал директор по качеству ТМК Анатолий Сычёв.
Подведение итогов и награждение победителей прошло в Москве в период проведения международной выставки NDT Russia. Отборочные туры, в которых инженеры ВТЗ также стали лучшими, проходили ранее в независимых органах по аттестации персонала в регионах России. В 2022 году по итогам всероссийского конкурса Роман Пяткин также вошел в тройку лидеров и стал третьим в номинации «Ультразвуковой контроль».",ТМК;ВТЗ,2023-11-02T14:17,02 ноября 2023 г.
https://www.metalinfo.ru/ru/news/154819,Более 20 тысяч посетителей за неполных 4 дня,"Именно столько - свыше 20 тысяч - посещений зафиксировано на сайте 29-й Международной промышленной выставке «Металл-Экспо’2023» с понедельник по четверг включительно на этой неделе. Наиболее популярными разделами портала являютсясписок участников форумаметаллургов и егопрограмма деловых мероприятий.
К сегодняшнему днюс помощью электронной регистрациина сайте для посещения «Металл-Экспо’2023» зарегистрировались более 9 тысяч специалистов. Они посетят экспозиции металлургов и их партнеров в период с 7 по 10 ноября.
7-го ноября в ЦВК «Экспоцентр» на Красной Пресне (павильон №2, «синий» зал) в 13 часов пройдет церемония официального открытия 29-й Международной промышленной выставки «Металл-Экспо’2023», участие в которой примут статс-секретарь – заместитель Министра промышленности и торговли РФ Виктор Евтухов, главы профессиональных союзов и объединений металлургической отрасли, руководители ряда крупнейших металлургических корпораций страны.
На «Металл-Экспо’2023» экспозиции развернут ведущие металлургические и машиностроительные компании, а также производители металлоконструкций и металлоизделий – свыше 800 компаний из России и других стран. В рамках деловой программы форума металлургов состоится более 50 конференций, семинаров и круглых столов по всем направлениям металлургического бизнеса. Ожидается, что выставку «Металл-Экспо’2023» посетят около 30 тысяч потребителей металлопродукции из стройиндустрии, машиностроения, ТЭК, транспортных, логистических и металлоторговых компаний, заинтересованные в развитии взаимовыгодного сотрудничества.",Выставки;Металл-Экспо;конгрессно-выставочная деятельность,2023-11-02T13:36,02 ноября 2023 г.
