Ссылка,Заголовок,Текст,Темы,Дата,Время
https://www.metalinfo.ru/ru/news/157049,В 2024 г. Стахановский завод ферросплавов выйдет на полную мощность,"В течение 2024 г. Стахановский завод ферросплавов (СЗФ, г.Стаханов, Луганская Народная Республика) будет выведен на полную мощность, – сообщает пресс-служба ООО «Южный горно-металлургический комплекс» (ЮГМК).
«В настоящее время на заводе непрерывно работают три ферросплавные печи, каждая из которых рассчитана на выплавку около 2 тыс. т продукции в месяц. Однако благодаря введению в эксплуатацию остальных печей, в этом году объемы производства продукции на СЗФ существенно вырастут», – уточняют в пресс-службе.
СЗФ входит в состав ЮГМК и располагает восьмью печами, проектная мощность каждой из которых достигает 2 тыс. т в месяц. Завод специализируется на выплавке ферросилиция марок ФС45, ФС65, ФС75 и ферросиликомарганца марок МнС12, МнС17.
",производство ферросплавов;ЛНР;ЮГМК;новые регионы;Стахановский завод ферросплавов,2024-01-18T12:26,18 января 2024 г.
https://www.metalinfo.ru/ru/news/157060,Машинное зрение на ММК помогает в производстве чугуна,"Магнитогорский металлургический комбинат внедрил систему распознавания открытия желобов на литейных дворах доменных печей.
Информационный комплекс обеспечивает непрерывный видеоконтроль за состоянием укрытий на горновых и транспортных желобах на всём их протяжении посредством системы машинного зрения.
Каждый литейный двор контролируется двумя видеокамерами. Полученные кадры загружаются в нейронную сеть, которая оценивает укрытие желобов и отображает текущее состояние на мнемосхемах. При изменении состояния укрытий система автоматически вносит в базу данных дату и время события, процент закрытия, фото с изображением желоба и при необходимости формирует сообщения по электронной почте ответственным сотрудникам для принятия оперативных решений.
Система следит за организацией выпуска чугуна и шлака на литейных дворах доменных печей № 1, 2, 6, 9, 10 с целью обеспечения соблюдения технологических условий и требований промышленной безопасности, а также снижения неорганизованных выбросов и улучшения качества воздуха на рабочих местах.
",ММК;производство;чугун,2024-01-18T10:45,18 января 2024 г.
https://www.metalinfo.ru/ru/news/157057,Генеральный директор Металлоинвеста проверил ход реализации инвестроектов на МГОКе,"16-17 января состоялась рабочая поездка генерального директора Металлоинвеста Олега Крестинина на предприятия компании. В ходе визита на Михайловский ГОК им. А.В. Варичева (входит вМеталлоинвест) он побывал в карьере, где реализуется проект по строительству второй очереди дробильно-конвейерного комплекса (ДКК-2). Затем делегация посетила обогатительную фабрику и фабрике окомкования.
Кроме этого, состоялась встреча с сотрудниками предприятия. Олег Крестинин рассказал об итогах работы Металлоинвеста в 2023 г.
В частности, он отметил, что программа трансформации охраны труда и промбезопасности, основная на риск-ориентированном подходе, доказала свою результативность. Также в текущем году планируется направить на техническое обслуживание и ремонты оборудования около 45 млрд рублей. По словам Олега Крстинина, вопрос повышения зарплаты будет рассмотрен рассмотрят по итогам работы в за первый квартал текущего года.",Металлоинвест;Михайловский ГОК;Инвестиции;железная руда,2024-01-18T10:05,18 января 2024 г.
https://www.metalinfo.ru/ru/news/157055,Кузбасс нарастил добычу коксующегося угля,"Добыча угля в Кемеровской области, ключевом регионе российской угольной промышленности, в 2023 году незначительно сократилась — на 4,2% по сравнению с 2022 годом. По итогам 2023 года угольщики Кузбасса добыли 214,2 млн тонн угля.
Из этого объема открытым способом добыто 143,1 млн тонн (в 2022 г. – 151,7 млн тонн), подземным способом – 71,1 млн тонн (в 2022 г. – 71,9 млн тонн).
Объем добычи коксующихся марок углей составил 68,3 млн тонн (в 2022 г. – 67,9 млн тонн), энергетических марок – 145,9 млн тонн (в 2022 г. – 155,7 млн тонн).
Общая переработка на предприятиях угольной отрасли Кузбасса, включая собственно обогатительные производства и дробильно-сортировочные установки, с начала 2023 года составила 178,6 млн тонн. Что касается отгрузки, что всего с начала 2023 года кузбасские предприятия отгрузили железнодорожным транспортом 190,8 млн тонн, что на 9,7 млн тонн ниже уровня 2022 года. При этом в западном направлении было отправлено на 10,6 млн тонн меньше, чем в 2022 году – 88,6 млн тонн. В восточном направлении угольщики Кузбасса смогли даже нарастить поставки, несмотря на высокую загруженность железной дороги. В этом направлении было отправлено 56,4 млн тонн, что на 3,4 млн тонн выше уровня 2022 года.
Всего в 2023 году на экспорт было отправлено 113,8 млн т., что на 6,4 млн т ниже уровня 2022 года.",Кемеровская область;коксующийся уголь,2024-01-18T09:31,18 января 2024 г.
https://www.metalinfo.ru/ru/news/157051,Амурсталь увеличивает производство металлопродукции,"Электрометаллургический завод ""Амурсталь"" оптимизирует процессы и наращивает объёмы производства.
В течение 2023 года производство стали выросло до 969 776 тонн (в 2022 - 744 260 тонн). Производство стального проката превысило 431 808 тонн (результат 2022 - 383 323 тонны). В сортопрокатном цехе благодаря внедрению проектов по оптимизации повысилась производительность методической нагревательной печи и прокатного стана. Сокращено время перевалки. Снижены простои по забуриванию на прокатном стане и простои на участке печи.
""В планах на 2024 год переход на новый вид продукции с экспортным потенциалом - это стальная заготовка сечением 150х150. Таким образом реагируем на прогнозируемое изменение структуры спроса в нашем сегменте. Стратегическим приоритетом для нас является укрепление позиций на рынке ДФО и АТР, и мы заинтересованы в участии в крупных инфраструктурных проектах на востоке России"", - говорится в сообщении металлургического предприятия.",Амурсталь;сортовой прокат,2024-01-18T08:52,18 января 2024 г.
https://www.metalinfo.ru/ru/news/157048,Производитель валков в ЛНР модернизирует производство,"Лутугинский научно-производственный валковый комбинат (ЛНПВК, г.Лутугино, Луганская Народная Республика) получил статус участника свободной экономической зоны. Его инвестиционный проект предполагает восстановление производственных мощностей, а также проведение комплексной модернизации оборудования для выпуска прокатных валков из высоколегированного чугуна, – сообщает пресс-служба Министерства промышленности и торговли ЛНР.
На сегодня ЛНПВК является одним из ведущих предприятий города. Комбинат включает два подразделения: Вальцелитейный завод и Вальцетокарный завод. Он располагает двумя вертикальными центробежными машинами для отливки валков для металлургической промышленности и четырьмя горизонтальными для отливки неметаллургических валков.
Предприятие специализируется на выпуске чугунных и стальных листопрокатных и сортопрокатных валков для прокатных станов, мельничных шаров и мукомольных валков для помола зерна, а также – различных валков для предприятий резинотехнической, бумажной, лакокрасочной и других отраслей промышленности.
",модернизация оборудования;Прокатные валки;ЛНР;новые регионы,2024-01-18T06:24,18 января 2024 г.
https://www.metalinfo.ru/ru/news/157021,В 2024 г. на Енакиевском метзаводе проведут 19 капремонтов,"В 2023-2024 гг. на Енакиевском металлургическом заводе (ЕМЗ), согласно утвержденному графику, должны быть проведены 27 капитальных ремонтов. Из них в 2023 г. состоялись 8, а на 2024 г. запланированы еще 19, – сообщает пресс-служба ООО «Южный горно-металлургический комплекс».
Как уточняют в пресс-службе, в 2023 г. были отремонтированы: котел БКЗ №2 ТЭЦ-ПВС, агломашина №2 агломерационного цеха, конвертер №1 конвертерного цеха, трансформатор №1 главной понизительной подстанции ЦРУ цеха систем и подстанций, трубопроводы свежей технической воды цеха водоснабжения, верхние строения путей железнодорожных станций «Прокатная» и «Восток», тепловоз ТГМ 6 № 2105.
«В 2024 г. будут отремонтированы агломерационные машины №1 и №4, доменная печь №5 и ее блок воздухонагревателей, машина непрерывного литья заготовки №1, установка «ковш-печь» №1 конвертерного цеха, конвертер № 2 и другие важнейшие производственные и социальные объекты», – рассказывает директор по инжинирингу ЕМЗ Валерий Артёмов.
",ДНР;Енакиевский металлургический завод;ремонты;ЮГМК;новые регионы,2024-01-17T14:56,17 января 2024 г.
https://www.metalinfo.ru/ru/news/157005,Сотрудник ВТЗ награжден региональным знаком отличия за наставничество,"Работник Волжского трубного завода (ВТЗ), входящего в Трубную Металлургическую Компанию (ТМК), поощрен региональным знаком отличия «Почетный наставник». Сотрудник ВТЗ отмечен такой наградой впервые.
«Почетным наставником» признан начальник участка подготовки технологического инструмента трубопрокатного цеха №2 Алексей Зернов. Он трудится на ВТЗ более 40 лет, 35 из которых занимается наставнической деятельностью. За этот период Алексей Зернов принял участие в профессиональном становлении более тридцати молодых специалистов. Многие из них также стали успешными наставниками, активно включились в рационализаторскую деятельность, имеют многие другие профессиональные достижения.
«Наставничество — неотъемлемая часть корпоративной культуры ТМК и оптимальный метод полной адаптации молодежи на рабочем месте. Опытные работники помогают освоить тонкости профессии и передают сложившиеся на предприятии традиции. Благодаря помощи старших коллег молодые работники вливаются в коллектив и рабочий процесс эффективно и в минимальные сроки», — сказал управляющий директор ВТЗ Сергей Четвериков.
На сегодняшний день около 250 наставников обучают новое поколение волжских трубников, при этом в число потенциальных наставников входят более тысячи работников ВТЗ. Ранее в 2023 году сотрудница предприятия стала победителем регионального этапа федерального конкурса «Лучшие практики наставничества», а в 2021 году завод стал лауреатом этого конкурса в номинации «Наставничество в области прорывных технологий».
Знак отличия «Почетный наставник» учрежден в Волгоградской области в 2018 году. Ежегодно знаком отличия за личные заслуги в сопровождении молодых работников награждается не более двадцати высококвалифицированных специалистов региона.",ВТЗ;ТМК,2024-01-17T14:07,17 января 2024 г.
https://www.metalinfo.ru/ru/news/157041,Северсталь создает в Череповце сеть мониторинга качества атмосферного воздуха,"Северстальсоздает в Череповце - городе присутствия основного актива компании (Череповецкого металлургического комбината) - сеть мониторинга качества атмосферного воздуха для оценки эффективности мероприятий, проводимых в рамках федерального проекта «Чистый воздух».
За время реализации федерального проекта «Чистый воздух» фактическое снижение совокупного объема валовых выбросов ЧерМК составило 47,1 тыс. тонн или 15,9 % от уровня отчетного 2017 года. Выбросов опасных (приоритетных) загрязняющих веществ – 6,66 тыс. тонн или 12 % соответственно. Это демонстрирует уверенную динамику в достижении принятых целей компании – снизить выбросы не менее чем на 20% в 2024 году. Финансирование мероприятий с 2018 года составило 20,1 млрд руб. В настоящий момент на ЧерМК завершили 18 из 26 запланированных мероприятий. Оценить достаточность усилий компания намерена при помощи сети мониторинга качества атмосферного воздуха на основе мобильных станций, размещенных в 9 мониторинговых точках во всех районах Череповца.
«Станции будут обеспечивать непрерывное наблюдение за качеством воздуха по основным загрязняющим веществам: оксид углерода, диоксид азота, диоксид серы, сероводород, а также за взвешенными частицами РМ 2,5, РМ 10,0, что позволит оперативно реагировать на возможные изменения концентраций загрязняющих веществ в атмосферном воздухе, а также оценивать эффективность реализуемых нами воздухоохранных мероприятий в рамках участия компании в федеральном проекте «Чистый воздух». Это еще один шаг и фокус нашей экологической повестки в области следования стратегии устойчивого развития», - отметил генеральный директор дивизиона «Северсталь Российская сталь» и ресурсных активов Евгений Виноградов.
Поставщиком оборудования выступила компания из республики Беларусь. Более 200 подобных станций размещены в Московской области, данные с систем поступают в Мособлмониторинг.",Северсталь;Экология;устойчивое развитие,2024-01-17T12:23,17 января 2024 г.
https://www.metalinfo.ru/ru/news/157036,«Красный Октябрь» прокатал новый сплав стали для оборудования химической промышленности,"Волгоградский металлургический завод «Красный Октябрь» освоил технологию производства трубной заготовки из сплава 06ХН28МДТ, не имеющую аналогов в отрасли.
Завод «Красный Октябрь» – один из лидеров производства листового проката из сплава 06ХН28МДТ. В связи с новыми запросами заказчиков специалисты волгоградского металлургического предприятия первыми в стране разработали технологию производства из этой марки стали трубной заготовки, состоящей из двух этапов.
На первом из слитков металла получают полупродукт – передельную заготовку, из которой на втором этапе формируют уже круглый прокат.
""Ранее металлургические предприятия производили круги из этого сплава в процессе ковки на кузнечных прессах. Специалисты «Красного Октября» разработали специальную технологию, включая специальный режим нагрева и деформации, за счет чего получается необходимая структура металла в готовом прокате. На этапе финишной обработки заготовка подвергается лезвийной обработке и шлифовке, что обеспечивает высокое качество поверхности"", – рассказывает начальник технологического управления Ольга Гладышева.
Коррозионностойкий сплав на железоникелевой основе применяется для изготовления сварных конструкций теплообменников и теплопроводов, работающих при температурах до 80°C в серной кислоте и в средах повышенной агрессивности, используется в оборудовании для производства сложных минеральных удобрений, сварочных электродах и др. агрегатах.
Служба качества провела контрольные испытания заготовки на стойкость к межкристаллитной коррозии – результаты исследований показали, что продукция соответствует всем требованиям.
Благодаря успешному опыту «Красный Октябрь» расширил марочный сортамент и в очередной раз подтвердил репутацию надежного поставщика высококачественных сталей.
25-26 апреля в Волгограде и Волжском пройдет конференция «Нержавеющая сталь и российский рынок», участники которой посетят производства продукции из нержавеющих сталей на заводе «Красный Октябрь», Волжском трубном заводе, а также строящееся производство Русской Нержавеющей Компании.Подробнее",Красный Октябрь;Нержавеющая сталь;Нержавейка;Металл-Экспо,2024-01-17T11:48,17 января 2024 г.
